Project,County,"System Name /
Borrower",Description,Pop .,Project Cost,Score,"Cumulative
Total"
18306,Orange,"WALLKILL
CONSOLIDATED WD /
Wallkill ( T )","Replacement of aged water mains , Upgrade Distribution System","15,000","$1,250,000.00",10,"$5,746,729,256.00"
18243,Orange,"MONTGOMERY VILLAGE /
Montgomery ( V )",Upgrade Distribution System,"3,800","$470,000.00",10,"$5,747,199,256.00"
19028,Orange,"MONROE VILLAGE /
Monroe ( V )","Stage Road Water Main Replacement , Upgrade Distribution System","8,892","$744,700.00",10,"$5,747,943,956.00"
19022,Orange,"TUXEDO PARK VILLAGE /
Tuxedo Park ( V )","Town of Tuxedo Master Meter Relocation , Upgrade Distribution
System","1,100","$46,400.00",10,"$5,747,990,356.00"
19020,Orange,"TUXEDO PARK VILLAGE /
Tuxedo Park ( V )","East Village Water Main Replacement , Upgrade Distribution System","1,100","$1,117,500.00",10,"$5,749,107,856.00"
19021,Orange,"TUXEDO PARK VILLAGE /
Tuxedo Park ( V )","Tuxedo Lake Water Main Replacement , Upgrade Distribution System","1,100","$787,000.00",10,"$5,749,894,856.00"
19017,Orange,"CORNWALL - ON - HUDSON /
Cornwall - on - Hudson ( V )","Chestnut Street Water Main Replacement , Upgrade Distribution
System","9,300","$247,200.00",10,"$5,750,142,056.00"
19025,Orleans,"ALBION VILLAGE / Albion
( V )","Phase 2A and 2B WTP Improvements , Upgrade Water Treatment
Plant , Upgrade Transmission , Upgrade Storage","6,000","$7,855,059.00",60,"$5,757,997,115.00"
18759,Orleans,"ALBION VILLAGE / Albion
( M )","Improvements to the existing WTP , and pump station , and replacment
of aged transmission main . , Upgrade Water Treatment Plant , Upgrade
Transmission , Upgrade Pump Station","6,000",$0.00,50,"$5,757,997,115.00"
18414,Orleans,"HOLLEY VILLAGE / Holley
( V )","Upgrade Storage , Upgrade Distribution System","2,150",$0.00,35,"$5,757,997,115.00"
18612,Orleans,"ALBION VILLAGE / Albion
( )","W. Academy and S. Clinton Water Main Improvements . , Upgrade
Distribution System","6,000","$900,314.00",35,"$5,758,897,429.00"
18068,Orleans,"WATER IMPROVEMENT
BENEFIT AREA # 10 /
Clarendon ( T )",Extend Distribution System,250,"$1,634,949.00",20,"$5,760,532,378.00"
18104,Orleans,"CARLTON WATER
DISTRICT / Carlton ( T )",Extend Distribution System,"2,800","$2,125,920.00",10,"$5,762,658,298.00"
18351,Oswego,"SANDY CREEK
WD3 / RICHLAND WD 5 /
Sandy Creek ( T )","Consolidates 7 regulated PWSs , Upgrade Ground Water Source , New
Transmission , New Distribution System","2,600","$3,000,000.00",1125,"$5,765,658,298.00"
18376,Oswego,"RT 11 NORTH / FULLER RD
WD PHASE E / Hastings ( T )",New Distribution System,"1,500",$0.00,1095,"$5,765,658,298.00"
18142,Oswego,"WATER SERVICE AREA 7 /
Granby ( T )","Extend to serve private wells and consolidate several PWSs Inc MHP
and non - Com PWSs , Extend Distribution System",600,$0.00,1085,"$5,765,658,298.00"
18181,Oswego,ORWELL WD / Orwell ( T ),"New Source to Address Source Capacitiy Violation . , Upgrade Ground
Water Source",150,"$3,027,500.00",155,"$5,768,685,798.00"
18529,Oswego,"ALBION WATER SYSTEM
PROJECT / Albion ( T )","New Water District & Consolidation of 13 regulated Non - Community
PWSs , New System Consolidation , New Water District","1,100","$12,050,000.00",100,"$5,780,735,798.00"
18817,Oswego,"BANKRUPT ROAD WATER
DISTRICT / Schroeppel ( T )","Bankrupt Road WD and Connection to OCWA . , New Distribution
System , New Water District",627,"$5,286,000.00",85,"$5,786,021,798.00"
18910,Oswego,"VOLNEY TOWN WD /
Volney ( T )","County Rt . 6 / Maple Ave Water Service Area Extension . , New
Distribution System",103,"$710,365.00",80,"$5,786,732,163.00"
18818,Oswego,"MT PLEASANT , BATEMAN ,
DISTIN SERVICE AR /
Volney ( T )","Mt Pleasant , Bateman , and Disitn Roads Water Service Area
Extension . , New Distribution System",280,"$1,356,000.00",80,"$5,788,088,163.00"
18010,Oswego,"TOWN / VILLAGE JOINT
WATER PROJECT / Parish
( T )","Water Supply Area No. 1. Serve inadequate private wells . , Extend
Distribution System , New Water District","1,200","$9,476,000.00",80,"$5,797,564,163.00"
18816,Oswego,"WATER SERVICE AREA # 9
/ New Haven ( T )","Water Service Area # 9 . , New Distribution System",300,"$4,019,102.00",70,"$5,801,583,265.00"
18282,Oswego,"CLEVELAND VILLAGE /
Cleveland ( V )","Storage & Transmission Upgrades . , New Ground Water Source ,
Upgrade Storage , Upgrade Distribution System",925,$0.00,60,"$5,801,583,265.00"
18930,Oswego,"WATER SERVICE AREA # 6
/ Mexico ( T )","Provide public water to Water Service Area # 6 , New Distribution
System",479,"$549,170.00",60,"$5,802,132,435.00"
19188,Oswego,"TOWN OF CONSTANTIA
WD NO . 3 / Constantia ( T )","Water District 3 formation w / new DI mains , valves and services , New
Water District",140,"$3,230,080.00",55,"$5,805,362,515.00"
18428,Oswego,"OSWEGO CITY / Oswego
( C )","McCaffrey WTP Upgrades . , Upgrade Water Treatment Plant","29,400",$0.00,50,"$5,805,362,515.00"
18932,Oswego,"COUNTY RT . 57 /
HUNTLEY RD WATER
DISTRICT / Schroeppel ( T )","County Route 57 / Huntley Road Water District . , New Distribution
System",253,"$2,879,571.00",50,"$5,808,242,086.00"
18087,Oswego,"PULASKI VILLAGE / Pulaski
( \ )",Upgrade Distribution System,"2,398","$18,849,810.00",45,"$5,827,091,896.00"
18285,Oswego,"PULASKI VILLAGE / Pulaski
( V )",Upgrade Distribution System,"2,398",$0.00,40,"$5,827,091,896.00"
18928,Oswego,"PULASKI VILLAGE / Pulaski
( )","Replacement of aged and deteorating water main , Upgrade
Distribution System","2,398","$11,962,000.00",35,"$5,839,053,896.00"
19123,Oswego,"MEXICO VILLAGE / Mexico
M","Phase 2 Distribution Main Replacement and Source Upgrades ,
Upgrade Ground Water Source , Upgrade Distribution System","1,600","$7,210,000.00",20,"$5,846,263,896.00"
18237,Oswego,"MEXICO VILLAGE / Mexico
M","Replacement of old and undersized water main . , Upgrade Distribution
System","1,600","$725,000.00",20,"$5,846,988,896.00"
17987,Otsego,"SOUTHSIDE WATER
DISTRICT NO . 6 / Oneonta
( T )","Southside Water District No. 6. , New Ground Water Source , New
Complete System ( New System ) , New Storage , New Distribution
System , New Water District","1,569",$0.00,1140,"$5,846,988,896.00"
17976,Otsego,"SOUTHSIDE WATER
DISTRICT NO . 5 / Oneonta ( T )","Southside Water District No. 5. , New Ground Water Source , New
Complete System ( New System ) , New Storage , New Distribution System , New Water District","1,570",$0.00,1135,"$5,846,988,896.00"
18846,Otsego,"RICHFIELD SPRINGS
VILLAGE / Richfield Springs
( M )","RW Transmission Main SWTR Compliance . , New Pump Station , New
Distribution System","1,200","$1,155,569.00",140,"$5,848,144,465.00"
17093,Otsego,"HARTWICK WATER
DISTRICT / Hartwick ( T )","New Ground Water Source , Upgrade Storage , Upgrade Distribution
System",416,"$3,760,078.00",95,"$5,851,904,543.00"
18197,Otsego,"ONEONTA CITY / Oneonta
( C )","WTP , Distribution , and Storage Upgrades . , Upgrade Water Treatment
Plant , New Storage","15,779","$8,072,625.00",85,"$5,859,977,168.00"
18958,Otsego,"OTEGO VILLAGE / Otego
M","GW Source Development , WTP Resiliency , AC Pipe Replacement . ,
Upgrade Water Treatment Plant , New Ground Water Source , Upgrade Distribution System","1,150","$6,899,315.00",50,"$5,866,876,483.00"
18814,Otsego,"EDMESTON WATER
DISTRICT / Edmeston ( T )","Treatment and Distribution System Improvements . , Upgrade Water
Treatment Plant , Upgrade Distribution System",490,"$6,647,000.00",45,"$5,873,523,483.00"
19153,Otsego,"ONEONTA CITY / Oneonta
( C )","Distribution and Storage Improvements , Upgrade Storage , Upgrade
Distribution System","15,779","$12,525,830.00",45,"$5,886,049,313.00"
18041,Putnam,"COLD SPRING VILLAGE /
Cold Spring ( V )",Upgrade Transmission,"2,666","$958,000.00",20,"$5,887,007,313.00"
18678,Putnam,CARMEL WD 2 / Carmel ( T ),"New Distribution System , Upgrade Distribution System","5,000","$13,700,397.00",20,"$5,900,707,710.00"
17068,Rensselaer,"SCHAGHTICOKE ( V ) PWS
/ Schaghticoke ( V )","Water System Improvements . , Upgrade Water Treatment Plant ,
Upgrade Storage , Upgrade Distribution System , Extend Distribution System",675,$0.00,1110,"$5,900,707,710.00"
18354,Rensselaer,"HOOSICK FALLS ( V ) PWS /
Hoosick Falls ( V )","Village Water System Extension to Town Phase 1 - NYS Rt 22 North & South . , New Pump Station , Upgrade Distribution System , Extend
Distribution System , New System Consolidation","4,000","$5,510,500.00",110,"$5,906,218,210.00"
18364,Rensselaer,"HOOSICK FALLS ( V ) PWS /
Hoosick Falls ( V )","Village Water System Extension to Town Phase 6 - NYS Rt . 7 / Hoosac
School / Hill Road . , Extend Distribution System , New System
Consolidation","4,000","$4,532,000.00",100,"$5,910,750,210.00"
18362,Rensselaer,"HOOSICK FALLS ( V ) PWS /
Hoosick Falls ( V )","Village Water System Extension to Town Phase 4 - NYS Rt 67 East &
West . , Upgrade Distribution System , Extend Distribution System","4,000","$4,655,600.00",95,"$5,915,405,810.00"
18584,Rensselaer,"BERLIN WATER DISTRICT
# 2 / Berlin ( T )","Replace Storage . Upgrade Well Pumps and System Controls . ,
Upgrade Ground Water Source , Upgrade Storage",700,$0.00,70,"$5,915,405,810.00"
18812,Rensselaer,"BATTISTI WATER
DISTRICT NO . 10 /
Schodack ( T )","Batisti WD No. 10. , Upgrade Distribution System , New System
Consolidation , New Water District",130,"$2,432,000.00",60,"$5,917,837,810.00"
18988,Rensselaer,"ALGONQUIN SCHOOL /
Averill Park CSD","GAC installation for PFAS removal , Upgrade Water Treatment Plant","1,000","$150,000.00",60,"$5,917,987,810.00"
18585,Rensselaer,"PETERSBURGH WATER
DISTRICT / Petersburgh ( T )","Address PFAS , Develop Additional GW Source , Storage and
Distribution Improvements . , Upgrade Water Treatment Plant , New
Ground Water Source , Upgrade Storage , Upgrade Distribution System",240,$0.00,55,"$5,917,987,810.00"
18995,Rensselaer,TROY CITY PWS / Troy ( C ),"Phase 2 ( North Section ) RW Transmission Main . , Upgrade
Transmission","49,170","$32,900,000.00",55,"$5,950,887,810.00"
17867,Rensselaer,TROY CITY PWS / Troy ( C ),"Replace raw water transmission mains between Tomhannock and Troy
WTP . , Upgrade Transmission","49,170",$0.00,55,"$5,950,887,810.00"
19110,Rensselaer,"POESTENKILL WD # 2 /
Poestenkill ( T )","New WD to Serve Wells With PFOA . , New Water District",700,"$5,711,000.00",45,"$5,956,598,810.00"
19120,Rensselaer,"SCHODACK HIGHWAY
GARAGE WATER
DISTRICT / Schodack ( T )","Installation of new watermain and 500,000 - gallon water storage tank
on Route 9 , New Storage , New Distribution System",150,"$10,300,000.00",40,"$5,966,898,810.00"
19108,Rensselaer,"HOOSICK FALLS ( V ) PWS /
Hoosick Falls ( V )","Rogers Ave Tank Rehab . , Upgrade Storage , Upgrade Distribution
System","4,000","$5,879,163.00",40,"$5,972,777,973.00"
18030,Rensselaer,"RENSSELAER CITY PWS /
Rensselaer ( C )","Washington Ave Corridor Improvements , Upgrade Distribution System","7,500","$3,169,952.00",35,"$5,975,947,925.00"
19138,Rensselaer,"RENSSELAER CITY PWS /
Rensselaer ( C )","Lead Service Line Replacement , Upgrade Distribution System","7,500","$420,000.00",30,"$5,976,367,925.00"
19141,Rensselaer,"RENSSELAER CITY PWS /
Rensselaer ( C )","Washington Avenue Main Replacement , Upgrade Distribution System","7,500","$3,219,551.00",25,"$5,979,587,476.00"
16334,Rensselaer,"HOOSICK FALLS ( V ) PWS /
Hoosick Falls ( V )",Upgrade Distribution System,"4,000","$569,000.00",20,"$5,980,156,476.00"
16292,Rensselaer,"BRUNSWICK WATER
SYSTEM / Brunswick ( T )","New Water Treatment Plant , Upgrade Distribution System","10,000","$2,896,500.00",20,"$5,983,052,976.00"
18190,Rensselaer,"NASSAU ( V ) PWS / Nassau
( )","Replace water mains on Rt . 20. , Upgrade Distribution System","1,250","$669,000.00",15,"$5,983,721,976.00"
18959,Rensselaer,"NASSAU ( V ) PWS / Nassau
( \ )",Upgrade Distribution System,"1,250","$721,000.00",10,"$5,984,442,976.00"
18942,Rockland,"SUFFERN VILLAGE /
Suffern ( V )","PFAS Removal , Upgrade Water Treatment Plant","12,000","$532,800.00",80,"$5,984,975,776.00"
19171,Rockland,"NYACK VILLAGE WATER
SUPPLY / Nyack ( V )","PFAS Treatment at Nyack Water Plant . , New Other Expenses , New
Other ( OT )","14,700","$4,749,320.00",60,"$5,989,725,095.00"
18944,Rockland,"SUFFERN VILLAGE /
Suffern ( V )","Emergency Generator Installation , Upgrade Transmission","12,000","$628,900.00",10,"$5,990,353,995.00"
18943,Rockland,"SUFFERN VILLAGE /
Suffern ( V )","Water meter replacement , Upgrade Distribution System","12,000","$1,500,000.00",10,"$5,991,853,995.00"
18038,Saratoga,"MECHANICVILLE CITY /
Mechanicville ( C )","Interconnection to Saratoga County WA . Phase 1A improvements .
Alternative to Project 17742. , New Transmission , Upgrade Storage ,
Upgrade Distribution System , New Inter - Connection","5,100",$0.00,1160,"$5,991,853,995.00"
18577,Saratoga,"MECHANICVILLE CITY / I
Mechanicville ( C )","Filtration Upgrades . , Upgrade Water Treatment Plant","5,100","$100,000.00",1095,"$5,991,953,995.00"
18524,Saratoga,"MALTAVILLE WATER
DISTRICT / Malta ( T )","Maltaville WD . , New Water District",450,"$3,636,724.00",70,"$5,995,590,719.00"
18332,Saratoga,"SOUTH GLENS FALLS
VILLAGE / South Glens
Falls ( V )","Rehabilitate Storage Tank ; New GAC for PFOA / PFOS Removal . ,
Upgrade Storage , Upgrade Distribution System","3,700",$0.00,50,"$5,995,590,719.00"
18277,Saratoga,"STILLWATER VILLAGE /
Stillwater ( V )","Hillside Tank Supply Line Replacement . , Upgrade Transmission","1,572",$0.00,40,"$5,995,590,719.00"
18538,Saratoga,"SCWA WTP EXPANSION /
Saratoga County WA","WTP Expansion to increase treatment capacity . , Upgrade Water
Treatment Plant","100,000","$1,000,000.00",40,"$5,996,590,719.00"
19272,Saratoga,"CORINTH VILLAGE /
Corinth ( V )","Phase 1 Palmer Ave & Gobel Ave Utility Replacement project . ,
Upgrade Distribution System","4,700","$13,100,000.00",30,"$6,009,690,719.00"
18866,Saratoga,"SARATOGA COUNTY
WATER / Saratoga County
WA","Cordero Blvd New Storage and Controls . , New Storage",0,"$5,177,939.00",25,"$6,014,868,658.00"
18705,Saratoga,"STILLWATER WD NO . 6 /
Stillwater ( T )","Replacing infrastructure East , Ferris , Lefko Streets & Best , Champlain
Avenues , Upgrade Distribution System",114,"$752,250.00",15,"$6,015,620,908.00"
18552,Saratoga,"STILLWATER WD NO . 61
Stillwater ( T )","Replacing infrastructure West Street and Micklas Street , Upgrade
Distribution System",192,"$748,850.00",15,"$6,016,369,758.00"
19264,Saratoga,"BALLSTON SPA VILLAGE /
Ballston Spa ( V )","2022 Infrastructure Improvements . , Upgrade Other Expenses ,
Upgrade Other ( OT )","5,800","$11,508,500.00",10,"$6,027,878,258.00"
16510,Schenectady,"DELANSON VILLAGE
WATER WORKS / Delanson","Address Stage 2 DBPR Violation . , Upgrade Water Treatment Plant",428,"$894,300.00",90,"$6,028,772,558.00"
18979,Schenectady,"SCHENECTADY CITY
WATER WORKS /
Schenectady ( C )","Phase 1 Rice Road Source and WTP Improvements ,, New Ground
Water Source","61,821","$7,775,470.00",50,"$6,036,548,028.00"
18123,Schenectady,"GLENVILLE WD # 11 /
Glenville ( T )","New Well # 5 . , New Ground Water Source","15,000","$851,604.00",45,"$6,037,399,632.00"
18444,Schenectady,"SCOTIA VILLAGE WATER
WORKS / Scotia ( V )","Water System Improvements . , Upgrade Ground Water Source ,
Upgrade Storage , Upgrade Distribution System","9,500","$3,000,000.00",45,"$6,040,399,632.00"
19273,Schenectady,"SCHENECTADY CITY
WATER WORKS /
Schenectady ( C )","Phase 2 Rice Road WTP Improvements . , Upgrade Water Treatment
Plant","61,821","$6,067,112.00",40,"$6,046,466,744.00"
19259,Schenectady,"ROTTERDAM WD # 5 /
Rotterdam ( T )","WD # 5 High Priority Improvements . , New Ground Water Source ,
Upgrade Distribution System","28,000","$34,917,000.00",35,"$6,081,383,744.00"
18868,Schenectady,"GLENVILLE WD # 11 /
Glenville ( T )","Upgrade WTP , rehab Lolik Lane Tanks # 1 & # 2 , and Distribution . ,
Upgrade Water Treatment Plant , Upgrade Storage , Upgrade
Distribution System","15,000","$25,729,561.00",25,"$6,107,113,305.00"
18447,Schenectady,"PRINCETOWN WATER
SUPPLY / Princetown ( T )","Replacement of corroded distribution system components , Upgrade
Distribution System",600,"$1,214,500.00",10,"$6,108,327,805.00"
17504,Schoharie,"CENTRAL BRIDGE WATER
DISTRICT / Central Bridge
WD","Upgrade water treatment plant for DBP control and organics removal . ,
Upgrade Water Treatment Plant , Upgrade Distribution System","1,061",$0.00,1160,"$6,108,327,805.00"
17572,Schoharie,"SHARON SPRINGS
VILLAGE / Sharon Springs
M","Water system improvements . , Upgrade Water Treatment Plant ,
Upgrade Ground Water Source , Upgrade Storage , Upgrade
Distribution System",547,$0.00,125,"$6,108,327,805.00"
17787,Schoharie,"SCHOHARIE VILLAGE /
Schoharie ( V )","Water System Improvements . , Upgrade Water Treatment Plant ,
Upgrade Storage , New Pump Station , Upgrade Distribution System","1,030",$0.00,50,"$6,108,327,805.00"
18934,Schoharie,"COBLESKILL WATER
DISTRICT / Cobleskill ( T )","Extension of Cobleskill ( V ) to Cobleskill ( T ) WD # 2 , Extend
Distribution System",20,"$535,600.00",30,"$6,108,863,405.00"
18811,Schuyler,"WATKINS GLEN VILLAGE /
Watkins Glen ( V )","Water System Improvements . Address CT and Turbidity Issues ,
Upgrade Water Treatment Plant , Upgrade Storage , Upgrade
Distribution System","2,149","$22,052,300.00",145,"$6,130,915,705.00"
19102,Schuyler,"ODESSA VILLAGE /
Odessa ( V )","Treatment Plant for iron , manganese , and arsenic ; Water Main
replacement ; Tank mixer , New Water Treatment Plant , Upgrade
Storage , Upgrade Distribution System",810,"$10,251,410.00",110,"$6,141,167,115.00"
18815,Schuyler,"MONTOUR FALLS /
Montour Falls ( V )","Replace Aged Undersized Distribution Mains . , Upgrade Distribution
System","1,800","$4,685,856.00",40,"$6,145,852,971.00"
18214,Seneca,"WATERLOO VILLAGE /
Waterloo ( V )","WTP , Distribution , and Storage Improvements . , Upgrade Water
Treatment Plant , Upgrade Storage , Upgrade Inter - Connection","7,000",$0.00,1115,"$6,145,852,971.00"
18127,Seneca,"INTERLAKEN VILLAGE /
Interlaken ( V )","Upgrade Ground Water Source , Upgrade Storage , Upgrade
Distribution System",650,$0.00,1105,"$6,145,852,971.00"
19196,Seneca,"SENECA FALLS ( T ) /
Seneca Falls ( T )","Water Main Replacement and Extension & WTP Upgrades , Upgrade
Water Treatment Plant , Extend Distribution System , Upgrade Distribution System","9,000","$67,514,000.00",105,"$6,213,366,971.00"
15283,Seneca,"TOWN OF LODI WATER
SYSTEM / Lodi ( T )","New Water System to Serve ( T ) & ( V ) Lodi . , New Complete System
( New System )",395,"$11,795,722.00",80,"$6,225,162,693.00"
18854,Seneca,"WILLARD WATER
DISTRICT / Romulus ( T )","Willard WD Distribution Improvements . , Upgrade Distribution System",372,"$3,888,950.00",30,"$6,229,051,643.00"
19151,St.Lawrence,"MORRISTOWN VILLAGE /
Morristown ( T )","WTP & Distribution Improvements . River Road East Corridor
Extension . , New Water Treatment Plant , Upgrade Storage , Upgrade
Distribution System , New Water District",490,"$16,789,000.00",140,"$6,245,840,643.00"
18939,St.Lawrence,"HERMON VILLAGE /
Hermon ( T )","Source and WTP improvements , and replacement of entire distribution
system for WD # 1 . , Upgrade Water Treatment Plant , New Ground
Water Source , New Transmission , New Distribution System",492,"$7,879,500.00",90,"$6,253,720,143.00"
18704,St.Lawrence,"POTSDAM ( T ) / Potsdam
( T )","NYS Rt . 56 WD . , New Distribution System , New Water District",305,"$4,802,752.00",70,"$6,258,522,895.00"
19145,St.Lawrence,"MASSENA ( T ) / Massena
( T )","Proposed Service Area No. 1 , New Water District",350,"$9,270,000.00",70,"$6,267,792,895.00"
18199,St.Lawrence,"COOK STREET WD /
Norfolk ( T )",Extend Distribution System,300,"$1,122,000.00",70,"$6,268,914,895.00"
18889,St.Lawrence,"TOWN OF PITCAIRN
WATER DISTRICT / Pitcairn
( T )","Extension to serve properties with contaminated wells , New
Distribution System",60,"$2,000,000.00",65,"$6,270,914,895.00"
18703,St.Lawrence,"LOUISVILLE WD # 4 /
Louisville ( T )","New Water District # 4 . , New Distribution System",350,"$5,960,000.00",45,"$6,276,874,895.00"
18234,St.Lawrence,"MASSENA VILLAGE /
Massena ( T )","East Massena WD Improvements . , Upgrade Distribution System","11,209","$3,055,500.00",45,"$6,279,930,395.00"
18940,St.Lawrence,"EAST LOUISVILLE WATER
DISTRICT / Louisville ( T )","WTP Upgrade . , Upgrade Water Treatment Plant , New Water
Treatment Plant","1,200","$2,082,625.00",40,"$6,282,013,020.00"
18530,St.Lawrence,"GOUVERNEUR EAST SIDE
WATER DISTRICT /
Gouverneur ( T )","Replacement of distribution main along US Route 11 , Upgrade
Distribution System",165,"$1,141,600.00",35,"$6,283,154,620.00"
18937,St.Lawrence,"POTSDAM VILLAGE /
Potsdam ( V )","Elm Street Water main replacement . , Upgrade Distribution System","9,425","$1,116,000.00",35,"$6,284,270,620.00"
18517,St.Lawrence,"MADRID WATER DISTRICT
/ Madrid ( T )",Upgrade Storage,800,"$1,327,155.00",35,"$6,285,597,775.00"
17668,Steuben,"HORNELL CITY / Hornell
( C )","Upgrade Water Treatment Plant , Upgrade Ground Water Source ,
Upgrade Storage","9,019",$0.00,1125,"$6,285,597,775.00"
18768,Steuben,"CAMPBELL WATER
DISTRICT / Campbell ( T )","WD # 1 Extension . , New Ground Water Source , New System
Consolidation",280,$0.00,1115,"$6,285,597,775.00"
18002,Steuben,"HAMLET OF WOODHULL
MUNICIPAL WS / Woodhull
( T )","System to serve former Village ( now hamlet ) with private
contaminated wells . , New Ground Water Source , New Storage , New
Distribution System",483,"$4,489,928.00",75,"$6,290,087,703.00"
18016,Steuben,WD # 3 / Campbell ( T ),"Serve private contaminated / poor yielding wells . , Extend Water District","1,025","$908,687.00",70,"$6,290,996,390.00"
18516,Steuben,"GREENWOOD WATER
DISTRICT / Greenwood ( T )","New Fe / Mn Removal Treatment . , New Water Treatment Plant ,
Upgrade Storage",330,"$856,356.00",60,"$6,291,852,746.00"
19243,Steuben,"COHOCTON ( T ) / Cohocton
( T )","Tank rehab , distribution upgrades and looping , well house
improvements , Upgrade Ground Water Source , Upgrade Storage ,
Upgrade Distribution System",485,"$3,759,150.00",55,"$6,295,611,896.00"
15902,Steuben,"ADDISON VILLAGE /
Addison ( V )","main replacement & looping , new High Street Tank , wellhouse VFD
improvements , Upgrade Ground Water Source , Upgrade Storage ,
Upgrade Distribution System","1,797","$1,690,000.00",55,"$6,297,301,896.00"
19432,Steuben,BATH VILLAGE / Bath ( V ),"Mt. Washington tank , Maple Heights tank , and low - priority main
replacements , Upgrade Storage , Upgrade Distribution System","5,641","$14,271,680.00",50,"$6,311,573,576.00"
18820,Steuben,BATH VILLAGE / Bath ( V ),"W. Washington , Liberty , Geneva , W. Morris St , E Steuben Distribution
Improvements , Upgrade Distribution System","5,641","$11,551,934.00",50,"$6,323,125,510.00"
18565,Steuben,"CANISTEO VILLAGE /
Canisteo ( V )","Replace critical sections of the water main within the Village's
distribution system , and upgrades to stroage tank and meters . ,
Upgrade Storage , Upgrade Distribution System","2,320",$0.00,50,"$6,323,125,510.00"
17974,Steuben,"SOUTH CORNING
VILLAGE / South Corning
( )","Upgrade Storage , Upgrade Distribution System","1,147",$0.00,45,"$6,323,125,510.00"
18908,Steuben,"HORNELL CITY / Hornell
( C )","Transmission main replacement . , Upgrade Transmission","9,019","$1,031,030.00",40,"$6,324,156,540.00"
18762,Steuben,"AVOCA VILLAGE / Avoca
( )","Replacement of meters . , Upgrade Other Expenses , Upgrade Other
( OT )",970,"$152,500.00",35,"$6,324,309,040.00"
18863,Steuben,"PAINTED POST VILLAGE /
Painted Post ( V )","Well upgrades and replacement of storage tank , Upgrade Ground
Water Source , Upgrade Storage","1,842","$2,409,517.00",30,"$6,326,718,557.00"
18861,Steuben,"MORNINGSIDE HEIGHTS
WATER DIST / Erwin ( T )","Improvements to the WTP and security . , Upgrade Water Treatment
Plant","2,950","$688,452.00",20,"$6,327,407,009.00"
18727,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Sunken Meadow State Park - Well # 1 AOP treatment , Upgrade Water
Treatment Plant","1,009,264","$1,500,000.00",80,"$6,328,907,009.00"
19087,Suffolk,"SOUTH HUNTINGTON WD
/ South Huntington WD","Plant No. 3 - AOP treatment for 1,4 - dioxane removal , Upgrade Water
Treatment Plant","81,760","$5,725,125.00",80,"$6,334,632,134.00"
19082,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Woodchuck Hollow Rd Wells 1A , 2 & 3 AOP treatment , Upgrade
Water Treatment Plant","1,009,264","$4,500,000.00",80,"$6,339,132,134.00"
19088,Suffolk,"SOUTH HUNTINGTON WD
/ South Huntington WD","Plant No. 8 - AOP treatment for 1,4 - dioxane removal , Upgrade Water
Treatment Plant","81,760","$9,098,504.00",80,"$6,348,230,638.00"
19080,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water","Peconic Street Wells 1 & 2 AOP treatment , Upgrade Water Treatment
Plant","1,009,264","$3,000,000.00",80,"$6,351,230,638.00"
19079,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Wheeler Road Well 6 AOP treatment , Upgrade Water Treatment Plant","1,009,264","$1,500,000.00",80,"$6,352,730,638.00"
19078,Suffolk,"GREENLAWN WD /
Greenlawn WD","Well No. 11 AOP , Upgrade Water Treatment Plant","42,000","$5,546,550.00",80,"$6,358,277,188.00"
19077,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Jayne Blvd Wells 1 , 2A and 3 AOP treatment , Upgrade Water
Treatment Plant","1,009,264","$4,500,000.00",80,"$6,362,777,188.00"
19076,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Wayne Court Well # 1 AOP treatment , Upgrade Water Treatment Plant","1,009,264","$1,500,000.00",80,"$6,364,277,188.00"
19075,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Lawrence Road Wells 1A , 3 and 4 AOP treatment , Upgrade Water
Treatment Plant","1,009,264","$4,500,000.00",80,"$6,368,777,188.00"
19072,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Old Dock Road Well # 2 AOP treatment , Upgrade Water Treatment
Plant","1,009,264","$1,500,000.00",80,"$6,370,277,188.00"
19071,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Douglas Ave Well # 2 AOP treatment , Upgrade Water Treatment Plant","1,009,264","$1,500,000.00",80,"$6,371,777,188.00"
18994,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co Water Authority","Commercial Blvd Well # 2A AOP treatment , Upgrade Water Treatment
Plant","1,009,264","$1,500,000.00",80,"$6,373,277,188.00"
19104,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Connection of public water to residences in Calverton , Town of
Brookhaven along South River road , Upgrade Distribution System","1,009,264","$6,850,000.00",60,"$6,380,127,188.00"
