Rank,Project Sponsor,Project Number,PWSID,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,BIL Eligibility
545,South Orange Village,0719001-004,NJ0719001,Farrell Field (Walton Ave & Audley St.) Interconnection  Rehab.,16198,83000.0,37350.0,120350.0,30,0,0,5,0,0,0,0.16964,35.16964,NA
545,South Orange Village,0719001-007,NJ0719001,Replace Pressure Reducing Valves,16198,160000.0,72000.0,232000.0,30,0,0,5,0,0,0,0.16964,35.16964,NA
546,South Orange Village,0719001-003,NJ0719001,South Orange Ave and Holland Road Interconnection  Rehabilitation,16198,82500.0,57750.0,140250.0,30,0,0,5,0,0,0,0.16198,35.16198,NA
547,"NJ American Water Company, Incorporated",1605001-003,NJ1605001,Installation of New Water Meters,11247,92036.0,64422.0,156458.0,35,0,0,0,0,0,0,0.11247,35.11247,NA
548,Collier Services,1328300-005,NJ1328300,Install new meters and water conservation devices at  Collier Services Bldgs,350,3000.0,2100.0,5100.0,35,0,0,0,0,0,0,0.0035,35.0035,NA
549,"NJ American Water Company, Incorporated",0712001-004,NJ0712001,Interconnection of Twin Lake and Short Hill Systems,217230,600000.0,420000.0,1020000.0,30,0,0,0,0,0,0,2.1723,32.1723,NA
550,Garfield City,0221001-007,NJ0221001,Upgrade to SCADA,29780,50000.0,35000.0,85000.0,1,0,0,0,0,0,30,0.2978,31.2978,BIL (GEN)
551,Little Egg Harbor Municipal Utilities Authority,1516001-500,NJ1516001,Radio Road Water Treatment Plant,20065,452200.0,382110.0,834310.0,1,0,15,0,0,0,15,0.20065,31.20065,BIL (GEN)
552,Hammonton Town,0113001-010,NJ0113001,SCADA System/Water Meter Replacment Proj,11300,200000.0,34000.0,234000.0,1,0,15,0,0,0,15,0.113,31.113,NA
553,Pemberton Township,0329004-008,NJ0329004,Various Water System Improvements,10815,250000.0,234000.0,484000.0,1,0,15,0,0,0,15,0.10815,31.10815,BIL (GEN)
554,"NJ American Water Company, Incorporated",2004002-010,NJ2004002,Replacement of Water Meters,610000,1847297.0,1072808.0,2920105.0,25,0,0,0,0,0,0,6.1,31.1,NA
555,Lower Township Municipal Utilities Authority,0505002-001,NJ0505002,Extension of water mains to service homes that are on  private wells,9700,5000000.0,2460000.0,7460000.0,1,0,0,0,0,0,30,0.097,31.097,BIL (GEN)
555,Lower Township Municipal Utilities Authority,0505002-002,NJ0505002,Installation of well #10,9700,1500000.0,920000.0,2420000.0,1,0,0,0,0,0,30,0.097,31.097,BIL (GEN)
556,Franklin Township,1808001-007,NJ1808001,Construction of an interconnection w/ New Brunswick  City,50000,600000.0,164000.0,764000.0,30,0,0,0,0,0,0,0.5,30.5,NA
557,Jackson Township Municipal Utilities Authority,1511001-006,NJ1511001,Construction of back up well for Manhattan Water  Treatment Plant,32600,489080.0,342355.0,831435.0,15,0,15,0,0,0,0,0.326,30.326,NA
558,"NJ American Water Company, Incorporated",0508001-003,NJ0508001,Third Street Well Replacement,28071,2000000.0,1140000.0,3140000.0,15,0,0,0,0,0,15,0.28071,30.28071,NA
559,South River Borough,1223001-003,NJ1223001,Rehabilitation of Borough Wells,16023,875000.0,4000000.0,1225000.0,15,0,0,0,0,0,15,0.14,30.14,NA
560,Berlin Borough,0405001-007,NJ0405001,"Redrilling of well, approximately 450 feet deep",13121,600000.0,420000.0,1020000.0,15,0,15,0,0,0,0,0.13121,30.13121,NA
561,Hopatcong Borough,1912001-008,NJ1912001,"Install new well and construct associated treatment  facilities, SCADA system, generator & mains",7900,666000.0,466200.0,1132200.0,15,0,15,0,0,0,0,0.079,30.079,NA
561,Hopatcong Borough,1912001-010,NJ1912001,Construction of a new surface water treatment plant for  reactivated Elbo Pt well,7900,1800000.0,1052000.0,2852000.0,15,0,15,0,0,0,0,0.079,30.079,NA
562,Hightstown Borough,1104001-002,NJ1104001,"New Well #3 - Upgrades to plant, well house and pump",5567,500000.0,350000.0,850000.0,15,0,15,0,0,0,0,0.05567,30.05567,NA
563,National Park Borough,0812001-002,NJ0812001,Redevelopment/ Rehabilitation to Well 5 with a new well  house,3289,94100.0,62850.0,156950.0,15,0,0,0,0,0,15,0.03289,30.03289,BIL (GEN)
564,National Park Borough,0812001-004,NJ0812001,Replacement of Wells 5 & 6,3102,1161000.0,539000.0,1700000.0,15,0,0,0,0,0,15,0.03051,30.03051,BIL (GEN)
565,Ocean Gate Borough,1521001-003,NJ1521001,Well Water Construction/Drilling a new well,2800,522700.0,145910.0,668610.0,15,0,0,0,0,0,15,0.026,30.026,BIL (GEN)
566,Sparta Township,1918003-001,NJ1918003,Installation of a water main interconnection,1618,545700.0,-21828.0,523872.0,30,0,0,0,0,0,0,0.01618,30.01618,NA
567,Fountainhead Properties Incorporate,1511013-003,NJ1511013,Rehabilitation of well #2,280,36050.0,24558.0,60608.0,15,0,15,0,0,0,0,0.0028,30.0028,NA
567,Fountainhead Properties Incorporate,1511013-004,NJ1511013,Improvements/Replacement of well #1,280,138450.0,50462.0,188912.0,15,0,15,0,0,0,0,0.0028,30.0028,NA
568,Lake Glenwood Village,1922010-005,NJ1922010,New well #8 for upper system,250,110000.0,49500.0,159500.0,15,0,15,0,0,0,0,0.0025,30.0025,NA
569,"NJ American Water Company, Incorporated",1345001-015,NJ1345001,Replacement of Water Meters,289553,758658.0,531058.0,1289716.0,25,0,0,0,0,0,0,2.89553,27.89553,NA
570,"NJ American Water Company, Incorporated",0327001-013,NJ0327001,Replacement of Water Meters,253045,6810000.0,3256400.0,10066400.00000,25,0,0,0,0,0,0,2.53045,27.53045,NA
571,"NJ American Water Company, Incorporated",0712001-015,NJ0712001,Replacement of Water Meters,217230,3459147.0,1782022.0,5241169.0,25,0,0,0,0,0,0,2.1723,27.1723,NA
572,"NJ American Water Company, Incorporated",1103002-001,NJ1103002,Replacement of Water Meters,120000,4414176.0,2202235.0,6616411.0,25,0,0,0,0,0,0,1.2,26.2,NA
573,Ridgewood Village,0215001-024,NJ0215001,"Replacement of 14,629 water meters with radio  frequency meters",61700,4235435.0,2123590.0,6359025.0,25,0,0,0,0,0,0,0.617,25.617,NA
574,Franklin Township,1808001-005,NJ1808001,Replace Water Meters,50000,3500000.0,1800000.0,5300000.0,25,0,0,0,0,0,0,0.5,25.5,NA
575,North Brunswick Township,1215001-006,NJ1215001,Water Meter Replacement,42392,4500000.0,NA,5427000.0,25,0,0,0,0,0,0,0.42392,25.42392,NA
576,"NJ American Water Company, Incorporated",0323001-004,NJ0323001,Replacement of Water Meters,42035,1796443.0,1047794.0,2844237.0,25,0,0,0,0,0,0,0.42035,25.42035,NA
577,Bordentown City,0303001-001,NJ0303001,Water Meter Replacement Program,16663,2350000.0,192000.0,2900000.0,25,0,0,0,0,0,0,0.15821,25.15821,NA
578,Oakland Borough,0220001-002,NJ0220001,Replace 4600 Water Meters,12959,1800000.0,706000.0,2506000.0,25,0,0,0,0,0,0,0.12959,25.12959,NA
579,Clinton Town,1005001-007,NJ1005001,Replace Water Meters,12500,699465.0,314759.0,1014224.0,25,0,0,0,0,0,0,0.125,25.125,NA
580,"NJ American Water Company, Incorporated",1605001-004,NJ1605001,Replacement of Water Meters,11247,945530.0,661871.0,1607401.0,25,0,0,0,0,0,0,0.11247,25.11247,NA
581,Mine Hill Township,1420001-004,NJ1420001,Replace Water Meters,3400,210000.0,147000.0,357000.0,25,0,0,0,0,0,0,0.034,25.034,NA
582,Pine Beach Borough,1522001-001,NJ1522001,Merion Ave. Well Replacement / Townwide Water Meter  Replacement Project,2080,650000.0,489400.0,1139400.0,25,0,0,0,0,0,0,0.0208,25.0208,NA
583,Montclair Township,0713001-008,NJ0713001,Nishuane Well Production & Treatment Facility,38977,1600000.0,886000.0,2486000.0,15,0,0,5,0,0,0,0.38977,20.38977,NA
583,Montclair Township,0713001-006,NJ0713001,Redevelop Glenfield Wells,38977,500000.0,350000.0,850000.0,15,0,0,5,0,0,0,0.38977,20.38977,NA
584,South Orange Village,0719001-001,NJ0719001,Well 17 Rehabilitation,16198,150000.0,67500.0,217500.0,15,0,0,5,0,0,0,0.16964,20.16964,NA
585,Matawan Borough,1329001-003,NJ1329001,Rehabilitate the Boroughs two wells,8810,232801.0,80580.0,313381.0,15,0,0,5,0,0,0,0.0881,20.0881,NA
586,"NJ American Water Company, Incorporated",1345001-011,NJ1345001,Drill two additional wells to increase the capacity at  Yellowbrook WTP,289553,3200000.0,2288866.0,5488866.0,15,0,0,0,0,0,0,2.89553,17.89553,NA
587,Belleville Township,0701001-007,NJ0701001,Township of Belleville Asset Management Plan,36383,$-,200000.0,200000.0,1,0,0,0,0,0,15,0.35129,16.35129,NA
588,Jackson Township Municipal Utilities Authority,1511001-007,NJ1511001,Ancillary Improvements to the Old Manhattan Water  Treatment Facility,32600,1500000.0,920000.0,2420000.0,1,0,15,0,0,0,0,0.326,16.326,NA
589,Hopatcong Borough,1912001-004,NJ1912001,Small System Asset Management,7224,$-,100000.0,100000.0,1,0,15,0,0,0,0,0.07224,16.07224,NA
590,Hamburg Borough,1909001-001,NJ1909001,Small System Asset Management,3382,$-,75000.0,75000.0,1,0,0,0,0,0,15,0.03382,16.03382,NA
591,Mount Arlington Borough,1426005-002,NJ1426005,"Windemere, Altenbrand, North Glen and Park Water  Main Extension",98,878000.0,512000.0,1202100.0,1,0,15,0,0,0,0,0.02229,16.02229,NA
592,Allentown Borough,1302001-001,NJ1302001,Asset Management Plan,1788,42500.0,713244.0,51000.0,1,0,15,0,0,0,0,0.02,16.02,NA
594,Marlboro Township,1328002-004,NJ1328002,New Stand-by Well 5A (Tennent Rd Treatment Plant &  Booster Pump Station),27000,933000.0,419850.0,1352850.0,15,0,0,0,0,0,0,0.2948,15.2948,NA
595,Lacey Township,1512001-001,NJ1512001,Construction of two test wells # 7 and 8,26240,1846000.0,396160.0,2242160.0,15,0,0,0,0,0,0,0.2624,15.2624,NA
595,Lacey Township,1512001-002,NJ1512001,Upgrade of WTP to make wells # 7 and 8 operational,26240,2895200.0,56464.0,2951664.0,15,0,0,0,0,0,0,0.2624,15.2624,NA
596,Oakland Borough,0220001-001,NJ0220001,Construct new Well 10A as backup for Well 10,12959,100000.0,45000.0,145000.0,15,0,0,0,0,0,0,0.12959,15.12959,NA
599,East Hanover Township,1410001-002,NJ1410001,New Water Treatment Plant for Well 6,10000,2275000.0,1261000.0,3536000.0,15,0,0,0,0,0,0,0.1,15.1,NA
600,Harvey Cedars Borough,1509001-002,NJ1509001,Installation of a Water Monitoring Well,3165,719000.0,323550.0,1042550.0,15,0,0,0,0,0,0,0.0316467,15.03165,NA
601,Pine Beach Borough,1522001-002,NJ1522001,Merion Ave. Well Replacement / Townwide Water Meter  Replacement Project,2080,325000.0,187160.0,512160.0,15,0,0,0,0,0,0,0.0208,15.0208,NA
602,West Milford Municipal Utilities Authority,1615016-003,NJ1615016,Rehabilitation of Well,1625,132000.0,125400.0,257400.0,15,0,0,0,0,0,0,0.01625,15.01625,NA
603,Farmingdale Borough,1314001-001,NJ1314001,"Redevelop well #3; upgrade control system for well #3 &  4, misc improvements to the WTP",1500,446000.0,89200.0,535200.0,15,0,0,0,0,0,0,0.015,15.015,BIL (GEN)
604,West Milford Municipal Utilities Authority,1615018-003,NJ1615018,Rehabilitation of Well,1260,66000.0,46200.0,112200.0,15,0,0,0,0,0,0,0.0126,15.0126,NA
605,"NJ American Water Company, Incorporated",0809001-001,NJ0809001,Beckett Well Replacement,1085,450000.0,176108.0,626108.0,15,0,0,0,0,0,0,0.01085,15.01085,NA
606,West Milford Municipal Utilities Authority,1615012-003,NJ1615012,Rehabilitation of Well,635,90000.0,85500.0,175500.0,15,0,0,0,0,0,0,0.00635,15.00635,NA
607,West Milford Municipal Utilities Authority,1615001-003,NJ1615001,Rehabilitation of Well,180,60000.0,57000.0,117000.0,15,0,0,0,0,0,0,0.0018,15.0018,NA
608,West Milford Municipal Utilities Authority,1615006-003,NJ1615006,Rehabilitation of Well,115,66000.0,62700.0,128700.0,15,0,0,0,0,0,0,0.00115,15.00115,NA
609,Colby Homeowners Association Water Company,1904007-001,NJ1904007,Installation of back up well,75,100000.0,70000.0,170000.0,15,0,0,0,0,0,0,0.00075,15.00075,NA
610,South Orange Village,0719001-011,NJ0719001,Flush Valve Removal,16198,188546.0,84845.0,273391.0,1,0,0,5,0,0,0,0.16198,6.16198,NA
611,"NJ American Water Company, Incorporated",1345001-004,NJ1345001,Howell Water Mains - Freewood Acres,335449,5162000.0,1230970.0,6194400.0,1,0,0,0,0,0,0,3.35449,4.35449,NA
612,"NJ American Water Company, Incorporated",0712001-013,NJ0712001,Installation of water mains at redevelopment project,217230,1000000.0,704000.0,1704000.0,1,0,0,0,0,0,0,2.1723,3.1723,NA
614,Washington Township Municipal Utilities  Authority,0818004-002,NJ0818004,WTMUA Complex,48559,5000000.0,1931500.0,6420000.0,1,0,0,0,0,0,0,0.48,1.48,NA
615,Sayreville Borough,1219001-005,NJ1219001,Construct new transmission mains in the northeast  section of the Borough,40377,1000000.0,660000.0,1660000.0,1,0,0,0,0,0,0,0.40377,1.40377,NA
617,Marlboro Township,1328002-501/001,NJ1328002,portable genertor @ Harbor Rd & Tennent Rd WTP,40191,1000000.0,450000.0,1450000.0,1,0,0,0,0,0,0,0.40191,1.40191,NA
618,Mahwah Township,0233001-009,NJ0233001,Construction of two new wells,24062,600000.0,420000.0,1020000.0,1,0,0,0,0,0,0,0.24062,1.24062,NA
619,Montville Township,1421003-001,NJ1421003,"Installation of 2,300 LF of 8 inch water main and  appurtances on Hillcrest and Upper Mountain Avenues",21000,325000.0,227500.0,552500.0,1,0,0,0,0,0,0,0.21,1.21,NA
620,Verona Township,0720001-001,NJ0720001,Water Utility Asset Management Plan,14572,55000.0,2492000.0,66000.0,1,0,0,0,0,0,0,0.13641,1.13641,NA
621,Ridgefield Park Village,0238001-002,NJ0238001,Village of Ridgefield Park Skymark Project -- Drinking  Water,12729,1281937.0,159170.0,1752307.0,1,0,0,0,0,0,0,0.12729,1.12729,NA
622,Jefferson Township,1414011-002,NJ1414011,Water System Asset Management Plan,8500,100000.0,NA,120000.0,1,0,0,0,0,0,0,0.085,1.085,NA
623,Spotswood Borough,1224001-002,NJ1224001,SPOTSWOOD WATER MASTER PLAN,8257,$-,85265.0,85265.0,1,0,0,0,0,0,0,0.08257,1.08257,NA
625,Woodland Park Borough,1616001-001,NJ1616001,Extension of water mains to service homes that are on  private wells,5030,1730000.0,1021200.0,2751200.0,1,0,0,0,0,0,0,0.0503,1.0503,NA
627,High Bridge Borough,1014001-001,NJ1014001,Asset Management Plan for the High Bridge Water  System,3900,$-,25000.0,25000.0,1,0,0,0,0,0,0,0.039,1.039,NA
628,Pennington Borough,1108001-004,NJ1108001,Asset Management Plan for Pennington Water Utility,2585,300000.0,NA,360000.0,1,0,0,0,0,0,0,0.026,1.026,NA
629,Pennington Borough,1108001-003,NJ1108001,Asset Management Plan for Pennington Water Utility,2585,100000.0,3971626.0,120000.0,1,0,0,0,0,0,0,0.02585,1.02585,NA
630,Sea Girt Borough,1344001-005,NJ1344001,Sea Girt Borough CMMS,2552,$-,100000.0,100000.0,1,0,0,0,0,0,0,0.02552,1.02552,NA
631,Hardyston Municipal Utilities Authority,1911006-003,NJ1911006,Asset Management Plan,1963,$-,100000.0,100000.0,1,0,0,0,0,0,0,0.01963,1.01963,NA
