Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
19220,Nassau,BETHPAGE WATER DISTRICT,Bethpage WD,"Installation of new North to South Transmission Main, New Transmission",28100,10675476,15,4380368712,
19756,Westchester,NEW CASTLE/STANWOOD W.D.,New Castle (T),"Metro-North Railroad Water Main Replacement, Upgrade Distribution System",18311,1224929,15,4381593641,
19562,Dutchess,BEACON (C),Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System for HABs control, Upgrade Surface Water Source",14370,1485384,15,4383079025,
19564,Dutchess,BEACON (C),Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System for HABS control, Upgrade Surface Water Source",14370,2727167,15,4385806192,
19364,Ulster,LLOYD (T),Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage",11133,2645000,15,4388451192,
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,4389651192,
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,4390851192,
18591,Suffolk,SALTAIRE (V),Saltaire (V),"Replace approximately 9,800 linear feet of water main, Upgrade Distribution System",2500,6421020,15,4397272212,
19737,Saratoga,STILLWATER WATER DISTRICT NO. 6,Stillwater (T),"Replacement of water main in Water District No. 6, Upgrade Distribution System",170,2639000,15,4399911212,
19043,Orange,ARLUCK WATER DISTRICT,Wawayanda (T),"Interconnection between Arluck Water District and Denton Hills Water District, New Ground Water Source, New Inter-Connection",118,2634000,15,4402545212,
19374,Nassau,TOWN OF HEMPSTEAD,Hempstead (T),"Lead service line inventory, Upgrade Distribution System",130000,741600,15,4403286812,
19880,Albany,LATHAM WATER DISTRICT,Colonie (T),"Lead service line inventory, Upgrade Distribution System",85590,2039679,15,4405326491,
19178,Westchester,YONKERS (C),Yonkers (C),"Replace 30"" water main under Saw Mill River Pkwy, Upgrade Distribution System",60070,4321880,15,4409648371,
19358,Nassau,JERICHO WD,Jericho WD,"Lead service line inventory, Upgrade Distribution System",58000,1372000,15,4411020371,
19359,Nassau,JERICHO WD,Jericho WD,"Lead service line replacement, Upgrade Distribution System",58000,9292000,15,4420312371,
19356,Nassau,FREEPORT (V),Freeport (V),"Lead service line inventory, Upgrade Distribution System",44199,500000,15,4420812371,
19038,Nassau,PORT WASHINGTON WD,Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant",34000,10278000,15,4431090371,
19373,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Replacement, Upgrade Distribution System",32000,3441000,15,4434531371,
19388,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System",32000,134000,15,4434665371,
19325,Nassau,PORT WASHINGTON WD,Port Washington WD,"Lead service line inventory, Upgrade Distribution System",30000,1236000,15,4435901371,
19329,Orange,NEW WINDSOR CWD,New Windsor (T),"Lead Service Line Inventory, Upgrade Distribution System",29500,275000,15,4436176371,
19601,Nassau,CITY OF GLEN COVE,Glen Cove (C),"Lead Service Line Inventory, Upgrade Distribution System",28000,309000,15,4436485371,
19386,Orange,NEWBURGH CWD,Newburgh (T),"Lead Service Line Inventory, Upgrade Distribution System",23000,374525,15,4436859896,
19363,Nassau,GARDEN CITY (V),Garden City (V),"Lead Service Line Inventory, Upgrade Distribution System",22384,3468100,15,4440327996,
19375,Nassau,MINEOLA (V),Mineola (V),"Lead Service Line Inventory, Upgrade Distribution System",20600,1194000,15,4441521996,
19322,Nassau,WESTBURY WD,Westbury WD,"Lead Service Line Inventory, Upgrade Distribution System",20500,1186000,15,4442707996,
19353,Nassau,ROSLYN WD,Roslyn WD,"Lead Service Line Inventory, Upgrade Distribution System",18619,3811510,15,4446519506,
19435,Dutchess,DUTCHESS COUNTY WWA,Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System",15979,121326,15,4446640832,
19323,Nassau,ALBERTSON WD,Albertson WD,"Lead Service Line Inventory, Upgrade Distribution System",13500,1156000,15,4447796832,
19625,Rockland,SUFFERN (V),Suffern (V),"Lead Service Line Inventory, Upgrade Distribution System",12000,662545,15,4448459377,
19016,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System",9300,231750,15,4448691127,
19324,Nassau,CARLE PLACE WD,Carle Place WD,"Lead Service Line Inventory, Upgrade Distribution System",9000,1145000,15,4449836127,
19376,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead Service Line Inventory, Upgrade Distribution System",7300,1137000,15,4450973127,
19377,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead Service Line Replacement, Upgrade Distribution System",7300,7307070,15,4458280197,
19344,Westchester,LARCHMONT (V),Larchmont (V),"Lead Service Line Inventory, Upgrade Distribution System",6630,2510728,15,4460790925,
19635,Orange,VILLAGE OF GOSHEN,Goshen (V),"Lead Service Line Inventory, Upgrade Distribution System",6100,842478,15,4461633403,
19427,Franklin,SARANAC LAKE (V),Saranac Lake (V),"Lead Service Line Inventory, Upgrade Distribution System",5800,1151160,15,4462784563,
19355,Nassau,OLD WESTBURY (V),Old Westbury (V),"Lead Service Line Inventory, Upgrade Distribution System",4600,1122000,15,4463906563,
19390,Ulster,PORT EWEN WD,Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System",4500,228000,15,4464134563,
18211,Orange,HIGHLAND FALLS VILLAGE,Highland Falls (V),"Watermain Replacement, Upgrade Distribution System",4400,3700000,15,4467834563,
19347,Tompkins,BOLTON POINT,Cayuga Heights (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,345951,15,4468180514,
19348,Tompkins,BOLTON POINT,Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System",3600,540377,15,4468720891,
19394,Ulster,NEW PALTZ WD,New Paltz (T),"Lead Service Line Inventory, Upgrade Distribution System",1775,90125,15,4468811016,
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1,Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System",1600,178000,15,4468989016,
19439,Orange,MONROE (T),Monroe (T),"Lead Service Line Inventory, Upgrade Distribution System",1500,91250,15,4469080266,
18620,Columbia,KINDERHOOK (V),Kinderhook (V),"Williams Street & Albany Avenue Water Main Replacement, AMI Meter System, Upgrade Distribution System",1170,1954500,15,4471034766,
19434,Columbia,KINDERHOOK (V),Kinderhook (V),"Lead Service Line Inventory, Upgrade Distribution System",1100,192000,15,4471226766,
19381,Orange,FIRTHCLIFFE HEIGHTS WD,Cornwall (T),"Lead Service Line Inventory, Upgrade Distribution System",460,59625,15,4471286391,
19310,Madison,MOUNT PLEASANT WD,Cazenovia (T),"Mount Pleasant WD Watermain Replacement, Upgrade Distribution System",60,750000,15,4472036391,
19865,Nassau,WATER AUTH OF WESTERN NASSAU COUNTY,WAWNC,"Installation of additional AOP reactor at Station No. 57, Upgrade Water Treatment Plant",122276,1573000,10,4473609391,
19726,Suffolk,SOUTH HUNTINGTON WD,South Huntington WD,"Well No 8-2 Installation, New Ground Water Source",81760,5890000,10,4479499391,
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of 10,000 feet of water main, Upgrade Distribution System",34878,3427391,10,4482926782,
19050,Nassau,WEST HEMPSTEAD WD,West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant",32031,5706200,10,4488632982,
18643,Nassau,WA OF GREAT NECK NORTH,WAGNN,"Watermain replacement project, Upgrade Distribution System",31400,8763714,10,4497396696,
19413,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Replacement of undersized distribution main along several roads, Upgrade Distribution System",24700,1285275,10,4498681971,
18837,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Ridge Road Water Main Improvements, Upgrade Distribution System",21200,1415000,10,4500096971,
19185,Westchester,SCARSDALE WATER DEPARTMENT,Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System",20883,3533500,10,4503630471,
19156,Orange,WALLKILL CONSOLIDATED WD,Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System",15000,6530052,10,4510160523,
18943,Rockland,SUFFERN (V),Suffern (V),"Water meter replacement, Upgrade Distribution System",12000,2275004,10,4512435527,
19017,Orange,CORNWALL-ON-HUDSON,Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System",9300,247200,10,4512682727,
19511,Niagara,PENDLETON (T),Pendleton (T),"Replacement of WM on Campbell Blvd, New Distribution System",7035,1886000,10,4514568727,
19503,Saratoga,STILLWATER (V),Stillwater (V),"Hudson Ave Water Main Replacement, Upgrade Distribution System",1954,2945000,10,4517513727,
9557,Westchester,NEW CASTLE (T),New Castle (T),"Water main replacement on Quaker Street, Upgrade Distribution System",1590,13604800,10,4531118527,
18447,Schenectady,PRINCETOWN WATER SUPPLY,Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,1214500,10,4532333027,
19566,Putnam,COLD SPRING (V),Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source",2800,7749000,5,4540082027,
