Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total
19495,Putnam,BIRCH HILL ACRES,Southeast (T),"Birch Hill Acres - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",60,3000000,55,8215685712
19496,Putnam,STARR RIDGE MANOR,Southeast (T),"Starr Ridge - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",295,3000000,55,8218685712
19568,Putnam,KENT WD NO. 1 AND 2,Kent (T),"Installation of Ion Exchange to remove PFAS, Upgrade Water Treatment Plant",480,1004000,55,8219689712
19754,Putnam,KENT WD NO. 1 AND 2,Kent (T),"Two new wells, storage tank replacement, and service connection relocation to increase CT",480,1478300,25,8221168012
19566,Putnam,COLD SPRING (V),Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source",2800,7749000,5,8228917012
18584,Rensselaer,BERLIN WATER DISTRICT #2,Berlin (T),"Replace Storage, Upgrade Well Pumps and System Controls",700,0,1070,8228917012
19567,Rensselaer,TROY (C),Troy (C),"Corrosion Control Treatment Optimization, Upgrade Water Treatment Plant",51400,16070000,80,8244987012
19287,Rensselaer,TROY (C),Troy (C),"Lead service line inventory, Upgrade Distribution System",51400,572000,70,8245559012
19110,Rensselaer,POESTENKILL WD #2,Poestenkill (T),"Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District",700,5711000,70,8251270012
19660,Rensselaer,TROY (C),Troy (C),"Lead service line replacement, Upgrade Distribution System",4300,12823000,70,8264093012
18585,Rensselaer,PETERSBURGH WATER DISTRICT,Petersburgh (T),"Address PFAS, Develop Additional GW Source, Storage, and Distribution Improvements",240,0,55,8264093012
18995,Rensselaer,TROY (C),Troy (C),"Phase 2 (North Section) RW Transmission Main, Upgrade Transmission",51400,2000000,55,8266093012
17867,Rensselaer,TROY (C),Troy (C),"Replace raw water transmission mains between Tomhannock and Troy WTP, Upgrade Transmission",135000,0,55,8266093012
19108,Rensselaer,HOOSICK FALLS (V),Hoosick Falls (V),"Rogers Ave Tank replacement, water main replacement, and LSL replacement, Upgrade Storage, Upgrade Distribution System",4500,7000000,40,8273093012
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT,Schodack (T),"Installation of new water main and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,10300000,40,8283393012
19534,Rensselaer,RENSSELAER (C) PWS,Rensselaer (C),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",9800,2199600,35,8285592612
19735,Rensselaer,HOOSICK FALLS (V),Hoosick Falls (V),"Lead service line inventory, Upgrade Distribution System",4500,492000,30,8286084612
19138,Rensselaer,RENSSELAER (C) PWS,Rensselaer (C),"Lead Service Line Replacement, Upgrade Distribution System",9210,420000,30,8286504612
19874,Rensselaer,RENSSELAER (C),Rensselaer (C),"3rd Avenue PRV and meter vault replacement, Upgrade Other Expenses, Upgrade Other (OT)",9531,492970,25,8286997582
19141,Rensselaer,RENSSELAER (C) PWS,Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System",9210,3219551,25,8290217133
19383,Rensselaer,EAST GREENBUSH (T),East Greenbush (T),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",21000,2199600,20,8292416733
18959,Rensselaer,NASSAU (V) PWS,Nassau (V),Upgrade Distribution System,1250,721000,10,8293137733
18942,Rockland,SUFFERN (V),Suffern (V),"PFAS Removal, Upgrade Water Treatment Plant",11000,532800,80,8293670533
19171,Rockland,NYACK VILLAGE WATER SUPPLY,Nyack (V),"PFAS Treatment at Nyack Water Plant, New Other Expenses, New Other (OT)",14700,4749320,65,8298419853
19479,Rockland,SUFFERN (V),Suffern (V),"Iron and Manganese Filtration System Rehab, Upgrade Water Treatment Plant",11441,1944228,20,8300364081
19625,Rockland,SUFFERN (V),Suffern (V),"Lead Service Line Inventory, Upgrade Distribution System",12000,662545,15,8301026626
18943,Rockland,SUFFERN (V),Suffern (V),"Water meter replacement, Upgrade Distribution System",12000,2275004,10,8303301630
18944,Rockland,SUFFERN (V),Suffern (V),"Standby Generator Installation at wellfield and Bon Aire Pump Station, Upgrade Ground Water Source, Upgrade Pump Station",12000,1097815,10,8304399445
19642,Rockland,SUFFERN (V),Suffern (V),"Well 5 Installation, New Ground Water Source",12000,2100000,10,8306499445
18577,Saratoga,MECHANICVILLE CITY,Mechanicville (C),"Filtration Upgrades, Upgrade Water Treatment Plant",5100,100000,1095,8306599445
19805,Saratoga,SOUTH GLENS FALLS (V),South Glens Falls (V),"Replacement of aged water main along Ferry Boulevard, Upgrade Distribution System",3744,1000000,50,8307599445
19829,Saratoga,CLIFTON PARK (T),Clifton Park (T),"Extension of Water Main to serve new service area, Extend Water District",280,3370000,45,8310969445
19882,Saratoga,CORINTH (V),Corinth (V),"WTP Upgrades, WM Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System",3000,14996000,45,8325965445
19555,Saratoga,SCHUYLERVILLE-VICTORY WATER BOARD,Schuylerville-Victory WB,"Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",2200,9187900,45,8335153345
19264,Saratoga,BALLSTON SPA WATER SYSTEM,Ballston Spa (V),"2022 Infrastructure Improvements, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",5399,14068000,30,8349221345
19588,Saratoga,CORINTH (V),Corinth (V),"Replace water main along Hill Ave and Heath Ave, Upgrade Water Treatment Plant, Upgrade Distribution System",3000,1011500,30,8350232845
19490,Saratoga,SARATOGA SPRINGS (C),Saratoga Springs (C),"Loughberry Dam Reservoir Intake Rehab project, Upgrade Surface Water Source",28301,8786960,25,8359019805
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY,Saratoga County WA,"Cordero Blvd New Storage and Controls, New Storage",100000,0,25,8359019805
19875,Saratoga,WATERFORD WATER WORKS,Waterford (T),"Lead service line replacement, Upgrade Distribution System",366,2208887,20,8361228691
19491,Saratoga,SARATOGA SPRINGS (C),Saratoga Springs (C),"Clinton Street Watermain replacement, Upgrade Distribution System",5466,6139512,15,8367368203
19737,Saratoga,STILLWATER WATER DISTRICT NO. 6,Stillwater (T),"Replacement of water main in Water District No. 6, Upgrade Distribution System",170,2639000,15,8370007203
19503,Saratoga,STILLWATER (V),Stillwater (V),"Hudson Ave Water Main Replacement, Upgrade Distribution System",1954,2945000,10,8372952203
16510,Schenectady,DELANSON (V),Delanson (V),"Address Stage 2 DBPR Violation, Upgrade Water Treatment Plant",335,1767425,90,8374719628
19820,Schenectady,GLENVILLE (T),Glenville (T),"Installation of GAC for PFAS removal, Upgrade Water Treatment Plant",16000,8799355,80,8383518983
18979,Schenectady,SCHENECTADY (C),Schenectady (C),"Phase 1 Rice Road Source and WTP Improvements, Upgrade Water Treatment Plant, New Ground Water Source",60000,7775470,50,8391294453
18444,Schenectady,SCOTIA (V),Scotia (V),"Water System Improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",12800,8000000,50,8399294453
19273,Schenectady,SCHENECTADY (C),Schenectady (C),"Phase 2 Rice Road WTP Improvements, Upgrade Water Treatment Plant",60000,8221460,45,8407515913
19259,Schenectady,ROTTERDAM (T),Rotterdam (T),"WD #5 High Priority Improvements, New Ground Water Source, Upgrade Distribution System",30523,34917000,40,8442432913
19450,Schenectady,SCHENECTADY (C),Schenectady (C),"Lead service line inventory, Upgrade Distribution System",62000,636025,40,8443068938
19855,Schenectady,ROTTERDAM (T),Rotterdam (T),"WD #3 & #4 Water System Improvements, New Ground Water Source, Upgrade Distribution System",1900,8577000,30,8451645938
19641,Schenectady,SCOTIA (V),Scotia (V),"Lead service line inventory, Upgrade Distribution System",12800,61800,30,8451707738
18868,Schenectady,GLENVILLE WD #11,Glenville (T),"Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, and Distribution, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",15000,25729561,25,8477437299
18447,Schenectady,PRINCETOWN WATER SUPPLY,Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,1214500,10,8478651799
17504,Schoharie,CENTRAL BRIDGE WATER DISTRICT,Central Bridge WD,"Upgrade water treatment plant for DBP control and organics removal, Upgrade Water Treatment Plant, Upgrade Distribution System",1061,1000000,1160,8479651799
17572,Schoharie,SHARON SPRINGS VILLAGE,Sharon Springs (V),"Water system improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",547,450000,1125,8480101799
17787,Schoharie,SCHOHARIE VILLAGE,Schoharie (V),"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, New Pump Station, Upgrade Distribution System",1030,0,50,8480101799
18934,Schoharie,COBLESKILL WATER DISTRICT,Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,535600,30,8480637399
18811,Schuyler,WATKINS GLEN VILLAGE,Watkins Glen (V),"Water System Improvements, Address CT and Turbidity Issues, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",2149,0,1145,8480637399
19102,Schuyler,ODESSA VILLAGE,Odessa (V),"Treatment Plant for iron, manganese, and arsenic; Water Main replacement; Tank mixer, New Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",810,10251410,115,8490888809
18815,Schuyler,MONTOUR FALLS,Montour Falls (V),"Replace Aged Undersized Distribution Mains, Upgrade Distribution System",1800,4685856,40,8495574665
19616,Schuyler,WATKINS GLEN VILLAGE,Watkins Glen (V),"Lead Service Line Inventory, Upgrade Distribution System",1863,1239000,40,8496813665
18214,Seneca,WATERLOO (V),Waterloo (V),"WTP, Distribution, and Storage Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Inter-Connection",16900,300000,1115,8497113665
18127,Seneca,INTERLAKEN VILLAGE,Interlaken (V),"Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",650,0,1105,8497113665
19335,Seneca,SENECA FALLS (T),Seneca Falls (T),"Phase 1 of overall #19196 Project - WTP Upgrades and WM Extension, Upgrade Water Treatment Plant",9027,23500000,125,8520613665
19196,Seneca,SENECA FALLS (T),Seneca Falls (T),"Water Main Replacement and Extension & WTP Upgrades, Upgrade Water Treatment Plant, Extend Distribution System",9000,67514000,105,8588127665
18854,Seneca,WILLARD WD,Romulus (T),"Willard WD Distribution Improvements, Upgrade Distribution System",372,2659853,90,8590787518
19571,Seneca,OVID (V),Ovid (V),"New UF and RO systems, tank mixing and ventilation systems, replacement of water main",1056,4438167,90,8595225685
15283,Seneca,TOWN OF LODI WATER SYSTEM,Lodi (T),"New Water System to Serve (T) & (V) Lodi, New Complete System",395,11795722,80,8607021407
19544,Seneca,TOWN OF FAYETTE WD NO. 8,Fayette (T),"WD No. 8 Phase 2, Extend Distribution System",450,1854000,60,8608875407
19410,Seneca,SENECA FALLS (T),Seneca Falls (T),"Lead Service Line Inventory, Upgrade Distribution System",9000,1088710,35,8609964117
19293,Seneca,WATERLOO (V),Waterloo (V),"Lead Service Line Inventory, Upgrade Distribution System",4924,502310,25,8610466427
18939,St. Lawrence,HERMON WATER DISTRICT NO. 1,Hermon (T),"Source and WTP improvements, and replacement of entire distribution system for WD #1",1060,0,1090,8610466427
19151,St. Lawrence,MORRISTOWN WATER DISTRICT,Morristown (T),"WTP & Distribution Improvements, Water Service Expansion in existing WD",777,10145500,115,8620611927
18704,St. Lawrence,POTSDAM (T),Potsdam (T),"NYS Rt. 56 WD, New Distribution System, New Water District",305,7441000,70,8628052927
19145,St. Lawrence,MASSENA (T),Massena (T),"Proposed Service Area No. 1, New Water District",350,9270000,70,8637322927
19774,St. Lawrence,BORDER WATER DISTRICT,Massena (T),"Border Water District Project, New Water District",583,11330000,70,8648652927
19793,St. Lawrence,GOUVERNEUR (V),Gouverneur (V),"Improvements to portions of existing water distribution system, Upgrade Distribution System",1550,9749000,65,8658401927
18889,St. Lawrence,TOWN OF PITCAIRN WATER DISTRICT,Pitcairn (T),"Extension to serve properties with contaminated wells, New Distribution System",60,4232000,65,8662633927
19514,St. Lawrence,TOWN OF EDWARDS WD NO.1,Edwards (T),"Well No.2 Improvements, Upgrade Surface Water Source",465,800000,45,8663433927
18234,St. Lawrence,MASSENA (T),Massena (T),"East Massena WD Improvements, Upgrade Distribution System",600,3055500,45,8666489427
18940,St. Lawrence,EAST LOUISVILLE WATER DISTRICT,Louisville (T),"WTP Upgrade, Upgrade Water Treatment Plant, New Water Treatment Plant",1200,2082625,40,8668572052
19447,St. Lawrence,POTSDAM (V),Potsdam (V),"Lead service line inventory, Upgrade Distribution System",8312,1077380,40,8669649432
19455,St. Lawrence,CLIFTON (T),Clifton (T),"Lead service line inventory, Upgrade Distribution System",232,20128,40,8669669560
19457,St. Lawrence,DE KALB JUNCTION WD,De Kalb (T),"Lead service line inventory, Upgrade Distribution System",315,20081,40,8669689641
19462,St. Lawrence,GOUVERNEUR (T),Gouverneur (T),"Lead service line inventory, Upgrade Distribution System",800,32747,40,8669722388
19468,St. Lawrence,MORRISTOWN (T),Morristown (T),"Lead service line inventory, Upgrade Distribution System",500,24864,40,8669747252
19473,St. Lawrence,OGDENSBURG (C),Ogdensburg (C),"Lead service line inventory, Upgrade Distribution System",10064,2688300,40,8672435552
19746,St. Lawrence,MASSENA (V),Massena (V),"Raquette River Bridge Crossing Water Main, Upgrade Distribution System",10839,1537790,40,8673973342
18937,St. Lawrence,POTSDAM VILLAGE,Potsdam (V),"Elm Street Water main replacement, Upgrade Distribution System",9425,1116000,35,8675089342
19460,St. Lawrence,STAR LAKE WD,Fine (T),"Lead service line inventory, Upgrade Distribution System",1300,48419,35,8675137761
19463,St. Lawrence,HEUVELTON (V),Heuvelton (V),"Lead service line inventory, Upgrade Distribution System",659,32747,35,8675170508
19518,St. Lawrence,CANTON (V),Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage",6314,17841238,35,8693011746
19523,St. Lawrence,OGDENSBURG (C),Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,1926100,35,8694937846
19543,St. Lawrence,WADDINGTON (V),Waddington (V),"Main St. and St. Lawrence Ave. Waterline Replacement, Upgrade Distribution System",937,1930709,35,8696868555
19459,St. Lawrence,EDWARDS (T),Edwards (T),"Lead service line inventory, Upgrade Distribution System",400,20138,30,8696888692
19465,St. Lawrence,LISBON WD,Lisbon (T),"Lead service line inventory, Upgrade Distribution System",300,14494,20,8696903186
18768,Steuben,CAMPBELL WATER DISTRICT,Campbell (T),"WD #1 Extension, New Ground Water Source, New System Consolidation",280,0,1115,8696903186
18863,Steuben,PAINTED POST VILLAGE,Painted Post (V),"Well upgrades and replacement of storage tank, Upgrade Ground Water Source, Upgrade Storage",1842,8289487,65,8705192673
19243,Steuben,COHOCTON (T),Cohocton (T),"Tank rehab, distribution upgrades and looping, well house improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",485,3759150,55,8708951823
15902,Steuben,ADDISON VILLAGE,Addison (V),"Main replacement & looping, new High Street Tank, wellhouse VFD improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",1797,1690000,55,8710641823
19574,Steuben,PRATTSBURGH WD,Prattsburgh (T),"Water distribution system improvements, Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",594,7107000,55,8717748823
18565,Steuben,CANISTEO VILLAGE,Canisteo (V),"Replace critical sections of the water main, upgrade storage tank and meters, Upgrade Storage, Distribution System",2320,0,50,8717748823
18820,Steuben,BATH (V),Bath (V),"W. Washington, Liberty, Geneva, W. Morris St, E Steuben Distribution Improvements, Upgrade Distribution System",5500,0,50,8717748823
19432,Steuben,BATH (V),Bath (V),"Replacement of Mt. Washington and Maple Heights tanks, Upgrade Storage, Distribution System",5500,8500000,45,8726248823
19384,Steuben,BATH (V),Bath (V),"Lead Service Line Inventory, Upgrade Distribution System",5432,1382000,40,8727630823
19385,Steuben,BATH (V),Bath (V),"Lead service line replacement, Upgrade Distribution System",5432,1561000,40,8729191823
18908,Steuben,HORNELL (C),Hornell (C),"Transmission main replacement, Upgrade Transmission",9592,2375000,40,8731566823
18625,Steuben,ERWIN WELL NO. 7,Erwin (T),"New Well No. 7, New Ground Water Source",2954,2149133,30,8733715956
19637,Steuben,VILLAGE OF CASTILE,Castile (V),"Lead Service Line Inventory, Upgrade Distribution System",1135,315000,30,8734030956
18861,Steuben,MORNINGSIDE HEIGHTS WD,Erwin (T),"Improvements to the WTP and security, Upgrade Water Treatment Plant",4570,688452,20,8734719408
18973,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extension - Forge Rd MHPs due to PFOA/PFOS contamination, Extend Distribution System",28000,1185000,110,8735904408
19312,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Water main extension to homes with PFAS-contaminated private wells along Old Country Road, Extend Distribution System",192,2479267,85,8738383675
19869,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Mayfair Drive Well No. 2 - AOP Treatment, New Water Treatment Plant",19645,1750000,80,8740133675
19870,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"South Spur Drive Well No. 2 - AOP Treatment, New Water Treatment Plant",20048,1750000,80,8741883675
19302,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Oxhead Road Well 2A - AOP/GAC, Upgrade Water Treatment Plant",13467,3000000,80,8744883675
19361,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Wheeler Road Well No. 4 - AOP, Upgrade Water Treatment Plant",20080,1750000,80,8746633675
19705,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Station Road Wells 2A & 3A - GAC, Upgrade Water Treatment Plant",11900,3000000,80,8749633675
19306,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Kings Park Road Well 2A - AOP, Upgrade Water Treatment Plant",36536,1750000,80,8751383675
19672,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Church Street Well 2 - GAC, Upgrade Water Treatment Plant",26487,1500000,80,8752883675
19677,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Crystal Brook Hollow Rd Wells 2 & 4 - GAC, Upgrade Water Treatment Plant",11623,3000000,80,8755883675
19680,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Daniel Webster Drive Well 1 - GAC, Upgrade Water Treatment Plant",10988,1750000,80,8757633675
19681,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Dare Road Well 2 - GAC, Upgrade Water Treatment Plant",21262,1750000,80,8759383675
19683,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Edgewood Avenue Well 2 - GAC, Upgrade Water Treatment Plant",1520,1750000,80,8761133675
19686,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Foxcroft Lane Well 2 - GAC, Upgrade Water Treatment Plant",21580,1500000,80,8762633675
19687,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Hallock Avenue Wells 2 & 3 - GAC, Upgrade Water Treatment Plant",1735,3000000,80,8765633675
19688,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Hawkins Road Well 3 - GAC, Upgrade Water Treatment Plant",30980,1750000,80,8767383675
19689,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Horseblock Road Well 2 - GAC, Upgrade Water Treatment Plant",14983,1750000,80,8769133675
19693,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Morris Avenue Wells 1 & 3 - GAC, Upgrade Water Treatment Plant",14983,3000000,80,8772133675
19666,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Bicycle Path Well 1 - GAC, Upgrade Water Treatment Plant",11472,1750000,80,8773883675
19698,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Oxhead Road Well 4 - GAC, Upgrade Water Treatment Plant",13467,1750000,80,8775633675
19702,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Smith Street Well 8 - GAC, Upgrade Water Treatment Plant",12188,1750000,80,8777383675
19704,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"St. Johnland Road Well 1 - GAC, Upgrade Water Treatment Plant",25629,1750000,80,8779133675
19332,Suffolk,RIVERHEAD WD,Riverhead (T),"Well No. 5-1 PFAS removal, Upgrade Water Treatment Plant",28000,2200000,80,8781333675
19710,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Wheat Path Wells 2A & 3 - GAC, Upgrade Water Treatment Plant",11623,3000000,80,8784333675
19714,Suffolk,GREENLAWN WD,Greenlawn WD,"Wellhead Treatment for PFAS & VOCs at Well Nos 10 & 15, Upgrade Water Treatment Plant",42000,4562500,80,8788896175
19715,Suffolk,HAMPTON BAYS WD,Hampton Bays WD,"GAC Treatment at Plant No. 3, Upgrade Water Treatment Plant",15500,7842000,80,8796738175
19700,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Pierson Street Well 3 - GAC, Upgrade Water Treatment Plant",13207,1750000,80,8798488175
19104,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Public water connection for residences along South River Road due to PFAS contamination, Upgrade Distribution System",1009264,6850000,60,8805338175
19703,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"South River Road Area Water Main Extension, Extend Distribution System",81,1286773,60,8806624948
16069,Suffolk,RIVERHEAD WD,Riverhead (T),"Construction of Replacement Production Well, Upgrade Water Treatment Plant, Ground Water Source",28000,2754000,50,8809378948
19772,Suffolk,FISHERS ISLAND WATER WORKS,Fishers Island Utility Co,"Barlow Pond SWTP Improvements, Upgrade Water Treatment Plant",3500,3531847,50,8812910795
19867,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Bay Avenue vicinity water main extension, Extend Distribution System",26,1697858,45,8814608653
18971,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination, Extend Water District",28000,12877000,45,8827485653
18972,Suffolk,RIVERHEAD WD,Riverhead (T),WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells,190,12178000,45,8839663653
19670,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Brookhaven National Lab vicinity water main extension., Extend Water District",76,2560500,45,8842224153
19674,Suffolk,SMITHTOWN WATER DISTRICT,Smithtown (T),Extension of water district to serve PFAS contaminated private wells (Oakside Drive and Landing Ave),91,1426000,45,8843650153
19682,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"East Patchogue Water Main Extension, Extend Water District",35,1479800,45,8845129953
19694,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"National Blvd Vicinity Water Main Extension, Extend Water District",20,1601050,45,8846731003
18882,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Connection of private wells to public water system in Manorville, Extend Water District",192,9494261,45,8856225264
19868,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"College Road Well No. 3 - AOP Treatment, New Water Treatment Plant",21262,1750000,40,8857975264
19291,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Cornell Drive Well 2 - AOP, Upgrade Water Treatment Plant",36536,1750000,40,8859725264
19296,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Ruth Blvd Wells 1 & 3 - AOP, Upgrade Water Treatment Plant",36536,3000000,40,8862725264
19297,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Wicks Path Well 1 - AOP, Upgrade Water Treatment Plant",36536,1500000,40,8864225264
19301,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Washington Ave Well 1 - AOP, Upgrade Water Treatment Plant",30980,1500000,40,8865725264
19305,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Jennings Road Wells 1, 2 & 3 - AOP, Upgrade Water Treatment Plant",3665,4500000,40,8870225264
19309,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Reservoir Ave Wells 1A & 2 - AOP, Upgrade Water Treatment Plant",7347,3000000,40,8873225264
19339,Suffolk,DIX HILLS WATER DISTRICT,Dix Hills WD,"Wellhead GAC treatment for Plant No. 7, New Water Treatment Plant",41000,8227000,40,8881452264
19001,Suffolk,DIX HILLS WATER DISTRICT,Dix Hills WD,"Plant No. 8 - AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",41000,5017750,40,8886470014
19477,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"New AOP system at Montauk Point State Blvd well field, New Water Treatment Plant",4318,3000000,40,8889470014
19029,Suffolk,SOUTH HUNTINGTON WD,South Huntington WD,"Plant No. 4 - AOP/GAC treatment for 1,4-Dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",81760,7236150,40,8896706164
19294,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Hawkins Road Well Field AOP, Upgrade Water Treatment Plant",30980,1500000,40,8898206164
19591,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,2327800,40,8900533964
19667,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Blue Point Road Well 4A - GAC, Upgrade Water Treatment Plant",18937,1500000,40,8902033964
19668,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Boyle Road South Well 1 - GAC, Upgrade Water Treatment Plant",21262,1500000,40,8903533964
19669,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Boyle Road Well 2 - GAC, Upgrade Water Treatment Plant",11472,1500000,40,8905033964
19673,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"College Road Well 2 - GAC, Upgrade Water Treatment Plant",21262,1500000,40,8906533964
19684,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Fairmont Avenue Well 2 - GAC, Upgrade Water Treatment Plant",24247,1750000,40,8908283964
19691,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Liberty Street Well 3 - GAC, Upgrade Water Treatment Plant",20080,1750000,40,8910033964
19695,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Nichols Road South Well 2A - GAC, Upgrade Water Treatment Plant",3567,1500000,40,8911533964
19696,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Country Road Well 1 - GAC, Upgrade Water Treatment Plant",11723,1750000,40,8913283964
19697,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Magee Wells 3 & 4 - GAC, Upgrade Water Treatment Plant",7084,3000000,40,8916283964
19699,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Patchogue-Yaphank Road Well 1 - GAC, Upgrade Water Treatment Plant",5974,1750000,40,8918033964
19706,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Strathmore Court Drive Well 1 - GAC, Upgrade Water Treatment Plant",40220,1500000,40,8919533964
19708,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"West Neck Road Well 6 - GAC, Upgrade Water Treatment Plant",1048,1750000,40,8921283964
19709,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"West Prospect Street Well 2A - GAC, Upgrade Water Treatment Plant",4550,1750000,40,8923033964
19713,Suffolk,GREENLAWN WD,Greenlawn WD,"GAC Treatment for TCE Removal at Plant 6, Upgrade Water Treatment Plant",42000,2320500,40,8925354464
