Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
18945,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"Fairview Tank Replacement, Upgrade Storage","38,489","$7,710,000",15,"$2,477,437,137",NY_Y0_annual-0007
18795,Nassau,LONG BEACH CITY / Long Beach (C),"Installation of basin covers at Park Place WTP., Upgrade Water Treatment Plant","35,000","$914,700",15,"$2,478,351,837",NY_Y0_annual-0007
18796,Nassau,LONG BEACH CITY / Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP. , New Storage","35,000","$9,240,540",15,"$2,487,592,377",NY_Y0_annual-0007
15452,Nassau,PORT WASHINGTON WD / Port Washington Water District,Upgrade Storage,"34,000","$5,560,426",15,"$2,493,152,803",NY_Y0_annual-0007
17864,Nassau,WEST HEMPSTEAD WD / West Hempstead Water District,"Replacement of Birch Street storage tank., Upgrade Storage","32,031","$6,900,000",15,"$2,500,052,803",NY_Y0_annual-0007
18513,Orange,NEW WINDSOR CONSOLIDATED WD / New Windsor (T),"Upgrade Express Dr and Union Ave interconnections, Upgrade Inter-Connection","30,000","$779,000",15,"$2,500,831,803",NY_Y0_annual-0007
18457,Westchester,CORTLANDT CONSOLIDATED WD / Cortlandt (T),"Asbestos Cement Pipe Replacement, Upgrade Distribution System","28,369","$2,800,000",15,"$2,503,631,803",NY_Y0_annual-0007
18471,Westchester,CORTLANDT CONSOLIDATED WD / Cortlandt (T),Upgrade Distribution System,"28,369","$1,652,407",15,"$2,505,284,210",NY_Y0_annual-0007
18960,Nassau,GLEN COVE CITY / Glen Cove (C),"Construction of PTAS at Duck Pond Rd, Upgrade Water Treatment Plant","28,000","$16,300,000",15,"$2,521,584,210",NY_Y0_annual-0007
18504,Nassau,GARDEN CITY (V) / Garden City (V),"Old Country Rd Tank Replacement, Upgrade Storage","25,000","$8,495,000",15,"$2,530,079,210",NY_Y0_annual-0007
18481,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),Upgrade Water Treatment Plant,"24,700","$440,906",15,"$2,530,520,116",NY_Y0_annual-0007
18730,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Rehab of 750,000 gallon water storage tank, Upgrade Storage","24,700","$4,922,000",15,"$2,535,442,116",NY_Y0_annual-0007
18514,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"New Transmission, New Inter-Connection","14,000","$2,816,235",15,"$2,538,258,351",NY_Y0_annual-0007
15285,Nassau,ALBERTSON WD / North Hempstead (T),"Wells no. 2 & 3 Replacement of screen and well pump, Upgrade Ground Water Source","13,500","$386,686",15,"$2,538,645,037",NY_Y0_annual-0007
18501,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),"Upgrade Storage, Upgrade Inter-Connection","11,000","$1,500,000",15,"$2,540,145,037",NY_Y0_annual-0007
18802,Suffolk,ST JAMES WD / Smithtown (T),"Replace asbestos cement water main on lake avenue. , Upgrade Distribution System","10,587","$2,372,000",15,"$2,542,517,037",NY_Y0_annual-0007
18488,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Replacement of Weygant Hill Water Storage Tank., Upgrade Storage","10,105","$848,700",15,"$2,543,365,737",NY_Y0_annual-0007
18616,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Elevation of Well House No. 1., Upgrade Ground Water Source","10,105","$940,000",15,"$2,544,305,737",NY_Y0_annual-0007
18855,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Rehabilitate Maple Rd. tank and install new tank at Maple Rd.,, Upgrade Storage, New Storage","9,300","$1,502,358",15,"$2,545,808,095",NY_Y0_annual-0007
18515,Nassau,OYSTER BAY WD / Oyster Bay (T),"Emergency interconnection between Oyster Bay WD and Locust Valley WD, New Transmission, New Inter-Connection","8,700","$715,000",15,"$2,546,523,095",NY_Y0_annual-0007
18466,Nassau,FARMINGDALE (V) / Farmingdale (V),"Replacement of elevated water storage tank at Eastern Parkway Plant Site., New Storage","8,405","$5,366,000",15,"$2,551,889,095",NY_Y0_annual-0007
18387,Nassau,WILLISTON PARK (V) / Williston Park (V),"Replacement of Syracuse Street water storage tank., Upgrade Storage","7,516","$6,360,350",15,"$2,558,249,445",NY_Y0_annual-0007
18653,Westchester,LARCHMONT VILLAGE / Larchmont (V),"Replacement of water main within Flint Park Area, Upgrade Distribution System","6,485","$1,431,063",15,"$2,559,680,508",NY_Y0_annual-0007
18290,Orange,GOSHEN VILLAGE / Goshen (V),New Storage,"5,676","$1,445,617",15,"$2,561,126,126",NY_Y0_annual-0007
18541,Niagara,CAMBRIA WATER DISTRICT / Cambria (T),"Saunders Settlement Rd Water Main Replacement., Upgrade Distribution System","5,393","$1,450,000",15,"$2,562,576,126",NY_Y0_annual-0007
18487,Westchester,ELMSFORD VILLAGE / Elmsford (V),Upgrade Storage,"4,600","$837,300",15,"$2,563,413,426",NY_Y0_annual-0007
18371,Orange,MAYBROOK VILLAGE / Village of Maybrook,New Storage,"3,093","$1,292,253",15,"$2,564,705,679",NY_Y0_annual-0007
16419,Nassau,SANDS POINT (V) / Sands Point (V),New Ground Water Source,"2,800","$3,892,000",15,"$2,568,597,679",NY_Y0_annual-0007
18202,Putnam,COLD SPRING VILLAGE / Village of Cold Spring,"Upgrade Connection to the Catskill Aqueduct, Upgrade Transmission","2,666","$382,100",15,"$2,568,979,779",NY_Y0_annual-0007
18591,Suffolk,SALTAIRE WATER DISTRICT / Saltaire (V),"Replace approximately 9,800 linear feet of water main., Upgrade Distribution System","2,000","$5,565,000",15,"$2,574,544,779",NY_Y0_annual-0007
18648,Westchester,OLD FARM HILL WATER DISTRICT / Mount Pleasant (T),replace asbestos water main.,"1,733","$17,813,882",15,"$2,592,358,661",NY_Y0_annual-0007
18460,Orange,GOSHEN W.D. #1 (HAMBLETONIAN PARK) / Goshen (T),Replacement of Hambletonian Park Water Tank,509,"$500,000",15,"$2,592,858,661",NY_Y0_annual-0007
18799,Orange,ROBINN MEADOWS / Wawayanda (T),"Upgrade Ground Water Source, New Storage",500,"$877,125",15,"$2,593,735,786",NY_Y0_annual-0007
18091,Dutchess,HOPEWELL SERVICES INC / East Fishkill (T),Upgrade Distribution System,489,"$3,035,400",15,"$2,596,771,186",NY_Y0_annual-0007
18129,Yates,MIDDLESEX WD / Middlesex (T),"Upgrade Storage, Extend Distribution System",480,"$723,060",15,"$2,597,494,246",NY_Y0_annual-0007
18427,Warren,POTTERSVILLE WATER DISTRICT / Chester (T),Upgrade Ground Water Source,325,"$521,230",15,"$2,598,015,476",NY_Y0_annual-0007
18312,Dutchess,QUAKER HILL ESTATES WD / DCWWA,"Replace water treatment plant building., Upgrade Water Treatment Plant",300,"$984,294",15,"$2,598,999,770",NY_Y0_annual-0007
18505,Orange,STONE HEDGE / Goshen (T),Replace Stone Hedge Drive water storage tank.,134,"$100,000",15,"$2,599,099,770",NY_Y0_annual-0007
18230,Monroe,MCWA SHOREMONT WTP / Monroe County Water Authority,Upgrade Distribution System,"310,000","$855,000",15,"$2,599,954,770",NY_Y0_annual-0007
18926,Monroe,MCWA SHOREMONT WTP / Monroe County Water Authority,"Installation of emergency scrubber for chlorine gas treatment., Upgrade Other Expenses, Upgrade Other (OT)","310,000","$300,000",15,"$2,600,254,770",NY_Y0_annual-0007
18640,Orange,NEW WINDSOR CONSOLIDATED WD / New Windsor (T),"Replacement of water meters., Upgrade Distribution System","30,000","$4,743,750",15,"$2,604,998,520",NY_Y0_annual-0007
18571,Niagara,LOCKPORT WD#3 / Lockport (T),"Water District No. 3, Phase 2 Distribution System Improvements., Upgrade Distribution System","19,653","$4,095,000",15,"$2,609,093,520",NY_Y0_annual-0007
18302,Erie,EAST AURORA VILLAGE / East Aurora (V),"Sycamore Ave Water Main Improvements., Upgrade Distribution System","7,200","$508,691",15,"$2,609,602,211",NY_Y0_annual-0007
18316,Erie,ANGOLA VILLAGE / Angola (V),"Upgrade Storage, Upgrade Distribution System","4,200","$5,554,415",15,"$2,615,156,626",NY_Y0_annual-0007
18401,Cayuga,FLEMING WD #1 / Fleming (T),"WD #1 Phase IIA Distribution Improvements., Upgrade Distribution System","1,800","$654,000",15,"$2,615,810,626",NY_Y0_annual-0007
18949,Dutchess,MILLERTON VILLAGE / Millerton (V),Upgrade Distribution System,"1,150","$5,024,500",15,"$2,620,835,126",NY_Y0_annual-0007
18854,Seneca,WILLARD WATER DISTRICT / Romulus (T),"Willard WD Distribution Improvements., Upgrade Distribution System",372,"$2,924,170",15,"$2,623,759,296",NY_Y0_annual-0007
18246,Jefferson,DEFERIET VILLAGE / Deferiet (V),Upgrade Distribution System,300,"$1,381,230",15,"$2,625,140,526",NY_Y0_annual-0007
18552,Saratoga,STILLWATER WD NO. 6 / Stillwater (T),"Replacing infrastructure West Street and Micklas Street, Upgrade Distribution System",192,"$748,850",15,"$2,625,889,376",NY_Y0_annual-0007
18705,Saratoga,STILLWATER WD NO. 6 / Stillwater (T),"Replacing infrastructure East, Ferris, Lefko Streets & Best , Champlain Avenues, Upgrade Distribution System",114,"$752,250",15,"$2,626,641,626",NY_Y0_annual-0007
18077,Yates,BENTON WD #1 / Benton (T),Extend Distribution System,308,"$800,000",15,"$2,627,441,626",NY_Y0_annual-0007
18527,Nassau,LONG BEACH CITY / Long Beach (C),New Storage,"35,000","$11,600,890",10,"$2,639,042,516",NY_Y0_annual-0007
18398,Suffolk County,Suffolk Co. Water Authority,Upgrade Distribution System,"1,009,264","$2,897,841",10,"$2,641,940,357",NY_Y0_annual-0008
18472,Nassau,Freeport (V) / Freeport (V),Upgrade Distribution System,"43,007","$1,344,000",10,"$2,643,284,357",NY_Y0_annual-0008
18462,Suffolk,Greenlawn WD / Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System","42,000","$1,290,000",10,"$2,644,574,357",NY_Y0_annual-0008
18475,Westchester,Greenburgh Consolidated WD #1 / Greenburgh (T),"Chelsea Road water main replacement., Upgrade Distribution System","38,489","$2,764,300",10,"$2,647,338,657",NY_Y0_annual-0008
18382,Westchester,Yorktown Consold. Water Dist.#1 / Yorktown (T),Upgrade Distribution System,"36,000","$2,060,000",10,"$2,649,398,657",NY_Y0_annual-0008
18643,Nassau,WA of Great Neck North / WAGNN,"Watermain replacement project, Upgrade Distribution System","31,400","$8,763,714",10,"$2,658,162,371",NY_Y0_annual-0008
18318,Orange,New Windsor Consolidated WD / New Windsor (T),Upgrade Distribution System,"30,000","$2,372,000",10,"$2,660,534,371",NY_Y0_annual-0008
18494,Westchester,Ossining Water Department / Ossining (V),"Replacement of water main on Route 9A., Upgrade Distribution System","30,000","$1,307,407",10,"$2,661,841,778",NY_Y0_annual-0008
18497,Westchester,Ossining Water Department / Ossining (V),"Replacement of water main on Gordon Ave and River Parkway., Upgrade Distribution System","30,000","$1,334,950",10,"$2,663,176,728",NY_Y0_annual-0008
18394,Nassau,Rockville Centre (V) / Rockville Centre (V),Upgrade Distribution System,"24,700","$4,322,175",10,"$2,667,498,903",NY_Y0_annual-0008
18837,Warren,Queensbury Water District / Queensbury (T),"Ridge Road Water Main Improvements., Upgrade Distribution System","21,200","$1,415,000",10,"$2,668,913,903",NY_Y0_annual-0008
18118,Westchester,Kensico Water District / Mount Pleasant,"Cement lining of water mains - Phases VIII & IX., Upgrade Distribution System","17,452","$4,956,706",10,"$2,673,870,609",NY_Y0_annual-0008
18533,Westchester,New Castle/Stanwood W.D. / New Castle (T),"Replacement of approximately 2,815 linear feet of water main in Hamlet of Chappaqua., Upgrade Distribution System","16,800","$3,640,361",10,"$2,677,510,970",NY_Y0_annual-0008
18196,Nassau,Garden City Park WD / Garden City Park WD,Upgrade Distribution System,"15,500","$5,000,000",10,"$2,682,510,970",NY_Y0_annual-0008
18306,Orange,Wallkill Consolidated WD / Wallkill (T),"Replacement of aged water mains, Upgrade Distribution System","15,000","$1,250,000",10,"$2,683,760,970",NY_Y0_annual-0008
18317,Orange,Wallkill Consolidated WD / Wallkill (T),"Water Meter Replacement, Upgrade Distribution System","15,000","$1,093,750",10,"$2,684,854,720",NY_Y0_annual-0008
18502,Westchester,Tarrytown Water Supply / Tarrytown (V),"Phase VII water main replacement., Upgrade Distribution System","11,000","$2,500,000",10,"$2,687,354,720",NY_Y0_annual-0008
18490,Orange,Woodbury Cons. W.D. / Woodbury (V),"Pleasant Dr. water main replacement., Upgrade Distribution System","10,105","$819,900",10,"$2,688,174,620",NY_Y0_annual-0008
18791,Orange,Cornwall-on-Hudson / Cornwall-on-Hudson (V),"Replacement of approximately 3,400 linear feet of distribution main., Upgrade Distribution System","9,300","$789,000",10,"$2,688,963,620",NY_Y0_annual-0008
18500,Westchester,Sleepy Hollow (Village) / Sleepy Hollow (V),"Cleaning and lining of 6” and 8” water mains., Upgrade Distribution System","9,212","$999,040",10,"$2,689,962,660",NY_Y0_annual-0008
18595,Erie,East Aurora Village / East Aurora (V),"Oakwood Ave Water Main Replacement., Upgrade Distribution System","7,200","$1,463,000",10,"$2,691,425,660",NY_Y0_annual-0008
18793,Westchester,Irvington Water Supply / Irvington (V),"Replacement of approximately 800 feet of distribution main., Upgrade Distribution System","6,631","$367,818",10,"$2,691,793,478",NY_Y0_annual-0008
18636,Westchester,Larchmont Village / Larchmont (V),"Replacement of approximately 248 lead service lines., Upgrade Distribution System","6,485","$720,130",10,"$2,692,513,608",NY_Y0_annual-0008
18243,Orange,Montgomery Village / Montgomery (V),Upgrade Distribution System,"3,800","$470,000",10,"$2,692,983,608",NY_Y0_annual-0008
18323,Erie,Orchard Park Village / Orchard Park (V),"Quaker St Water Line Replacement., Upgrade Distribution System","3,100","$1,900,000",10,"$2,694,883,608",NY_Y0_annual-0008
18626,Broome,Kirkwood Consolidated WD #1 / Kirkwood (T),"Upgrades to City Line Booster Station., Upgrade Distribution System","2,600","$120,000",10,"$2,695,003,608",NY_Y0_annual-0008
18151,Suffolk,Saltaire Water District / Saltaire (V),"Provide resiliency and redundancy during storm events by installing a 10,000-gallon hydropnuematic tank and an emergency generator at well #2 site","2,000","$1,034,000",10,"$2,696,037,608",NY_Y0_annual-0008
18210,Wayne,Macedon Town / Macedon (T),"Water Main Replacement., Upgrade Distribution System","1,500","$2,620,000",10,"$2,698,657,608",NY_Y0_annual-0008
18620,Columbia,Kinderhook Village / Kinderhook (V),"Williams Street & Albany Avenue Water Main Replacement., Upgrade Distribution System","1,385","$930,000",10,"$2,699,587,608",NY_Y0_annual-0008
18174,Jefferson,Sackets Harbor Village / Sackets Harbor (V),Upgrade Distribution System,"1,300","$800,000",10,"$2,700,387,608",NY_Y0_annual-0008
18145,Dutchess,Staatsburg Water System / DCWWA,Upgrade Distribution System,"1,072","$1,815,600",10,"$2,702,203,208",NY_Y0_annual-0008
18447,Schenectady,Princetown Water Supply / Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,"$1,214,500",10,"$2,703,417,708",NY_Y0_annual-0008
18609,Livingston,Leicester Village / Leicester (V),"Pleasant Street Water Main Replacement., Upgrade Distribution System",438,"$200,000",10,"$2,703,617,708",NY_Y0_annual-0008
18068,Orleans,Water Improvement Benefit Area #10 / Clarendon (T),Extend Distribution System,250,"$1,634,949",10,"$2,705,252,657",NY_Y0_annual-0008
18480,Nassau,Plainview WD / Plainview Water District,Upgrade Water Treatment Plant,"35,000","$350,000",10,"$2,705,602,657",NY_Y0_annual-0008
18727,Suffolk,Suffolk County Water Authority / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Sunken Meadow State Park well field","1,009,264","$1,500,000",5,"$2,707,102,657",NY_Y0_annual-0008
18728,Suffolk,Suffolk County Water Authority / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at the Third Avenue well field","1,009,264","$1,500,000",5,"$2,708,602,657",NY_Y0_annual-0008
18742,Suffolk,Suffolk County Water Authority / Suffolk County Water Authority,"Construct a new Advanced Oxidation Process System to remove 1,4-dioxane from groundwater at its Reservoir Avenue well field","1,009,264","$1,500,000",5,"$2,710,102,657",NY_Y0_annual-0008
18134,Westchester,Westchester County Water Districts 1 & 3 / Westchester County,Construction of Eastview Water Distribution Chamber to provide a connection point between the NYCDEP UV Facility and the County Water Districts.,"337,287","$9,200,000",5,"$2,719,302,657",NY_Y0_annual-0008
18671,Nassau,Hempstead (V) / Hempstead (V),"1,4-dioxane treatment at laurel Ave Plant (Well Nos. 7 and 9)., Upgrade Water Treatment Plant","56,000","$6,263,074",5,"$2,725,565,731",NY_Y0_annual-0008
18777,Nassau,Albertson WD / Albertson Water District,"Well 3A - Installation of an AOP treatment system, Upgrade Water Treatment Plant","13,500","$7,973,000",5,"$2,733,538,731",NY_Y0_annual-0008
18172,Nassau,East Williston (V) / East Williston (V),"New Water Treatment Plant, New Ground Water Source, New Storage","2,503","$9,088,370",5,"$2,742,627,101",NY_Y0_annual-0008
18078,Genesee,WD #2 / Alexander (T),Extend Distribution System,165,"$1,747,910",5,"$2,744,375,011",NY_Y0_annual-0008
