Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
18144,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Ground Water Source, Upgrade Distribution System","2,214","$3,909,000",35,"$466,810,808",NY_Y0_multiyear-0002
18566,Dutchess,BRINKERHOFF WATER DISTRICT /,"Install GWUDI well filtration system, New Water Treatment Plant","3,788","$2,317,500",30,"$469,128,308",NY_Y0_multiyear-0002
18379,Dutchess,WAPPINGERS FALLS VILLAGE / Wappinger Falls (V),Upgrade Distribution System,"6,000","$2,593,401",25,"$471,721,709",NY_Y0_multiyear-0002
18787,Dutchess,RED HOOK WATER DISTRICT #1 / Red Hook (V),"New Treatment to remove PFOA/S and other upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Inter-Connection","1,440","$1,800,000",25,"$473,521,709",NY_Y0_multiyear-0002
18001,Dutchess,BEACON CITY / Beacon (C),Upgrade Distribution System,"19,000","$509,737",25,"$474,031,446",NY_Y0_multiyear-0002
18780,Dutchess,FISHKILL VILLAGE / Fishkill (V),"Water System Upgrades and rehabilitation of existing wells. , Upgrade Ground Water Source, Upgrade Storage","4,100","$2,258,800",$25,"$476,290,246",NY_Y0_multiyear-0002
18864,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Installation of GAC for PFOA/PFOS removal., Upgrade Water Treatment Plant, Upgrade Distribution System","14,000","$5,170,000",$25,"$481,460,246",NY_Y0_multiyear-0002
18578,Dutchess,BEACON HILLS WATER DISTRICT / Fishkill (T),"Construction of water storage tank(s) to supplement water pressure and storage needs for Beacon Hills Water District., New Storage",999,"$2,107,000",$25,"$483,567,246",NY_Y0_multiyear-0002
18000,Dutchess,BEACON CITY / Beacon (C),Upgrade Distribution System,"19,000","$972,907",$25,"$484,540,153",NY_Y0_multiyear-0002
18651,Dutchess,MILLERTON VILLAGE / Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System","1,150",$0,25,"$484,540,153",NY_Y0_multiyear-0002
18568,Dutchess,BRINKERHOFF WATER DISTRICT / Fishkill (T),"Install bypass loop and new isolation valves, Upgrade Transmission","3,788","$1,126,600",20,"$485,666,753",NY_Y0_multiyear-0002
17937,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,"South Tank Rehab, Upgrade Storage","7,012","$679,800",15,"$486,346,553",NY_Y0_multiyear-0002
17709,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,"Replace asbestos cement water mains, Upgrade Distribution System","7,012","$2,133,000",15,"$488,479,553",NY_Y0_multiyear-0002
18091,Dutchess,HOPEWELL SERVICES INC / East Fishkill (T),Upgrade Distribution System,489,"$3,035,400",15,"$491,514,953",NY_Y0_multiyear-0002
17424,Dutchess,LEIGH MANOR / Leona Darrow,Upgrade Ground Water Source,15,"$100,000",$15,"$491,614,953",NY_Y0_multiyear-0002
18251,Dutchess,TITUSVILLE WATER DISTRICT / LaGrange (T),Upgrade Distribution System,700,"$4,622,125",15,"$496,237,078",NY_Y0_multiyear-0002
17938,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,"North Tank Rehab, Upgrade Storage","7,012","$511,500",15,"$496,748,578",NY_Y0_multiyear-0002
18312,Dutchess,QUAKER HILL ESTATES WD / DCWWA,"Replace water treatment plant building., Upgrade Water Treatment Plant",300,"$984,294",15,"$497,732,872",NY_Y0_multiyear-0002
18514,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"New Transmission, New Inter-Connection","14,000","$2,816,235",$15,"$500,549,107",NY_Y0_multiyear-0002
18949,Dutchess,MILLERTON VILLAGE / Millerton (V),Upgrade Distribution System,"1,150","$5,024,500",$15,"$505,573,607",NY_Y0_multiyear-0002
17703,Dutchess,STAATSBURG WATER SYSTEM / DCWWA,"Rehabilitate approximately 3,000 linear feet of water main in Zone C., Upgrade Distribution System","1,072","$773,000",$10,"$506,346,607",NY_Y0_multiyear-0002
17700,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,"Rehabilitate/replace approximately 35,800 linear feet of water main associated with Crumwold Acres Subdivision., Upgrade Distribution System","7,012","$8,806,500",10,"$515,153,107",NY_Y0_multiyear-0002
17693,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,Replace Route 9 water main from Horseshoe Lane to Vanderbilt Lane.,"7,012","$5,014,200",10,"$520,167,307",NY_Y0_multiyear-0002
17691,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,"Replace Route 9 water main from Horseshoe Lane to St. Andrews Road., Upgrade Distribution System","7,012","$3,646,200",10,"$523,813,507",NY_Y0_multiyear-0002
17705,Dutchess,STAATSBURG WATER SYSTEM / DCWWA,"Replace approximately 19,200 linear feet of aged water main in Zone C., Upgrade Distribution System","1,072","$6,180,000",$10,"$529,993,507",NY_Y0_multiyear-0002
17695,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT / DCWWA,Upgrade Distribution System,"7,012","$5,677,875",$10,"$535,671,382",NY_Y0_multiyear-0002
17707,Dutchess,STAATSBURG WATER SYSTEM / DCWWA,"Replacement of approximately 15,780 linear feet of aged water main, Upgrade Distribution System","1,072","$4,876,000",10,"$540,547,382",NY_Y0_multiyear-0002
18145,Dutchess,STAATSBURG WATER SYSTEM / DCWWA,Upgrade Distribution System,"1,072","$1,815,600",$10,"$542,362,982",NY_Y0_multiyear-0002
18381,Erie County,LAWTONS WATER CO / North Collins (T),"Aquisit'n of private PWS & improvements for SWTR & Nitrate issues, New Surface Water Treatment Rule Compliance Facility, Upgrade Distribution System, New Inter-Connection",95,$0,1205,"$542,362,982",NY_Y0_multiyear-0002
17337,Erie,HUNTERS CREEK MOBILE HOME PARK / Hunters Creek MHP,"Address total coliform detections and organic exceedances, Upgrade Water Treatment Plant, New Storage, New Pump Station, Upgrade Distribution System",150,"$175,100",185,"$542,538,082",NY_Y0_multiyear-0002
17339,Erie,S. EAST ERIE CO. REGIONAL WATER PROJECT / Aurora (T),"Aurora WD19, Wales WD's2&3. Extend to serve private contaminated wells, consolidate public water supplies, eliminate public water supply with past coliform detections, Storage, Pump Station, Extend Distribution System, System Consolidation","2,950","$6,400,000",150,"$548,938,082",NY_Y0_multiyear-0002
17169,Erie,ECWA DIRECT / Erie County Water Authority,"Consolidation of the (C) Buffalo's system into ECWA,, New System Consolidation","228,869","$122,000,000",$125,"$670,938,082",NY_Y0_multiyear-0002
17592,Erie,TOWN OF NEWSTEAD WD #10 PHASE 3 / Newstead (T),"Serve area of private contaminated or poor yielding private wells, New Distribution System, New System Consolidation",475,"$3,250,000",110,"$674,188,082",NY_Y0_multiyear-0002
18325,Erie,"EVANS, TOWN WATER DEPARTMENT / Evans (T)","New Water Storage Tank., New Storage","3,882","$5,130,000",$80,"$679,318,082",NY_Y0_multiyear-0002
17395,Erie,ECWA DIRECT / Erie County Water Authority,"Consolidation of the Village of Williamsville's water system into ECWA's., New System Consolidation","228,869","$3,723,500",60,"$683,041,582",NY_Y0_multiyear-0002
18049,Erie,CONCORD TOWN WATER SYSTEM / Concord (T),Extend Distribution System,125,"$335,000",60,"$683,376,582",NY_Y0_multiyear-0002
17980,Erie,WATER DISTRICT NO. 2 / Colden (T),"New Storage, New Distribution System","1,140","$16,075,000",60,"$699,451,582",NY_Y0_multiyear-0002
18003,Erie,CATTARAUGUS STREET WATER DISTRICT / Concord (T),"New Distribution System, New Water District",13,"$325,000",55,"$699,776,582",NY_Y0_multiyear-0002
17394,Erie,ECWA DIRECT / Erie County Water Authority,"Consolidation of the Town of Lancaster's water system into ECWA's., New System Consolidation","228,869","$7,480,000",50,"$707,256,582",NY_Y0_multiyear-0002
18012,Erie,WATER IMPROVEMENT AREA NO. 5 / Alden (T),Extend Distribution System,"1,650","$10,873,000",50,"$718,129,582",NY_Y0_multiyear-0002
18380,Erie,BUFFALO WATER AUTHORITY / Buffalo Water Board,"Upgrade Water Treatment Plant, Upgrade Pump Station, Upgrade Distribution System","276,000","$43,507,200",$45,"$761,636,782",NY_Y0_multiyear-0002
17724,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),Upgrade Water Treatment Plant,"19,500","$2,303,000",40,"$763,939,782",NY_Y0_multiyear-0002
18862,Erie,BUFFALO WATER AUTHORITY / Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System","276,000","$21,450,000",40,"$785,389,782",NY_Y0_multiyear-0002
18085,Erie,WATER DISTRICT#5 / Evans (T),"Inwood Avenue Area- WD#5, Extend Distribution System","3,175","$313,120",$40,"$785,702,902",NY_Y0_multiyear-0002
17730,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),"Upgrade Water Treatment Plant, Upgrade Pump Station","19,500","$3,130,000",35,"$788,832,902",NY_Y0_multiyear-0002
17758,Erie,HAMBURG - 2 / Hamburg (V),Upgrade Distribution System,"1,700","$2,844,000",35,"$791,676,902",NY_Y0_multiyear-0002
18775,Erie,ECWA DIRECT / Erie County Water Authority,"48-inch Raw Water Transmission Main to Van de WTP., Upgrade Transmission","228,869","$4,198,787",35,"$795,875,688",NY_Y0_multiyear-0002
17757,Erie,HAMBURG - 1 / Hamburg (V),Upgrade Distribution System,"1,125","$1,261,000",35,"$797,136,688",NY_Y0_multiyear-0002
17398,Erie,ECWA DIRECT / Erie County Water Authority,"Parallel 48 inch raw water line between Van de Water raw water pump station & WTP., New Transmission","228,869","$5,544,000",30,"$802,680,688",NY_Y0_multiyear-0002
18605,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),"Baseline Road Water Main Improvements; WTP Filtration Capacity Expansion., Upgrade Water Treatment Plant, Upgrade Distribution System","19,500","$5,370,000",30,"$808,050,688",NY_Y0_multiyear-0002
17396,Erie,ECWA DIRECT / Erie County Water Authority,"Parallel 48 inch transmission mains between Van de Water WTP & Ball Pump Station., New Transmission","228,869","$16,620,000",30,"$824,670,688",NY_Y0_multiyear-0002
17399,Erie,ECWA DIRECT / Erie County Water Authority,"36 inch transmission main on Maple Road., New Transmission","228,869","$17,706,000",25,"$842,376,688",NY_Y0_multiyear-0002
18296,Erie,ECWA DIRECT / Erie County Water Authority,"Niagara Falls Blvd Water Main Improvements., Upgrade Distribution System","228,869","$2,031,824",25,"$844,408,512",NY_Y0_multiyear-0002
18298,Erie,ECWA DIRECT / Erie County Water Authority,"Walden Avenue Water Main Improvements., Upgrade Distribution System","228,869","$2,592,785",25,"$847,001,297",NY_Y0_multiyear-0002
18455,Erie,ALDEN VILLAGE / Alden (V) ECWA Interconnection.,New Inter-Connection,"2,666","$180,000",25,"$847,181,297",NY_Y0_multiyear-0002
18901,Erie,ECWA BOSTON / Boston (T),"Water main replacement and pump station upgrades in Water District No.1., Upgrade Pump Station, Upgrade Distribution System","6,604","$10,957,196",20,"$858,138,493",NY_Y0_multiyear-0002
18265,Erie,KENMORE (V) / Kenmore (V),"Water Main Replacement, Upgrade Distribution System","15,236","$3,977,891",20,"$862,116,384",NY_Y0_multiyear-0002
17759,Erie,WATER MAIN REPLACEMENT / Hamburg (T),Upgrade Distribution System,"43,425","$3,103,000",20,"$865,219,384",NY_Y0_multiyear-0002
17733,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),New Transmission,"19,500","$1,250,000",15,"$866,469,384",NY_Y0_multiyear-0002
17620,Erie,WINDOVER WATER CO WM REPLACEMENT / Windover Water Co,Upgrade Distribution System,20,"$189,000",15,"$866,658,384",NY_Y0_multiyear-0002
18302,Erie,EAST AURORA VILLAGE / East Aurora (V),"Sycamore Ave Water Main Improvements., Upgrade Distribution System","7,200","$508,691",15,"$867,167,075",NY_Y0_multiyear-0002
18316,Erie,ANGOLA VILLAGE / Angola (V),"Upgrade Storage, Upgrade Distribution System","4,200","$5,554,415",15,"$872,721,490",NY_Y0_multiyear-0002
17726,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),New Transmission,"19,500","$500,000",15,"$873,221,490",NY_Y0_multiyear-0003
17734,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),Upgrade Storage,"19,500","$2,100,000",15,"$875,321,490",NY_Y0_multiyear-0003
17335,Erie,WILLIAMSVILLE (V) / Williamsville (V),Upgrade Distribution System,"6,017","$2,700,000",10,"$878,021,490",NY_Y0_multiyear-0003
18323,Erie,ORCHARD PARK VILLAGE / Orchard Park (V),"Quaker St Water Line Replacement., Upgrade Distribution System","3,100","$1,900,000",10,"$879,921,490",NY_Y0_multiyear-0003
17690,Erie,CONSOLIDATED WATER DISTRICT / Lancaster (T),Upgrade Distribution System,500,"$2,725,000",10,"$882,646,490",NY_Y0_multiyear-0003
18595,Erie,EAST AURORA VILLAGE / East Aurora (V),"Oakwood Ave Water Main Replacement. , Upgrade Distribution System","7,200","$1,463,000",10,"$884,109,490",NY_Y0_multiyear-0003
17531,Erie,BOSTON (T) WD#2 / Boston (T),Extend Water District,100,"$2,499,100",5,"$886,608,590",NY_Y0_multiyear-0003
17532,Erie,WD#2 / Boston (T),Extend Water District,100,"$2,324,177",5,"$888,932,767",NY_Y0_multiyear-0003
17163,Essex,TICONDEROGA WD / Ticonderoga (T),"New Surface Water Treatment Rule Compliance Facility, Upgrade Water Treatment Plant, New Ground Water Source, New Storage, Upgrade Distribution System","5,000",$0,1270,"$888,932,767",NY_Y0_multiyear-0003
17629,Essex,ESSEX WD / Essex (T),"WTP Upgrades and New GW Source., Upgrade Water Treatment Plant, New Ground Water Source",300,"$3,777,674",1160,"$892,710,441",NY_Y0_multiyear-0003
18275,Essex,KEESEVILLE V / Chesterfield (T),"WTP, storage, and distribution improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,300","$5,500,000","$1,150","$898,210,441",NY_Y0_multiyear-0003
18184,Essex,CROWN POINT WD / Crown Point (T),"Rehab and upgrades to contaminated wells and replacing mains with severe break history., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",995,$0,"$1,140","$898,210,441",NY_Y0_multiyear-0003
18270,Essex,TICONDEROGA WD / Ticonderoga (T),"Chilson-Eagle Lake SWTR Compliance Project., New Surface Water Treatment Rule Compliance Facility, Upgrade Distribution System","5,000","$8,306,300",135,"$906,516,741",NY_Y0_multiyear-0003
18709,Essex,ELIZABETHTOWN WD / Elizabethtown (T),"New well to meet capacity standards, address use of springs (GWUDI), Telemetry & Treatment., Upgrade Water Treatment Plant, New Ground Water Source",900,"$3,025,000",$115,"$909,541,741",NY_Y0_multiyear-0003
18982,Essex,WILLSBORO WD / Willsboro (T),"New WTP, WST, water meters, and upgrades to water distribution system., New Water Treatment Plant, New Storage, Upgrade Distribution System","1,571","$20,140,002",100,"$929,681,743",NY_Y0_multiyear-0003
18291,Essex,LAKE PLACID V / Lake Placid (V),"Upgrade Water Treatment Plant, New Storage, Upgrade Distribution System","5,000",$0,70,"$929,681,743",NY_Y0_multiyear-0003
17193,Essex,AUSABLE FORKS WD / Jay (T),"New Water Treatment Plant, New Ground Water Source, New Storage",900,$0,65,"$929,681,743",NY_Y0_multiyear-0003
18869,Essex,KEENE WD / Keene (T),"WD #2. New redundant well and upgrades to well building., New Ground Water Source",300,"$5,898,337",$60,"$935,580,080",NY_Y0_multiyear-0003
18844,Essex,TICONDEROGA WD / Ticonderoga (T),"New Meters and Storage., New Storage, Upgrade Distribution System","5,000","$10,104,679",50,"$945,684,759",NY_Y0_multiyear-0003
18887,Essex,MINERVA WD / Minerva (T),"Replacement of Approx. 6,400-ft of water main., Upgrade Distribution System",800,"$2,400,000",35,"$948,084,759",NY_Y0_multiyear-0003
18423,Essex,RAY BROOK WD / North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,$0,$35,"$948,084,759",NY_Y0_multiyear-0003
18061,Franklin,TUPPER LAKE V / Tupper Lake (V),"New wells to replace SW source and inadequate DE plant., New Ground Water Source, Upgrade Distribution System","5,500",$0,1235,"$948,084,759",NY_Y0_multiyear-0003
18804,Franklin,TUPPER LAKE V / Tupper Lake (V),"DBP Reduction and New Well Development, Upgrade Water Treatment Plant, New Ground Water Source","5,500","$1,843,200",85,"$949,927,959",NY_Y0_multiyear-0003
18531,Franklin,SARANAC LAKE V / Saranac Lake (V),Distribution main replacement,"5,800","$10,665,000",35,"$960,592,959",NY_Y0_multiyear-0003
18852,Franklin,WEST SIDE WD / Malone (T),"Rt 11 Emergency WM Replacement., Upgrade Distribution System",250,"$927,000",25,"$961,519,959",NY_Y0_multiyear-0003
18976,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"WTP and Water Distribution system improvements. New booster pump station., Upgrade Water Treatment Plant, New Pump Station, Upgrade Distribution System","17,991","$5,001,752",70,"$966,521,711",NY_Y0_multiyear-0003
17882,Fulton,BROADALBIN (V) / Broadalin (V),"Replace Aged Storage Tank, New Storage","1,397",$0,45,"$966,521,711",NY_Y0_multiyear-0003
18331,Fulton,MAYFIELD (V) WATER WORKS / Mayfield (V),"Replace Elevated Storage Tank., New Storage",817,"$1,374,898",40,"$967,896,609",NY_Y0_multiyear-0003
18411,Genesee,ALEXANDER VILLAGE / Alexander (V),"Upgrade Transmission, Upgrade Pump Station, Upgrade Distribution System",781,$0,1080,"$967,896,609",NY_Y0_multiyear-0003
18187,Genesee,TOWNLINE WATER PROJECT / Batavia (T),Extend Distribution System,500,"$6,300,000",$60,"$974,196,609",NY_Y0_multiyear-0003
18045,Genesee,CREEK RD. WD / Batavia (T),New Water District,136,"$1,407,623",60,"$975,604,232",NY_Y0_multiyear-0003
18047,Genesee,RTE 98 WD / Batavia (T),"New Water District the serve areas East and West of Rte. 98, New Water District",318,"$5,322,464",55,"$980,926,696",NY_Y0_multiyear-0003
18046,Genesee,PRATT RD. WD / Batavia (T),New Water District,55,"$1,067,974",$55,"$981,994,670",NY_Y0_multiyear-0003
18774,Genesee,MCWA GENESEE / Genesee County,"Phase 2 Water Supply Project., Upgrade Pump Station, New Pump Station","13,250","$5,359,228",$40,"$987,353,898",NY_Y0_multiyear-0003
18274,Genesee,BATAVIA CITY / Batavia (C),Upgrade Distribution System,"16,310","$5,417,800",$35,"$992,771,698",NY_Y0_multiyear-0003
18919,Genesee,MCWA SHOREMONT WTP / Monroe County Water Authority,"1.5MG tank installation in Town of Pavilion., New Ground Water Source","310,000","$2,317,500",20,"$995,089,198",NY_Y0_multiyear-0003
18078,Genesee,WD #2 / Alexander (T),Extend Distribution System,165,"$1,747,910",5,"$996,837,108",NY_Y0_multiyear-0003
16106,Greene,TANNERSVILLE VILLAGE / Tannersville (V),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission, Upgrade Distribution System",448,$0,1165,"$996,837,108",NY_Y0_multiyear-0003
