Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,SFY Project Expected Funding,BIL Eligibility
591,Wenonah Borough,0819001-001,"Water System Asset Management Plan and System Improvements - Water Tank
Rehabilitation",2278,1500000,-,2110000,60,0,0,0,0,0,0,0.02,60.02,2027,BIL (GEN)
592,Essex Fells Borough,0706001-001,Rehabilitate 1 MG water storage tank,2200,360000,188000,548000,60,0,0,0,0,0,0,0.02,60.02,2030,BIL (GEN)
593,Hardyston Municipal Utilities Authority,1911006-001,Water Meter Replacement,1963,405000,81000,486000,25,0,20,0,0,15,0,0.02,60.02,2027,BIL (GEN)
594,Glen Gardner Borough,1012001-001,Rehabilitate storage tank,1902,350000,356000,706000,60,0,0,0,0,0,0,0.02,60.02,2030,BIL (GEN)
595,Brookwood Musconetcong River Property Owners Association,1904001-005,Tower Painting & Meter System,422,308093,648000,369712,60,0,0,0,0,0,0,0.01,60.01,2024,BIL (GEN)
595,Stillwater Township,1920001-002,Painting interior of water tank,1200,40000,28000,68000,60,0,0,0,0,0,0,0.01,60.01,2030,BIL (GEN)
596,Manchester Utilities Authority,1603301-001,Reactivation of the Tilt St Spring,1000,68750,48126,116876,15,0,15,0,0,0,30,0.01,60.01,2030,BIL (GEN)
597,Collier Services,1328300-001,"Replace existing 24,000 gallon elevated storage tank to prevent freezing and leakage",350,350000,245000,595000,60,0,0,0,0,0,0,0,60,2030,BIL (GEN)
598,Rosemont Water Company,1007002-004,Rosemont Water Company Emergency Well Pump Repair,,23000,-,27600,60,0,0,0,0,0,0,0,60,2025,BIL (GEN)
599,Rosemont Water Company,1007002-003,Replace existing underground hydro-pneumatic tank with ground level storage tank,225,38860,27202,66062,60,0,0,0,0,0,0,0,60,2030,BIL (GEN)
600,Plausha Park Water Company,1421004-003,"Rehabilitation of concrete storage facility including security measures and
instrumentation",200,135000,51000,186000,60,0,0,0,0,0,0,0,60,2030,BIL (GEN)
601,"Wonder Lakes Properties, Incorporate",1615017-003,Replace hydro-pneumatic tank and install new tank,170,25000,16900,41900,60,0,0,0,0,0,0,0,60,2030,BIL (GEN)
604,Lakewood Township Municipal Utilities Authority,1514002-013,iInstallation of SCADA,25000,125000,87500,212500,1,25,0,0,0,0,30,0.25,56.25,2030,BIL (GEN)
605,Bloom.eld Township,0702001-002,Water Meter Replacement,47982,6000000,416832,7230970,35,0,0,5,0,15,0,0.48,55.48,2030,BIL (GEN)
606,Winslow Township,0436007-010,Well #2 Filter Plant Upgrade,39147,2365000,762000,3036000,40,0,0,0,0,0,15,0.39,55.39,N/A,BIL (GEN)
607,Montclair Township,0713001-011,New 1.0MG High Zone Tank,37766,2412250,1652808,4065058,50,0,0,5,0,0,0,0.38,55.38,2030,BIL (GEN)
610,Hammonton Town,0113001-007,Water Meter Replacement,11300,607500,535500,1143000,25,0,15,0,0,0,15,0.11,55.11,2030,BIL (GEN)
611,Hopatcong Borough,1912001-005,Hopatcong Borough Water Meter Replacement Project,7000,640000,360000,928000,25,0,15,0,0,0,0,0.07,55.07,2027,BIL (GEN)
612,Allentown Borough,1302001-003,Water Meter Replacement,1828,454850,209670,664520,25,0,15,0,0,15,0,0.02,55.02,2030,BIL (GEN)
613,"NJ American Water Company, Inc.",0327001-008,Installation of a booster station including associated apputenances at Barrington,253045,500000,350000,850000,50,0,0,0,0,0,0,2.53,52.53,2030,BIL (GEN)
615,Mount Arlington Borough,1426005-001,Rehabilitation of the Schmitz Terrace Stand Pipe,5187,2060000,505650,2565650,1,50,0,0,0,0,0,0.05,51.05,N/A,BIL (GEN)
616,"NJ American Water Company, Inc.",0119002-006,Smithvillve ASR Well,88088,900000,352216,1252216,15,0,20,0,0,0,15,0.88,50.88,2030,BIL (GEN)
617,Brick Township Municipal Utilities Authority,1506001-016,Reservoir Infrastructure Mitigation Improvements Project,73620,9100000,404947,11124000,15,0,20,0,0,0,0,0.87,50.87,2025,BIL (GEN)
617,Brick Township Municipal Utilities Authority,1506001-017,Replacement of Three Cohansey Wells,73620,2800000,295922,3545890,15,0,20,0,0,0,0,0.87,50.87,2027,BIL (GEN)
618,"NJ American Water Company, Inc.",0508001-006,Installation of New Water Meters,28071,105001,73498,178499,35,0,0,0,0,0,15,0.28,50.28,2030,BIL (GEN)
620,Mahwah Township,0233001-011,Installation of a new Nilson Ave. Booser Pump Station,24062,1400000,675504,2075504,50,0,0,0,0,0,0,0.24,50.24,2030,BIL (GEN)
621,South Orange Village,0719001-002,Well 17 Emergency Power,16198,50000,22500,72500,45,0,0,5,0,0,0,0.17,50.17,2030,BIL (GEN)
622,Bordentown City,0303001-005,Construct a 1.25 MG storage tank,15831,2600000,832000,3432000,50,0,0,0,0,0,0,0.16,50.16,2030,BIL (GEN)
623,Verona Township,0720001-003,Construction of a new Fairview Ave tank,13641,2000000,1140000,3140000,50,0,0,0,0,0,0,0.14,50.14,2030,BIL (GEN)
623,Verona Township,0720001-008,CLARIDGE PUMP PROJECT,,1500000,724750,1800000,50,0,0,0,0,0,0,0.14,50.14,2027,BIL (GEN)
624,East Hanover Township,1410001-005,Construction of a new water storage tank,10000,2500000,1360000,3860000,50,0,0,0,0,0,0,0.1,50.1,2030,BIL (GEN)
626,Harding Woods Mobile Home Community,1710001-002,Installation of new water meters in Harding Woods Mobile Home Park,1103,210000,147000,357000,35,0,0,0,0,0,15,0.01,50.01,2030,BIL (GEN)
627,Lake Glenwood Village,1922010-003,"Installation of a new 8,000 gal. underground concrete water storage tank",250,50000,35000,85000,50,0,0,0,0,0,0,0,50,2030,BIL (GEN)
628,North Shore Water Association,1904004-003,Installation of storage tank,105,300000,60000,360000,50,0,0,0,0,0,0,0,50,2030,BIL (GEN)
629,Colby Homeowners Association Water Company,1904007-002,Installation of a new storage tank,75,150000,105000,255000,50,0,0,0,0,0,0,0,50,2030,BIL (GEN)
631,Washington Township Municipal Utilities Authority,0818004-008,"Installation of solar system for wells # 18, 19 & 20",48559,638000,446600,1084600,45,0,0,0,0,0,0,0.49,45.49,2030,BIL (GEN)
632,Vineland City,0614003-015,Well No. 17 Installation,36848,100000,95000,195000,15,0,15,0,0,0,15,0.37,45.37,2030,BIL (GEN)
633,Jackson Township Municipal Utilities Authority,1511001-008,Installation of a water main and booster station to interconnect the Legler system,32600,2766500,1477260,4243760,30,0,15,0,0,0,0,0.33,45.33,2030,BIL (GEN)
634,Gar.eld City,0221001-003,Rehabilitation of Well 1A,29780,400000,280000,680000,15,0,0,0,0,0,30,0.3,45.3,2030,BIL (GEN)
635,East Windsor Municipal Utilities Authority,1101002-004,Installation of solar panels at 2 facilities,27200,1522500,929900,2452400,45,0,0,0,0,0,0,0.27,45.27,2030,BIL (GEN)
636,Burlington Township,0306001-003,Purchase of water meters to replace existing meters-Phases 2 to 4,22000,250000,-10000,240000,25,0,20,0,0,0,0,0.22,45.22,2030,BIL (GEN)
638,Pompton Lakes Municipal Utilities Authority,1609001-004,Installation of emergency generator at wells,11435,175000,122500,297500,45,0,0,0,0,0,0,0.11,45.11,2030,BIL (GEN)
639,Freehold Borough,1315001-001,Replace and construct two well houses that protect well pumps,11029,125000,87500,212500,15,0,15,0,0,0,15,0.11,45.11,2030,BIL (GEN)
640,Pemberton Township,0329004-005,Replacing Well #4 with Well #14,10815,265000,247000,512000,15,0,15,0,0,0,15,0.11,45.11,2030,BIL (GEN)
640,Pemberton Township,0329004-010,Conversion of test well #14 to production well,10815,400000,280000,680000,15,0,15,0,0,0,15,0.11,45.11,2030,BIL (GEN)
641,Pine Hill Municipal Utilities Authority,0428002-005,PRM Backup Well #4 and Decommision of Wells #6 & #7,10233,760000,1083915,912000,15,0,0,0,0,0,30,0.1,45.1,2030,BIL (GEN)
642,Brigantine City,0103001-501,Installation of Generators at well,11117,677100,304695,981795,45,0,0,0,0,0,0,0.09,45.09,2026,BIL (GEN)
643,Tuckerton Borough,1532002-001,2022 Rehabilitation of Well #3 and Well #4,3347,210000,1533317,255200,15,0,15,0,0,0,0,0.06,45.06,N/A,BIL (GEN)
644,Washington Township Municipal Utilities Authority,1438004-002,WTMUA - Water System Improvements,7500,800000,421300,1000000,45,0,0,0,0,0,0,0.05,45.05,2027,BIL (GEN)
646,West Milford Municipal Utilities Authority,1615016-002,Replace Generator,1625,78000,74100,152100,45,0,0,0,0,0,0,0.02,45.02,2030,BIL (GEN)
646,West Milford Municipal Utilities Authority,1615016-002/500,Milford Emergency Power Generators,1625,78000,15600,93600,45,0,0,0,0,0,0,0.02,45.02,2030,BIL (GEN)
648,Forest Lakes Water Company,1904003-001,Installation of two generators,1500,110000,77000,187000,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
649,West Milford Municipal Utilities Authority,1615018-002,Replace Generator,1260,60000,42000,102000,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
649,West Milford Municipal Utilities Authority,1615018-002/500,Bald Eagle Emergency Power Generators,1260,60000,12000,72000,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
650,West Milford Municipal Utilities Authority,1615014-001,Replace Generator,700,78000,74100,152100,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
650,West Milford Municipal Utilities Authority,1615014-001/500,Crescent Park Emergency Power Generators,700,78000,15600,93600,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
651,West Milford Municipal Utilities Authority,1615012-002,Replace Generator,635,78000,74100,152100,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
651,West Milford Municipal Utilities Authority,1615012-002/500,Awosting Emergency Power Generators,635,78000,15600,93600,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
652,West Milford Municipal Utilities Authority,1615002-002,Replace Generator,600,60000,57000,117000,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
652,West Milford Municipal Utilities Authority,1615002-002/500,Greenbrook Emergency Power Generators,600,60000,12000,72000,45,0,0,0,0,0,0,0.01,45.01,2030,BIL (GEN)
653,West Milford Municipal Utilities Authority,1615001-002,Replace Generator,180,60000,57000,117000,45,0,0,0,0,0,0,0,45,2030,BIL (GEN)
653,West Milford Municipal Utilities Authority,1615001-002/500,Birch Hill Emergency Power Generator,180,60000,12000,72000,45,0,0,0,0,0,0,0,45,2030,BIL (GEN)
654,West Milford Municipal Utilities Authority,1615006-002,Replace Generator,115,25000,23750,48750,45,0,0,0,0,0,0,0,45,2030,BIL (GEN)
654,West Milford Municipal Utilities Authority,1615006-002/500,Parkway Emergency Power Generator,805,25000,5000,30000,45,0,0,0,0,0,0,0,45,2030,BIL (GEN)
655,"NJ American Water Company, Inc.",1345001-007,Monterey Iron Removal,289553,5000000,2460000,7460000,40,0,0,0,0,0,0,2.9,42.9,2030,BIL (GEN)
656,"NJ American Water Company, Inc.",2004002-009,Installation of New Water Meters,610000,161448,113013,274461,35,0,0,0,0,0,0,6.1,41.1,2030,BIL (GEN)
657,Netcong Borough,1428001-001,Water System Assment Management Plan,3250,95000,350000,114000,1,0,15,5,0,0,0,0.03,41.03,2029,BIL (GEN)
658,Belleville Township,0701001-005,Replacement of Water meters,35928,3000000,1580000,4580000,25,0,0,0,0,0,15,0.36,40.36,2030,BIL (GEN)
659,"NJ American Water Company, Inc.",0508001-007,Replacement of Water Meters,28071,1000563,700246,1700809,25,0,0,0,0,0,15,0.28,40.28,2030,BIL (GEN)
660,South Orange Village,0719001-007,Replace Pressure Reducing Valves,16198,160000,72000,232000,30,0,0,5,0,0,0,0.17,40.17,2027,BIL (GEN)
661,East Hanover Township,1410001-001,Renovation of treatment plant - addition of ion exchange for well #1 & #2,10000,900000,630000,1530000,40,0,0,0,0,0,0,0.1,40.1,2030,BIL (GEN)
662,Florham Park Borough,1411001-001,Construction of Water Treatment Facility for removal of manganese,8857,5198709,2547432,7746141,40,0,0,0,0,0,0,0.09,40.09,2030,BIL (GEN)
663,High Bridge Borough,1014001-002,Improvements to the High Bridge Water System,3900,876465,200293,1076758,25,0,0,0,0,15,0,0.03,40.03,2027,BIL (GEN)
664,"NJ American Water Company, Inc.",1345001-014,Installation of New Water Meters,289553,96139,67287,163426,35,0,0,0,0,0,0,2.9,37.9,2030,BIL (GEN)
665,"NJ American Water Company, Inc.",0327001-012,Installation of New Water Meters,253045,116624,81636,198260,35,0,0,0,0,0,0,2.53,37.53,2030,BIL (GEN)
666,Brick Township Municipal Utilities Authority,1506001-007,Chlorine Disinfection System Relocation,100000,2400000,1734000,4134000,1,0,20,0,0,0,15,1.34,37.34,2030,BIL (GEN)
667,"NJ American Water Company, Inc.",0712001-014,Installation of New Water Meters,217230,171818,120271,292089,35,0,0,0,0,0,0,2.17,37.17,2030,BIL (GEN)
668,Willingboro Municipal Utilities Authority,0338001-005,Energy Savings Improvement Program (DW),35000,1571647,2280000,1885976,1,0,20,0,0,0,15,0.35,36.35,2025-2026,BIL (GEN)
669,Bellmawr Borough,0404001-003,"Replacement of water mains will be needed to serve a brown.eld redevelopment
area.",11583,6100000,2944000,9044000,1,0,0,0,5,0,30,0.12,36.12,2030,BIL (GEN)
669,Bellmawr Borough,0404001-004,A new 0.3 MG storage tank is needed to serve a Brown.eld redevelopment area.,11583,380000,266000,646000,1,0,0,0,5,0,30,0.12,36.12,2030,BIL (GEN)
670,"NJ American Water Company, Inc.",0323001-003,Installation of New Water Meters,42035,7092,4962,12054,35,0,0,0,0,0,0,0.42,35.42,2030,BIL (GEN)
671,Willingboro Municipal Utilities Authority,0338001-013,Replacement of Well No. 1,34731,433200,1593456,2026656,15,0,20,0,0,0,0,0.38,35.38,2030,BIL (GEN)
672,Burlington Township,0306001-002,Rehabilitate well #4,22000,75000,-3000,72000,15,0,20,0,0,0,0,0.22,35.22,2030,BIL (GEN)
673,South Orange Village,0719001-004,Farrell Field (Walton Ave & Audley St.) Interconnection Rehab.,16198,83000,37350,120350,30,0,0,5,0,0,0,0.17,35.17,2030,BIL (GEN)
674,South Orange Village,0719001-003,South Orange Ave and Holland Road Interconnection Rehabilitation,16198,82500,57750,140250,30,0,0,5,0,0,0,0.16,35.16,2030,BIL (GEN)
675,"NJ American Water Company, Inc.",1605001-003,Installation of New Water Meters,11247,92036,64423,156459,35,0,0,0,0,0,0,0.11,35.11,2030,BIL (GEN)
676,Collier Services,1328300-005,Install new meters and water conservation devices at Collier Services Bldgs,350,3000,2100,5100,35,0,0,0,0,0,0,0,35,2030,BIL (GEN)
677,"NJ American Water Company, Inc.",0712001-004,Interconnection of Twin Lake and Short Hill Systems,217230,600000,420000,1020000,30,0,0,0,0,0,0,2.17,32.17,2030,BIL (GEN)
678,Gar.eld City,0221001-007,Upgrade to SCADA,29780,50000,35000,85000,1,0,0,0,0,0,30,0.3,31.3,2030,BIL (GEN)
679,Little Egg Harbor Municipal Utilities Authority,1516001-500,Radio Road Water Treatment Plant,20065,452200,382110,834310,1,0,15,0,0,0,15,0.2,31.2,2030,BIL (GEN)
680,Hammonton Town,0113001-010,SCADA System/Water Meter Replacment Proj,11300,200000,34000,234000,1,0,15,0,0,0,15,0.11,31.11,2030,BIL (GEN)
681,Pemberton Township,0329004-008,Various Water System Improvements,10815,250000,234000,484000,1,0,15,0,0,0,15,0.11,31.11,2030,BIL (GEN)
682,"NJ American Water Company, Inc.",2004002-010,Replacement of Water Meters,610000,1847297,1072809,2920106,25,0,0,0,0,0,0,6.1,31.1,2030,BIL (GEN)
683,Lower Township Municipal Utilities Authority,0505002-001,Extension of water mains to service homes that are on private wells,9700,5000000,2460000,7460000,1,0,0,0,0,0,30,0.1,31.1,2030,BIL (GEN)
683,Lower Township Municipal Utilities Authority,0505002-002,Installation of well #10,9700,1500000,920000,2420000,1,0,0,0,0,0,30,0.1,31.1,2030,BIL (GEN)
684,Franklin Township - Gloucester,1808001-007,Construction of an interconnection w/ New Brunswick City,50000,600000,164000,764000,30,0,0,0,0,0,0,0.5,30.5,2030,BIL (GEN)
685,Jackson Township Municipal Utilities Authority,1511001-006,Construction of back up well for Manhattan Water Treatment Plant,32600,489080,342355,831435,15,0,15,0,0,0,0,0.33,30.33,2030,BIL (GEN)
686,"NJ American Water Company, Inc.",0508001-003,Third Street Well Replacement,28071,2000000,1140000,3140000,15,0,0,0,0,0,15,0.28,30.28,2030,BIL (GEN)
687,Berlin Borough,0405001-007,"Redrilling of well, approximately 450 feet deep",13121,600000,420000,1020000,15,0,15,0,0,0,0,0.13,30.13,2030,BIL (GEN)
688,Pompton Lakes Municipal Utilities Authority,1609001-010,Pompton Ave Water Main Installation,70,1277500,250000,1646200,30,0,0,0,0,0,0,0.11,30.11,2027,BIL (GEN)
689,Hopatcong Borough,1912001-008,"Install new well and construct associated treatment facilities, SCADA system,
generator & mains",7900,666000,466200,1132200,15,0,15,0,0,0,0,0.08,30.08,2030,BIL (GEN)
689,Hopatcong Borough,1912001-010,Construction of a new surface water treatment plant for reactivated Elbo Pt well,7900,1800000,1052000,2852000,15,0,15,0,0,0,0,0.08,30.08,2030,BIL (GEN)
690,Hightstown Borough,1104001-002,"New Well #3 - Upgrades to plant, well house and pump",5567,500000,350000,850000,15,0,15,0,0,0,0,0.06,30.06,2030,BIL (GEN)
691,National Park Borough,0812001-002,Redevelopment/ Rehabilitation to Well 5 with a new well house,3289,94100,62850,156950,15,0,0,0,0,0,15,0.03,30.03,2030,BIL (GEN)
692,Sparta Township,1918003-001,Installation of a water main interconnection,1618,545700,-21828,523872,30,0,0,0,0,0,0,0.02,30.02,2030,BIL (GEN)
693,Fountainhead Properties Incorporate,1511013-003,Rehabilitation of well #2,280,36050,24558,60608,15,0,15,0,0,0,0,0,30,2030,BIL (GEN)
693,Fountainhead Properties Incorporate,1511013-004,Improvements/Replacement of well #1,280,138450,50462,188912,15,0,15,0,0,0,0,0,30,2030,BIL (GEN)
694,Lake Glenwood Village,1922010-005,New well #8 for upper system,250,110000,49500,159500,15,0,15,0,0,0,0,0,30,2030,BIL (GEN)
695,"NJ American Water Company, Inc.",1345001-015,Replacement of Water Meters,289553,758658,531059,1289717,25,0,0,0,0,0,0,2.9,27.9,2030,BIL (GEN)
696,"NJ American Water Company, Inc.",0327001-013,Replacement of Water Meters,253045,6810000,3256400,10066400,25,0,0,0,0,0,0,2.53,27.53,2030,BIL (GEN)
697,"NJ American Water Company, Inc.",0712001-015,Replacement of Water Meters,217230,3459147,1782023,5241170,25,0,0,0,0,0,0,2.17,27.17,2030,BIL (GEN)
698,"NJ American Water Company, Inc.",1103002-001,Replacement of Water Meters,120000,4414176,2202235,6616411,25,0,0,0,0,0,0,1.2,26.2,2030,BIL (GEN)
699,Allentown Borough,1302001-001,Asset Management Plan,1788,42500,713245,61625,1,0,15,0,0,0,0,0.02,26.02,2027,BIL (GEN)
700,Ridgewood Village,0215001-024,"Replacement of 14,629 water meters with radio frequency meters",61700,4235435,2123591,6359026,25,0,0,0,0,0,0,0.62,25.62,2030,BIL (GEN)
701,Franklin Township - Gloucester,1808001-005,Replace Water Meters,50000,3500000,1800000,5300000,25,0,0,0,0,0,0,0.5,25.5,2030,BIL (GEN)
702,North Brunswick Township,1215001-006,Water Meter Replacement,42392,4500000,-,5427000,25,0,0,0,0,0,0,0.42,25.42,2030,BIL (GEN)
703,"NJ American Water Company, Inc.",0323001-004,Replacement of Water Meters,42035,1796443,1047794,2844237,25,0,0,0,0,0,0,0.42,25.42,2030,BIL (GEN)
704,Margate City,0116001-002,Margate Water Meter Project,22333,2427116,750816,2912539,25,0,0,0,0,0,0,0.22,25.22,2030,BIL (GEN)
705,Lyndhurst Township,0232001-003,Township Wide Water Meter Replacement Program,22453,3000000,-,3600000,25,0,0,0,0,0,0,0.2,25.2,2027,BIL (GEN)
706,Bordentown City,0303001-001,Water Meter Replacement Program,16663,2350000,192000,2900000,25,0,0,0,0,0,0,0.16,25.16,2027,BIL (GEN)
707,Highland Park Borough,1207001-001,2018-19 Water System Improvements,14245,2350000,882000,3232000,25,0,0,0,0,0,0,0.14,25.14,2027,BIL (GEN)
708,Clinton Town,1005001-007,Replace Water Meters,12500,699465,314759,1014224,25,0,0,0,0,0,0,0.12,25.12,2026,BIL (GEN)
709,"NJ American Water Company, Inc.",1605001-004,Replacement of Water Meters,11247,945530,661871,1607401,25,0,0,0,0,0,0,0.11,25.11,2030,BIL (GEN)
710,Oakland Borough,0220001-002,Replace 4600 Water Meters,12959,1800000,706000,2506000,25,0,0,0,0,0,0,0.05,25.05,2029,BIL (GEN)
711,Mine Hill Township,1420001-004,Replace Water Meters,3400,210000,147000,357000,25,0,0,0,0,0,0,0.03,25.03,2030,BIL (GEN)
712,Pine Beach Borough,1522001-001,Merion Ave. Well Replacement / Townwide Water Meter Replacement Project,2080,650000,489400,1139400,25,0,0,0,0,0,0,0.02,25.02,2030,BIL (GEN)
713,Island Heights Borough,1510001-005,Water Meter Replacement Project,1521,750000,404000,950000,25,0,0,0,0,0,0,0.02,25.02,2030,BIL (GEN)
714,Montclair Township,0713001-006,Redevelop Glen.eld Wells,38977,500000,350000,850000,15,0,0,5,0,0,0,0.39,20.39,2030,BIL (GEN)
714,Montclair Township,0713001-008,Nishuane Well Production & Treatment Facility,38977,1600000,886000,2486000,15,0,0,5,0,0,0,0.39,20.39,2030,BIL (GEN)
716,Matawan Borough,1329001-003,Rehabilitate the Boroughs two wells,8810,232801,80580,313381,15,0,0,5,0,0,0,0.09,20.09,2030,BIL (GEN)
717,"NJ American Water Company, Inc.",1345001-011,Drill two additional wells to increase the capacity at Yellowbrook WTP,289553,3200000,2288866,5488866,15,0,0,0,0,0,0,2.9,17.9,2030,BIL (GEN)
718,Jackson Township Municipal Utilities Authority,1511001-007,Ancillary Improvements to the Old Manhattan Water Treatment Facility,32600,1500000,920000,2420000,1,0,15,0,0,0,0,0.33,16.33,2030,BIL (GEN)
719,Hopatcong Borough,1912001-004,Small System Asset Management,7224,-,100000,100000,1,0,15,0,0,0,0,0.07,16.07,N/A,BIL (GEN)
722,Parsippany Troy Hills Township,1429001-002,Replacement Well 20-R,56000,4194000,950000,5334768,15,0,0,0,0,0,0,0.5,15.5,2027,BIL (GEN)
724,Marlboro Township,1328002-004,New Stand-by Well 5A (Tennent Rd Treatment Plant & Booster Pump Station),27000,933000,419850,1352850,15,0,0,0,0,0,0,0.29,15.29,2026,BIL (GEN)
724,Marlboro Township,1328002-007,Well #2 Replacement,41502,2750000,664600,3468150,15,0,0,0,0,0,0,0.29,15.29,2027,BIL (GEN)
724,Marlboro Township,1328002-009,Well #1 Replacement,41502,1300000,-,1660750,15,0,0,0,0,0,0,0.29,15.29,2027,BIL (GEN)
725,Lacey Township,1512001-001,Construction of two test wells # 7 and 8,26240,1846000,396160,2242160,15,0,0,0,0,0,0,0.26,15.26,2030,BIL (GEN)
725,Lacey Township,1512001-002,Upgrade of WTP to make wells # 7 and 8 operational,26240,2895200,56464,2951664,15,0,0,0,0,0,0,0.26,15.26,2030,BIL (GEN)
726,South River Borough,1223001-003,Rehabilitation of Borough Wells,16023,875000,4000000,1225000,15,0,0,0,0,0,0,0.16,15.16,2030,BIL (GEN)
729,Pemberton Township,0329004-001,Pinelands Water Infrastructure,2500,2420000,1167000,2904000,15,0,0,0,0,0,0,0.12,15.12,2025,BIL (GEN)
730,East Hanover Township,1410001-002,New Water Treatment Plant for Well 6,10000,2275000,1261000,3536000,15,0,0,0,0,0,0,0.1,15.1,2030,BIL (GEN)
731,Lavallette Borough,1515001-002,Replacement of Potable Water Supply - Well # 3,9525,3000000,14089698,3750000,15,0,0,0,0,0,0,0.1,15.1,N/A,BIL (GEN)
732,Seaside Park Borough,1527001-005,Construction of new well #11,5633,869500,-,1043400,15,0,0,0,0,0,0,0.06,15.06,2030,BIL (GEN)
733,Oakland Borough,0220001-001,Construct new Well 10A as backup for Well 10,12959,100000,45000,145000,15,0,0,0,0,0,0,0.05,15.05,2030,BIL (GEN)
733,Oakland Borough,0220001-003,Well 9 - Diesel Generator,12959,100000,45000,145000,15,0,0,0,0,0,0,0.05,15.05,2030,BIL (GEN)
734,Washington Township Municipal Utilities Authority,1438004-003,WTMUA - Proposed Well SM-23 and Water Treatment Facility,,3100000,360000,4320000,15,0,0,0,0,0,0,0.05,15.05,2027,BIL (GEN)
735,Ocean Gate Borough,1521001-003,Well Water Construction/Drilling a new well,2800,522700,145910,668610,15,0,0,0,0,0,0,0.03,15.03,2026,BIL (GEN)
736,Harvey Cedars Borough,1509001-002,Installation of a Water Monitoring Well,3165,719000,323550,1042550,15,0,0,0,0,0,0,0.03,15.03,2025,BIL (GEN)
737,Pine Beach Borough,1522001-002,Merion Ave. Well Replacement / Townwide Water Meter Replacement Project,2080,325000,187160,512160,15,0,0,0,0,0,0,0.02,15.02,2030,BIL (GEN)
738,West Milford Municipal Utilities Authority,1615016-003,Rehabilitation of Well,1625,132000,125400,257400,15,0,0,0,0,0,0,0.02,15.02,2030,BIL (GEN)
739,Farmingdale Borough,1314001-001,"Redevelop well #3; upgrade control system for well #3 & 4, misc improvements to
the WTP",1500,446000,89200,535200,15,0,0,0,0,0,0,0.01,15.01,2030,BIL (GEN)
740,West Milford Municipal Utilities Authority,1615018-003,Rehabilitation of Well,1260,66000,46200,112200,15,0,0,0,0,0,0,0.01,15.01,2030,BIL (GEN)
741,"NJ American Water Company, Inc.",0809001-001,Beckett Well Replacement,1085,450000,176108,626108,15,0,0,0,0,0,0,0.01,15.01,2030,BIL (GEN)
742,West Milford Municipal Utilities Authority,1615012-003,Rehabilitation of Well,635,90000,85500,175500,15,0,0,0,0,0,0,0.01,15.01,2030,BIL (GEN)
743,Lakeshore Company,1413001-002,Well 5,3838,300000,1400000,360000,15,0,0,0,0,0,0,0,15,2027,BIL (GEN)
744,West Milford Municipal Utilities Authority,1615001-003,Rehabilitation of Well,180,60000,57000,117000,15,0,0,0,0,0,0,0,15,2030,BIL (GEN)
745,West Milford Municipal Utilities Authority,1615006-003,Rehabilitation of Well,115,66000,62700,128700,15,0,0,0,0,0,0,0,15,2030,BIL (GEN)
746,Colby Homeowners Association Water Company,1904007-001,Installation of back up well,75,100000,70000,170000,15,0,0,0,0,0,0,0,15,2030,BIL (GEN)
747,South Orange Village,0719001-011,Flush Valve Removal,16198,188546,84845,273391,1,0,0,5,0,0,0,0.16,6.16,2030,BIL (GEN)
748,"NJ American Water Company, Inc.",1345001-004,Howell Water Mains - Freewood Acres,335449,5162000,1230970,6194400,1,0,0,0,0,0,0,3.35,4.35,2030,BIL (GEN)
749,"NJ American Water Company, Inc.",0712001-013,Installation of water mains at redevelopment project,217230,1000000,704000,1704000,1,0,0,0,0,0,0,2.17,3.17,2030,BIL (GEN)
751,Washington Township Municipal Utilities Authority,0818004-002,WTMUA Complex,48559,5000000,2317800,6420000,1,0,0,0,0,0,0,0.48,1.48,2027,BIL (GEN)
752,Sayreville Borough,1219001-005,Construct new transmission mains in the northeast section of the Borough,40377,1000000,660000,1660000,1,0,0,0,0,0,0,0.4,1.4,2030,BIL (GEN)
754,Marlboro Township,1328002-501/001,portable genertor @ Harbor Rd & Tennent Rd WTP,40191,1000000,450000,1450000,1,0,0,0,0,0,0,0.4,1.4,2030,BIL (GEN)
755,Belleville Township,0701001-007,Township of Belleville Asset Management Plan,36383,200000,90000,290000,1,0,0,0,0,0,0,0.35,1.35,2027,BIL (GEN)
756,Mahwah Township,0233001-009,Construction of two new wells,24062,600000,420000,1020000,1,0,0,0,0,0,0,0.24,1.24,2030,BIL (GEN)
757,Montville Township,1421003-001,"Installation of 2,300 LF of 8 inch water main and appurtances on Hillcrest and Upper
Mountain Avenues",21000,325000,227500,552500,1,0,0,0,0,0,0,0.21,1.21,2030,BIL (GEN)
