Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,"Actual/ Anticipated
Funding Status",BIL Eligibility
555,Wanaque Borough, 1613002-002,"Replacement of approximately 6,000 feet of water main and services on R",9954,1700000,232000,1932000,75,0,0,0,0,0,0,0.1,75.09954,Beyond 2026,BIL(GEN)
556,Ringwood Borough,1611002-002,Replacement of undersized water mains,9600,650000,455000,1105000,75,0,0,0,0,0,0,0.1,75.096,Beyond 2026,BIL(GEN)
557,Aberdeen Township,1330002-001,Installation of water mains,8900,775000,758000,1533000,75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL(GEN)
557,Aberdeen Township,1330002-003,Replace deteriorated water main from Route 35/Long Neck crossing,8900,650000,455000,1105000,75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL(GEN)
557,Aberdeen Township,1330002-004,Install two water utility crossing of Route 35,8900,350000,252000,602000,75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL(GEN)
558,Florham Park Borough,    1411001-002,"Replacement of 14 6-inch line valves, 12 hydrants and 11 services",8857,164080,114855,278935,75,0,0,0,0,0,0,0.09,75.08857,Beyond 2026,BIL(GEN)
559,Clayton Borough, 0801001-002,Water Distribution System Improvements along Delsea Drive,8,7000000,400000,9370000,75,0,0,0,0,0,0,0.08,75.08179,Beyond 2026,BIL (GEN)
561,Glen Ridge Borough,0708001-010,Glen Ridge - Water Main Replacement Project - Carteret/Forest,7681,750000,3817318,1000000,75,0,0,0,0,0,0,0.08,75.07681,2026,BIL (GEN)
562,Beach Haven Borough,    1503001-005,2025 Water Main Replacement Project,7093,2673880,199568,3258656,75,0,0,0,0,0,0,0.07,75.07093,Beyond 2026,BIL (GEN)
564,Point Pleasant Beach Borough, 1525001-004,Route 35 Water Main Replacement,5167,5451915,111700,6788998,75,0,0,0,0,0,0,0.06,75.064,2026,BIL (GEN)
565,North Caldwell Borough,    0715001-002,North Caldwell - East Greenbrook Watermain Replacement Project,4000,1500000,491170,2000000,75,0,0,0,0,0,0,0.06,75.06,Funded,BIL (GEN)
566,Washington Township Municipal Utilities Authority  , 1438004-004,WTMUA - Water System Improvements - Water Main Replacements,1622,790000,370200,1008000,75,0,0,0,0,0,0,0.05,75.04866,Beyond 2026,BIL (GEN)
567,Brielle Borough,  1308001-006,Water System Resiliency Improvements,4982,2782000,710000,3608400,75,0,0,0,0,0,0,0.05,75.048,Beyond 2026,BIL(GEN)
569,High Bridge Borough,1014001-003,West Main Street Water Main Upgrades,3648,350000,444073,462000,75,0,0,0,0,0,0,0.03,75.033,Beyond 2026,BIL (GEN)
571,Allentown Borough,1302001-002,Elevated Water Tank Improvements,1828,418000,131100,549100,60,0,15,0,0,0,0,0.02,75.02,Beyond 2026,BIL(GEN)
572,Island Heights Borough,    1510001-004,Replacement of 75 fire hydrants and repairs to 21 fire hydrants,1750,250800,-32,250768,75,0,0,0,0,0,0,0.02,75.0175,Beyond 2026,BIL(GEN)
573,West Milford Municipal Utilities Authority      ,1615016-004,Replace Fire Hydrants,1625,46000,43700,89700,75,0,0,0,0,0,0,0.02,75.01625,Beyond 2026,BIL(GEN)
574,Branchville Borough,1903001-002,"Water Line Improvement, Lead Line replacement, Water treatment impro",210,1851000,510000,2221200,75,0,0,0,0,0,0,0.02,75.015,Beyond 2026,BIL (GEN)/ BIL (EC)
575,Hampton Borough, 1013001-003,Hampton Borough - Musconetcong Watermain Replacement,1400,1750000,583464,2291000,75,0,0,0,0,0,0,0.01,75.01401,Beyond 2026,BIL(GEN)
575,Hampton Borough, 1013001-004,Hampton Borough - Bell Avenue Watermain Replacement,1400,1750000,1529141,2275000,75,0,0,0,0,0,0,0.01,75.01401,Beyond 2026,BIL(GEN)
576,Milford Borough, 1020001-001,"Replace 3,000 LF with 8-inch water mains on Green, Maple, Orchard, Waln",1347,710000,563000,1273000,75,0,0,0,0,0,0,0.01,75.01347,Beyond 2026,BIL(GEN)
576,Milford Borough, 1020001-002,"Replace 5,000 LF with 8-inch water mains on Delaware & Ravine Rds to loo",1347,1040000,1442440,2482440,75,0,0,0,0,0,0,0.01,75.01347,Beyond 2026,BIL(GEN)
578,Farmingdale Borough,    1314001-002,Painting and repairs to water tower and other misc system improvements,1329,685000,222000,907000,60,0,0,0,0,0,15,0.01,75.01329,Funded,BIL (GEN)
579,West Milford Municipal Utilities Authority      ,1615018-004,Replace Fire Hydrants,1260,35000,24500,59500,75,0,0,0,0,0,0,0.01,75.0126,Beyond 2026,BIL(GEN)
580,Brookwood Musconetcong River Property Owners Associ ,1904001-006,Brookwood Musconetcong River Property Owners Association - System W,1000,8000000,12000000,10000000,75,0,0,0,0,0,0,0.01,75.01087,Beyond 2026,BIL(GEN)
582,Roosevelt Borough,1341001-006,Replacement of water lines most susceptible to breakage,933,730625,744093,1474718,75,0,0,0,0,0,0,0.01,75.00933,Beyond 2026,BIL(GEN)
583,Roosevelt Borough,1341001-007,"Homestead, Cedar and Elm Water Mains Project.",882,405990,125700,549188,75,0,0,0,0,0,0,0.01,75.00882,Funded,BIL (GEN)
584,Roosevelt Borough,1314001-003,Improvements to Farm Lane and School Lane,808,582057,576000,773469,75,0,0,0,0,0,0,0.01,75.0088,2026,BIL (GEN)
584,Roosevelt Borough,1341001-008,Improvements to Pine Drive Phase I,808,305000,973991,416750,75,0,0,0,0,0,0,0.01,75.0088,2026,BIL (GEN)
584,Roosevelt Borough,1341001-009,Water Main Improvements on Tamara Drive,808,610100,175321,767620,75,0,0,0,0,0,0,0.01,75.0088,2026,BIL (GEN)
585,West Milford Municipal Utilities Authority      ,1615014-002,Replace Fire Hydrants,700,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.007,Beyond 2026,BIL(GEN)
586,West Milford Municipal Utilities Authority      ,1615012-004,Replace Fire Hydrants,635,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.00635,Beyond 2026,BIL(GEN)
587,West Milford Municipal Utilities Authority      ,1615002-003,Replace Fire Hydrants,600,17000,16150,33150,75,0,0,0,0,0,0,0.01,75.006,Beyond 2026,BIL(GEN)
588,Delaware Township Municipal Utilities Authority    ,1007001-001,Delaware Township MUA - Watermain Replacement and Asset Manageme,500,750000,6610711,1000000,75,0,0,0,0,0,0,0.01,75.005,Beyond 2026,BIL (GEN)
589,Byram Homeowners Association, 1904009-006,Replacement of 77 saddles on the water mains,400,250000,175000,425000,75,0,0,0,0,0,0,0,75.004,Beyond 2026,BIL(GEN)
590,Collier Services,  1328300-002,Replace distribution system and associated appurtenances,350,254000,177800,431800,75,0,0,0,0,0,0,0,75.0035,Beyond 2026,BIL(GEN)
591,Robbinsville Township,    1112001-001,Newtown Village Watermain Project,149,1615900,1558612,2100670,75,0,0,0,0,0,0,0,75.003,Funded,BIL (GEN)
593,Lake Glenwood Village,    1922010-002,"Installation of 7,100 LF of 6-inch Cement Lined Ductile Iron Pipe replaceme",250,500000,350000,850000,75,0,0,0,0,0,0,0,75.0025,Beyond 2026,BIL(GEN)
593,Lake Glenwood Village,    1922010-004,"Replacement of 1,000 LF of water mains on Cliffside, Toboggan & Lakesho",250,72000,50400,122400,75,0,0,0,0,0,0,0,75.0025,Beyond 2026,BIL(GEN)
594,Rosemont Water Company,  1007002-002,Rehabilitate and/or replace existing distribution mains,225,361456,253016,614472,75,0,0,0,0,0,0,0,75.00225,Beyond 2026,BIL(GEN)
595,Plausha Park Water Company,  1421004-002,"Replacement of main at stream crossing, valves and installing blow off hyd",200,95000,35800,130800,75,0,0,0,0,0,0,0,75.002,Beyond 2026,BIL(GEN)
596,West Milford Municipal Utilities Authority      ,1615001-004,Replace Fire Hydrants,180,6000,5700,11700,75,0,0,0,0,0,0,0,75.0018,Beyond 2026,BIL(GEN)
597,West Milford Municipal Utilities Authority      ,1615006-004,Replace Fire Hydrants,115,6000,5700,11700,75,0,0,0,0,0,0,0,75.00115,Beyond 2026,BIL(GEN)
598,North Shore Water Association, 1904004-002,Water System Refurb,105,285000,229000,514000,75,0,0,0,0,0,0,0,75.00105,Beyond 2026,BIL(GEN)
599,Oak Ridge Senior Housing Community        ,1414008-001,Oakridge Senior Community Water Lines,100,386750,174037,560787,75,0,0,0,0,0,0,0,75.001,Beyond 2026,BIL (GEN)
600,Woodland Heights Homeowners Association     ,1615022-001,Well Rehabilitation/System Improvements,80,725000,326250,1051250,75,0,0,0,0,0,0,0,75.00055,Beyond 2026,BIL(GEN)
601,Middlesex Water Company,  1225001-506/001,New elevated storage tank to replace tank & PS @ Eborn,1633632,6100000,1220000,7320000,1,50,15,5,0,0,0,2.33,73.33376,Beyond 2026,BIL(GEN)
602,North Jersey District Water Supply Commission    ,1613001-026,Low Lift Gas Pump,872153,8551305,2866417,11417722,50,0,20,0,0,0,0,2.3,72.3048,Beyond 2026,BIL (GEN)
603,"NJ American Water Company, Inc.",2004002-013,RM WTP Emergency Generator,44464,7980000,2683600,10663600,1,50,15,0,0,0,0,6.1,72.1,Funded,BIL (GEN)
604,Barnegat Township,1533001-003,"Installation of 1,700 LF of 8 inch PVC water main extension",20935,208000,145600,353600,1,35,20,0,0,0,15,0.21,71.20935,Beyond 2026,BIL(GEN)
605,"NJ American Water Company, Inc.",0119002-009,Installation of New Water Meters,88088,128641,90045,218686,35,0,20,0,0,0,15,0.88,70.88088,Beyond 2026,BIL(GEN)
606,South Orange Village,0719001-005,Crest Drive Water Tank Replacement and Water Infrastructure Improveme,16198,2000000,770000,2770000,60,0,0,5,0,0,0,0.17,70.16964,Beyond 2026,BIL (GEN)
606,South Orange Village,0719001-006,Repair or Replace Newstead Shere,16298,1000000,450000,1450000,60,0,0,5,0,0,0,0.17,70.16964,Beyond 2026,BIL (GEN)
607,Point Pleasant Beach Borough, 1525001-001,Water Meter Replacement Project,6204,1200000,730000,1930000,25,0,0,0,0,15,30,0.06,70.06204,Beyond 2026,BIL(GEN)
608,Jersey City Municipal Utilities Authority       ,0906001-013,Remote Meter Reading (AMI),257342,6371000,3567760,9938760,25,0,20,5,0,0,15,2.57,67.57342,Beyond 2026,BIL(GEN)
609,Trenton City,   1111001-007,Construction of an emergency interconnection with NJAWCo,255000,13000000,5620000,18620000,30,0,20,0,0,0,15,2.55,67.55,Beyond 2026,BIL(GEN)
610,Atlantic City Municipal Utilities Authority     , 0102001-010,Asset Management Plan - Professional Consulting Services In Compliance,63943,122840,725602,178118,1,0,15,0,0,0,0,0.64,66.63943,Beyond 2026,BIL(GEN)
611,"NJ American Water Company, Inc.",2004002-002,Hummocks Tank Painting,610000,1698592,534994,2233586,60,0,0,0,0,0,0,6.1,66.1,Beyond 2026,BIL(GEN)
611,"NJ American Water Company, Inc.",2004002-003,Upgrade or replace existing booster station due to aging and obolete equi,610000,4446416,3511516,7957932,60,0,0,0,0,0,0,6.1,66.1,Beyond 2026,BIL(GEN)
611,"NJ American Water Company, Inc.",2004002-008,Prospect Ave Tank (Mountainside) Painting,610000,350000,245000,595000,60,0,0,0,0,0,0,6.1,66.1,Beyond 2026,BIL(GEN)
613,Montclair Township,0713001-004,Rehabilitate 2.5 MG & 1.5 MG storage tanks with piping,38977,500000,350000,850000,60,0,0,5,0,0,0,0.39,65.38977,Beyond 2026,BIL(GEN)
614,Ramsey Borough, 0248001-006,"Rehabilitate Dixon, Martis & Spring wells",16350,250000,175000,425000,15,50,0,0,0,0,0,0.16,65.1635,Beyond 2026,BIL(GEN)
614,Ramsey Borough, 0248001-007,Construction of 2 wells with pump station & piping,16350,3090000,1619600,4709600,15,50,0,0,0,0,0,0.16,65.1635,Beyond 2026,BIL(GEN)
615,Hightstown Borough,1104001-001,New Wycoff Mills Water Storage Tank with transmission mains,5567,825000,577500,1402500,50,0,15,0,0,0,0,0.06,65.05567,Beyond 2026,BIL(GEN)
616,Passaic Valley Water Commission,1605002-027,Construction of the Levine Tanks Phase 1C-2,626051,36000000,2348573,43200000,60,0,0,0,0,0,0,3.1,63.10483,Beyond 2026,BIL(GEN)
617,"NJ American Water Company, Inc.",1345001-008,Rehab of Newman Springs Pumping Station,289553,400000,280000,680000,60,0,0,0,0,0,0,2.9,62.89553,Beyond 2026,BIL(GEN)
617,"NJ American Water Company, Inc.",1345001-010,Sunset Avenue and Monterey Tank Painting,289553,600000,420000,1020000,60,0,0,0,0,0,0,2.9,62.89553,Beyond 2026,BIL(GEN)
619,"NJ American Water Company, Inc.",0712001-006,Short Hills Tank Painting,217230,400000,280000,680000,60,0,0,0,0,0,0,2.17,62.1723,Beyond 2026,BIL(GEN)
620,"NJ American Water Company, Inc.",0119002-010,Replacement of Water Meters,88088,322686,225878,548564,25,0,20,0,0,0,15,0.88,60.88088,Beyond 2026,BIL(GEN)
622,"NJ American Water Company, Inc.",1345001-001,Jumping Brook WTP Improvement Project,524000,52277078,780000,66366775,60,0,0,0,0,0,0,0.6,60.60092,Beyond 2026,BIL(GEN)
623,Parsippany Troy Hills Township, 1429001-004,Repainting of 1 MG water storage tank,50649,820000,39000,859000,60,0,0,0,0,0,0,0.51,60.50649,Beyond 2026,BIL(GEN)
624,Franklin Township - Gloucester, 1808001-004,Replacement of 2 elevated storage tanks,50000,7500000,3560000,11060000,60,0,0,0,0,0,0,0.5,60.5,Beyond 2026,BIL(GEN)
626,Washington Township Municipal Utilities Authority   ,0818004-003,American Boulevard 3MGD Tank Painting,49234,1330760,5816600,1676912,60,0,0,0,0,0,0,0.48,60.48,2026,BIL (GEN)
626,Washington Township Municipal Utilities Authority   ,0818004-005,Bryant Road Water Tank Painting,49234,730785,720000,941942,60,0,0,0,0,0,0,0.48,60.48,2026,BIL (GEN)
627,Evesham Municipal Utilities Authority        ,0313001-004,Lincoln Drive Water Tower Rehabilitation,31217,3000000,604000,3700000,60,0,0,0,0,0,0,0.46,60.45538,2026,BIL (GEN)
628,Sayreville Borough, 1219001-002,Rehabilitate the pump station facility and surface intake on the South Rive,40377,300000,210000,510000,60,0,0,0,0,0,0,0.4,60.40377,Beyond 2026,BIL(GEN)
628,Sayreville Borough, 1219001-003,Rehabilitate existing 3 MG tank,40377,2500000,1260000,3760000,60,0,0,0,0,0,0,0.4,60.40377,Beyond 2026,BIL(GEN)
629,Willingboro Municipal Utilities Authority       ,0338001-014,Water Tank 2 Edge Lane Rehab,31822,2673000,6610500,3337600,60,0,0,0,0,0,0,0.35,60.35,Funded,BIL (GEN)
630,Marlboro Township,1328002-003,Beacon Hill storge tank Rehab,29481,1200000,514000,1714000,60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL(GEN)
630,Marlboro Township,1328002-006,Tennent Road Booster Pump Station,41502,1200000,,1533000,60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL (GEN)
630,Marlboro Township,1328002-008,Tennent Road Tank,41502,3000000,248000,3705000,60,0,0,0,0,0,0,0.29,60.2948,Beyond 2026,BIL (GEN)
630,Marlboro Township,1328002-010,Nolan Road Tank Rehabilitation,27668,1500000,230769,1869798,60,0,0,0,0,0,0,0.29,60.2948,2026,BIL (GEN)
631,Monroe Municipal Utilities Authority        ,0811002-003,"Painting of KOC (Well #8) Tank, Corkery (Well #7) Tank and Herbert Tank",37117,4900000,805000,5980000,60,0,0,0,0,0,0,0.26,60.26179,2026,BIL (GEN)
632,Ventnor City,   0122001-003,N. Surrey Avenue Water Tower Improvements,6200,3500000,382704,4200000,60,0,0,0,0,0,0,0.25,60.25,Beyond 2026,BIL (GEN)
633,Mahwah Township,0233001-010,Rehabilitation of Campgaw elevated storage tank,24062,380000,141160,521160,60,0,0,0,0,0,0,0.24,60.24062,Beyond 2026,BIL(GEN)
634,West Deptford Township,   0820001-004,Jessup Road Water Storage Tank Repair and Repainting,21248,2622530,345919,3222036,60,0,0,0,0,0,0,0.22,60.22,Beyond 2026,BIL (GEN)
634,Hackettstown Municipal Utilities Authority      ,2108001-001,Construction of New Water Storage Tank w/ related water distribution lin,22500,3500000,4110707,4445700,60,0,0,0,0,0,0,0.22,60.22,2026,BIL (GEN)
635,Montville Township,1421003-003,"Storage tank rehabilitation, which includes increasing the capacity of 0.25",21000,300000,210000,510000,60,0,0,0,0,0,0,0.21,60.21,Beyond 2026,BIL(GEN)
636,Hawthorne Borough,1604001-005,Hawthorne Peach Tree Water Tank Rehabilitation,19231,1200000,,1540000,60,0,0,0,0,0,0,0.19,60.19458,2026,BIL (GEN)
637,Point Pleasant Borough,    1524001-001,Replacement of the Clifton Ave storage tank,19306,1200000,172000,1372000,60,0,0,0,0,0,0,0.19,60.19306,Beyond 2026,BIL(GEN)
638,West Caldwell Township,   0721001-001,Rehabilitation of McKinley Ave storage tank,18296,648000,-25600,622400,60,0,0,0,0,0,0,0.18,60.18296,Beyond 2026,BIL(GEN)
639,Sparta Township, 1918004-001,Installation of a 600 KW wind turbine generator at Germany Flats Water U,15726,1281800,-51272,1230528,45,0,0,0,0,15,0,0.16,60.15726,Beyond 2026,BIL(GEN)
640,Verona Township, 0720001-004,Acquisition of the ECUA Jail Annex tank plus rehab and upgrading of the ta,13641,500000,350000,850000,60,0,0,0,0,0,0,0.14,60.13641,Beyond 2026,BIL(GEN)
640,Verona Township, 0720001-005,Rehabilitation of the 2 MG Fairview Avenue storage tank,13641,700500,462330,1162830,60,0,0,0,0,0,0,0.14,60.13641,Beyond 2026,BIL(GEN)
642,Clinton Town,   1005001-013,Foster Wheeler Booster Pump Station Modifications - Asset Management,214,2190000,588000,2778000,60,0,0,0,0,0,0,0.13,60.125,Funded,BIL (GEN)
643,Pompton Lakes Municipal Utilities Authority     ,1609001-002,Rehabilitation of the exterior of the existing 1.0 MG tank,11435,170000,117000,287000,60,0,0,0,0,0,0,0.11,60.11435,Beyond 2026,BIL(GEN)
643,Pompton Lakes Municipal Utilities Authority     ,1609001-005,Replacement of water storage tanks with a 1.0 MG tank,11435,900000,620000,1520000,60,0,0,0,0,0,0,0.11,60.11435,Beyond 2026,BIL(GEN)
644,Pine Hill Municipal Utilities Authority        ,0428002-006,Water Rehab Project,0,2500000,420000,3000000,60,0,0,0,0,0,0,0.1,60.10223,2026,BIL (GEN)
645,Florham Park Borough,    1411001-003,Rehabilitation of a 1.0 MG storage tank,8857,610000,427000,1037000,60,0,0,0,0,0,0,0.09,60.08857,Beyond 2026,BIL(GEN)
646,North Caldwell Borough,    0715001-001,Rehabilitate a 1.29 MG steel water tank. Remove and replace 800 feet of e,6000,470000,329000,799000,60,0,0,0,0,0,0,0.06,60.06,Beyond 2026,BIL(GEN)
647,Point Pleasant Beach Borough, 1525001-003,Water Tank Painting And Improvements to Water Treatment Plant,2133,2000000,50000,2450000,60,0,0,0,0,0,0,0.06,60.056,2026,BIL (GEN)
648,Oakland Borough, 0220001-004,Iroquois Pumping Station - Rehabilitation,12959,75000,33750,108750,60,0,0,0,0,0,0,0.05,60.05038,Beyond 2026,BIL(GEN)
649,Washington Township Municipal Utilities Authority   ,1438004-001,WTMUA - Water Tank Rehabilitation & Well Sm-3 Decommissioning,7500,1600000,1004000,1995000,60,0,0,0,0,0,0,0.05,60.04866,Funded,BIL (GEN)
651,Allamuchy Township,2101001-001,Water Storage Tank Replacement Project,5335,350000,495000,460000,60,0,0,0,0,0,0,0.05,60.04573,2026,BIL (GEN)
652,Flemington Borough,1009001-008,Installation of wells #1B and 1C,4250,125000,43500,168500,15,0,15,0,0,0,30,0.04,60.0425,Beyond 2026,BIL(GEN)
653,Ho-Ho-Kus Borough,0228001-001,Water Tank Upgrade,4078,640000,2783456,928000,60,0,0,0,0,0,0,0.04,60.0406,Beyond 2026,BIL (GEN)
654,"Fayson Lake Water Company, Incorporated      ",1415001-003,Replace existing 0.1 MG Stony Brook storage tank with a 0.25 MG tank,3087,630000,441000,1071000,60,0,0,0,0,0,0,0.03,60.03087,Beyond 2026,BIL(GEN)
655,Bayville Central Regional Board of Education     ,1505355-002,Construction of new interconnection with existing municipal water system,2500,1000000,700000,1700000,30,0,0,0,0,0,30,0.03,60.025,Beyond 2026,BIL(GEN)
656,Wenonah Borough,0819001-001,Water System Asset Management Plan and System Improvements - Water,2278,1500000,,2110000,60,0,0,0,0,0,0,0.02,60.02357,Beyond 2026,BIL (GEN)
657,Essex Fells Borough,0706001-001,Rehabilitate 1 MG water storage tank,2200,360000,188000,548000,60,0,0,0,0,0,0,0.02,60.022,Beyond 2026,BIL(GEN)
658,Hardyston Municipal Utilities Authority       ,1911006-001,Water Meter Replacement,1963,405000,81000,486000,25,0,20,0,0,15,0,0.02,60.01963,Beyond 2026,BIL (GEN)
659,Glen Gardner Borough,    1012001-001,Rehabilitate storage tank,1902,350000,356000,706000,60,0,0,0,0,0,0,0.02,60.01902,Beyond 2026,BIL(GEN)
660,Ocean Gate Borough,1521001-004,"Water Tower Cleaning and resurfacing, filtration Equipment",1367,1300000,584000,1685000,60,0,0,0,0,0,0,0.01,60.01367,Beyond 2026,BIL(GEN)
661,Brookwood Musconetcong River Property Owners Associ ,1904001-005,Tower Painting & Meter System,422,308093,648000,369711,60,0,0,0,0,0,0,0.01,60.012,Funded,BIL (GEN)
661,Stillwater Township,1920001-002,Painting interior of water tank,1200,40000,28000,68000,60,0,0,0,0,0,0,0.01,60.012,Beyond 2026,BIL(GEN)
662,Manchester Utilities Authority,1603301-001,Reactivation of the Tilt St Spring,1000,68750,48126,116876,15,0,15,0,0,0,30,0.01,60.01,Beyond 2026,BIL(GEN)
663,Collier Services,1328300-001,"Replace existing 24,000 gallon elevated storage tank to prevent freezing a",350,350000,245000,595000,60,0,0,0,0,0,0,0,60.0035,Beyond 2026,BIL(GEN)
664,Rosemont Water Company,1007002-004,Rosemont Water Company Emergency Well Pump Repair,0,23000,,27600,60,0,0,0,0,0,0,0,60.00256,Funded,BIL (GEN)
665,Rosemont Water Company,1007002-003,Replace existing underground hydro-pneumatic tank with ground level sto,225,38860,27201,66061,60,0,0,0,0,0,0,0,60.00225,Beyond 2026,BIL(GEN)
666,Plausha Park Water Company,1421004-003,Rehabilitation of concrete storage facility including security measures and,200,135000,51000,186000,60,0,0,0,0,0,0,0,60.002,Beyond 2026,BIL(GEN)
667,"Wonder Lakes Properties, Incorporate",1615017-003,Replace hydro-pneumatic tank and install new tank,170,25000,16900,41900,60,0,0,0,0,0,0,0,60.00105,Beyond 2026,BIL(GEN)
670,Lakewood Township Municipal Utilities Authority,1514002-013,iInstallation of SCADA,25000,125000,87500,212500,1,25,0,0,0,0,30,0.25,56.25,Beyond 2026,BIL(GEN)
671,Bloomfield Township,0702001-002,Water Meter Replacement,47982,6000000,416832,7230970,35,0,0,5,0,15,0,0.48,55.47982,Beyond 2026,BIL(GEN)
672,Winslow Township,0436007-010,Well #2 Filter Plant Upgrade,39147,2365000,762000,3036000,40,0,0,0,0,0,15,0.39,55.39147,Funded,BIL (GEN)
673,Montclair Township,0713001-011,New 1.0MG High Zone Tank,37766,2412250,1652808,4065058,50,0,0,5,0,0,0,0.38,55.37766,Beyond 2026,BIL(GEN)
676,Hammonton Town,0113001-007,Water Meter Replacement,11300,607500,535500,1143000,25,0,15,0,0,0,15,0.11,55.113,Beyond 2026,BIL(GEN)
677,Hopatcong Borough,1912001-005,Hopatcong Borough Water Meter Replacement Project,7000,640000,360000,928000,25,0,15,0,0,0,0,0.07,55.07224,Beyond 2026,BIL (GEN)
678,Allentown Borough,1302001-003,Water Meter Replacement,1828,454850,209670,664520,25,0,15,0,0,15,0,0.02,55.01828,Beyond 2026,BIL(GEN)
679,"NJ American Water Company, Inc.",0327001-008,Installation of a booster station including associated apputenances at Barr,253045,500000,350000,850000,50,0,0,0,0,0,0,2.53,52.53045,Beyond 2026,BIL(GEN)
681,Mount Arlington Borough,1426005-001,Rehabilitation of the Schmitz Terrace Stand Pipe,5187,2060000,505650,2565650,1,50,0,0,0,0,0,0.05,51.05187,Funded,BIL (GEN)
682,"NJ American Water Company, Inc.",0119002-006,Smithvillve ASR Well,88088,900000,352216,1252216,15,0,20,0,0,0,15,0.88,50.88088,Beyond 2026,BIL(GEN)
683,Brick Township Municipal Utilities Authority,1506001-016,Reservoir Infrastructure Mitigation Improvements Project,73620,9100000,404946,11124000,15,0,20,0,0,0,0,0.87,50.86898,Funded,BIL (GEN)
683,Brick Township Municipal Utilities Authority,1506001-017,Replacement of Three Cohansey Wells,73620,2800000,295922,3545890,15,0,20,0,0,0,0,0.87,50.86898,Beyond 2026,BIL (GEN)
684,"NJ American Water Company, Inc.",0508001-006,Installation of New Water Meters,28071,105001,73498,178499,35,0,0,0,0,0,15,0.28,50.28071,Beyond 2026,BIL(GEN)
686,Mahwah Township,0233001-011,Installation of a new Nilson Ave. Booser Pump Station,24062,1400000,675504,2075504,50,0,0,0,0,0,0,0.24,50.24062,Beyond 2026,BIL(GEN)
687,South Orange Village,0719001-002,Well 17 Emergency Power,16198,50000,22500,72500,45,0,0,5,0,0,0,0.17,50.16964,Beyond 2026,BIL(GEN)
688,Bordentown City,0303001-005,Construct a 1.25 MG storage tank,15831,2600000,832000,3432000,50,0,0,0,0,0,0,0.16,50.15831,Beyond 2026,BIL(GEN)
689,Verona Township,0720001-003,Construction of a new Fairview Ave tank,13641,2000000,1140000,3140000,50,0,0,0,0,0,0,0.14,50.13641,Beyond 2026,BIL(GEN)
689,Verona Township,0720001-008,CLARIDGE PUMP PROJECT,0,1500000,724750,1800000,50,0,0,0,0,0,0,0.14,50.13641,Funded,BIL (GEN)
690,East Hanover Township,1410001-005,Construction of a new water storage tank,10000,2500000,1360000,3860000,50,0,0,0,0,0,0,0.1,50.1,Beyond 2026,BIL(GEN)
693,Harding Woods Mobile Home Community,1710001-002,Installation of new water meters in Harding Woods Mobile Home Park,1103,210000,147000,357000,35,0,0,0,0,0,15,0.01,50.01103,Beyond 2026,BIL(GEN)
694,Lake Glenwood Village,1922010-003,"Installation of a new 8,000 gal. underground concrete water storage tank",250,50000,35000,85000,50,0,0,0,0,0,0,0,50.0025,Beyond 2026,BIL(GEN)
695,North Shore Water Association,1904004-003,Installation of storage tank,105,300000,60000,360000,50,0,0,0,0,0,0,0,50.00105,Beyond 2026,BIL(GEN)
696,Colby Homeowners Association Water Company,1904007-002,Installation of a new storage tank,75,150000,105000,255000,50,0,0,0,0,0,0,0,50.00075,Beyond 2026,BIL(GEN)
698,Washington Township Municipal Utilities Authority,0818004-008,"Installation of solar system for wells # 18, 19 & 20",48559,638000,446600,1084600,45,0,0,0,0,0,0,0.49,45.48559,Beyond 2026,BIL(GEN)
699,Vineland City,0614003-015,Well No. 17 Installation,36848,100000,95000,195000,15,0,15,0,0,0,15,0.37,45.36848,Beyond 2026,BIL(GEN)
700,Jackson Township Municipal Utilities Authority,1511001-008,Installation of a water main and booster station to interconnect the Legler,32600,2766500,1477260,4243760,30,0,15,0,0,0,0,0.33,45.326,Beyond 2026,BIL(GEN)
701,Garfield City,0221001-003,Rehabilitation of Well 1A,29780,400000,280000,680000,15,0,0,0,0,0,30,0.3,45.2978,Beyond 2026,BIL(GEN)
702,East Windsor Municipal Utilities Authority,1101002-004,Installation of solar panels at 2 facilities,27200,1522500,929900,2452400,45,0,0,0,0,0,0,0.27,45.272,Beyond 2026,BIL(GEN)
703,Burlington Township,0306001-003,Purchase of water meters to replace existing meters-Phases 2 to 4,22000,250000,-10000,240000,25,0,20,0,0,0,0,0.22,45.22,Beyond 2026,BIL(GEN)
705,Pompton Lakes Municipal Utilities Authority,1609001-004,Installation of emergency generator at wells,11435,175000,122500,297500,45,0,0,0,0,0,0,0.11,45.11435,Beyond 2026,BIL(GEN)
706,Freehold Borough,1315001-001,Replace and construct two well houses that protect well pumps,11029,125000,87500,212500,15,0,15,0,0,0,15,0.11,45.11029,Beyond 2026,BIL(GEN)
