Rank,Project Sponsor2,Project Number,Project Name,Populatio,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Poin,Actual/ Anticipated Funding Status,BIL Eligibility
611,"NJ American Water Company, Inc.",2004002-003,Upgrade or replace existing booster station due to aging and obol,610000,"$ 4,446,416","$ 3,511,516","$ 7,957,932",60,0,0,0,0,0,0,6.10,66.1,Beyond 2026,BIL (GEN)
611,"NJ American Water Company, Inc.",2004002-008,Prospect Ave Tank (Mountainside) Painting,610000,"$ 350,000","$ 245,000","$ 595,000",60,0,0,0,0,0,0,6.10,66.1,Beyond 2026,BIL (GEN)
458,Rahway City,2013001-002,Cleaning & Lining of various water main sections,27785,"$ 1,100,000","$ 744,000","$ 1,844,000",75,0,0,5,0,0,15,0.28,95.27785,Beyond 2026,BIL (GEN)
845,Waterford Township,0435003-002,Haines Blvd Water Extension,0,"$ 1,833,210","$ 950,000","$ 2,199,852",1,0,0,0,0,0,0,0.01,1.01184,Beyond 2026,BIL (GEN)
843,Sea Girt Borough,1344001-005,Sea Girt Borough CMMS,2552,"$ 100,000","$ 45,000","$ 145,000",1,0,0,0,0,0,0,0.03,1.02552,Beyond 2026,BIL (GEN)
842,Pennington Borough,1108001-003,Asset Management Plan for Pennington Water Utility,2585,"$ 100,000","$ 3,971,626","$ 120,000",1,0,0,0,0,0,0,0.03,1.02585,Beyond 2026,BIL (GEN)
841,Pennington Borough,1108001-004,Asset Management Plan for Pennington Water Utility ',2585,"$ 300,000",,"$ 435,000",1,0,0,0,0,0,0,0.03,1.026,Beyond 2026,BIL (GEN)
838,Woodland Park Borough,1616001-001,Extension of water mains to service homes that are on private we,5030,"$ 1,730,000","$ 1,021,200","$ 2,751,200",1,0,0,0,0,0,0,0.05,1.0503,Beyond 2026,BIL (GEN)
836,Spotswood Borough,1224001-002,SPOTSWOOD WATER MASTER PLAN,8257,"$ 85,265","$ 123,634","$ 208,899",1,0,0,0,0,0,0,0.08,1.083,Beyond 2026,BIL (GEN)
835,Jefferson Township,1414011-002,Water System Asset Management Plan,8500,"$ 100,000","$ 480,000","$ 120,000",1,0,0,0,0,0,0,0.09,1.085,Beyond 2026,BIL (GEN)
834,Seaside Park Borough,1527001-003,Water Asset Management Plan,3753,"$ 70,200","$ 31,590","$ 101,790",1,0,0,0,0,0,0,0.13,1.131,Beyond 2026,BIL (GEN)
833,Verona Township,0720001-001,Water Utility Asset Management Plan,14572,"$ 55,000","$ 2,492,000","$ 66,000",1,0,0,0,0,0,0,0.14,1.13641,Beyond 2026,BIL (GEN)
832,Montville Township,1421003-001,"Installation of 2,300 LF of 8 inch water main and appurtances on",21000,"$ 325,000","$ 227,500","$ 552,500",1,0,0,0,0,0,0,0.21,1.21,Beyond 2026,BIL (GEN)
831,Mahwah Township,0233001-009,Construction of two new wells,24062,"$ 600,000","$ 420,000","$ 1,020,000",1,0,0,0,0,0,0,0.24,1.24062,Beyond 2026,BIL (GEN)
830,Belleville Township,0701001-007,Township of Belleville Asset Management Plan,36383,"$ 200,000","$ 90,000","$ 290,000",1,0,0,0,0,0,0,0.35,1.35129,Beyond 2026,BIL (GEN)
829,Marlboro Township,1328002-501/001,portable genertor @ Harbor Rd & Tennent Rd WTP,40191,"$ 1,000,000","$ 450,000","$ 1,450,000",1,0,0,0,0,0,0,0.40,1.40191,Beyond 2026,BIL (GEN)
827,Sayreville Borough,1219001-005,Construct new transmission mains in the northeast section of the,40377,"$ 1,000,000","$ 660,000","$ 1,660,000",1,0,0,0,0,0,0,0.40,1.40377,Beyond 2026,BIL (GEN)
826,Washington Township Municipal Utilities Authority,0818004-002,WTMUA Complex,48559,"$ 5,000,000","$ 2,317,800","$ 6,420,000",1,0,0,0,0,0,0,0.48,1.48,Beyond 2026,BIL (GEN)
824,"NJ American Water Company, Inc.",0712001-013,Installation of water mains at redevelopment project,217230,"$ 1,000,000","$ 704,000","$ 1,704,000",1,0,0,0,0,0,0,2.17,3.1723,Beyond 2026,BIL (GEN)
823,"NJ American Water Company, Inc.",1345001-004,Howell Water Mains - Freewood Acres,335449,"$ 5,162,000","$ 1,230,970","$ 6,194,400",1,0,0,0,0,0,0,3.35,4.35449,Beyond 2026,BIL (GEN)
822,South Orange Village,0719001-011,Flush Valve Removal,16198,"$ 188,546","$ 84,845","$ 273,391",1,0,0,5,0,0,0,0.16,6.16198,Beyond 2026,BIL (GEN)
821,Colby Homeowners Association Water Company,1904007-001,Installation of back up well,75,"$ 100,000","$ 70,000","$ 170,000",15,0,0,0,0,0,0,0.00,15.00075,Beyond 2026,BIL (GEN)
820,West Milford Municipal Utilities Authority,1615006-003,Rehabilitation of Well,115,"$ 66,000","$ 62,700","$ 128,700",15,0,0,0,0,0,0,0.00,15.00115,Beyond 2026,BIL (GEN)
819,West Milford Municipal Utilities Authority,1615001-003,Rehabilitation of Well,180,"$ 60,000","$ 57,000","$ 117,000",15,0,0,0,0,0,0,0.00,15.0018,Beyond 2026,BIL (GEN)
818,Lakeshore Company,1413001-002,Well 5,3838,"$ 300,000","$ 1,400,000","$ 360,000",15,0,0,0,0,0,0,0.00,15.0027,Beyond 2026,BIL (GEN)
817,West Milford Municipal Utilities Authority,1615012-003,Rehabilitation of Well,635,"$ 90,000","$ 85,500","$ 175,500",15,0,0,0,0,0,0,0.01,15.00635,Beyond 2026,BIL (GEN)
816,"NJ American Water Company, Inc.",0809001-001,Beckett Well Replacement,1085,"$ 450,000","$ 176,108","$ 626,108",15,0,0,0,0,0,0,0.01,15.01085,Beyond 2026,BIL (GEN)
815,West Milford Municipal Utilities Authority,1615018-003,Rehabilitation of Well,1260,"$ 66,000","$ 46,200","$ 112,200",15,0,0,0,0,0,0,0.01,15.0126,Beyond 2026,BIL (GEN)
814,Farmingdale Borough,1314001-001,"Redevelop well #3; upgrade control system for well #3 & 4, misc i",1500,"$ 446,000","$ 89,200","$ 535,200",15,0,0,0,0,0,0,0.02,15.015,Beyond 2026,BIL (GEN)
813,West Milford Municipal Utilities Authority,1615016-003,Rehabilitation of Well,1625,"$ 132,000","$ 125,400","$ 257,400",15,0,0,0,0,0,0,0.02,15.01625,Beyond 2026,BIL (GEN)
812,Pine Beach Borough,1522001-002,Merion Ave. Well Replacement / Townwide Water Meter Replace,2080,"$ 325,000","$ 187,160","$ 512,160",15,0,0,0,0,0,0,0.02,15.0208,Beyond 2026,BIL (GEN)
808,Oakland Borough,0220001-001,Construct new Well 10A as backup for Well 10,12959,"$ 100,000","$ 45,000","$ 145,000",15,0,0,0,0,0,0,0.05,15.05038,Beyond 2026,BIL (GEN)
805,East Hanover Township,1410001-002,New Water Treatment Plant for Well 6,10000,"$ 2,275,000","$ 1,261,000","$ 3,536,000",15,0,0,0,0,0,0,0.10,15.1,Beyond 2026,BIL (GEN)
800,Manchester Township,1518004-001,Well 10 Treatment Upgrades,8426,"$ 5,900,000","$ 2,469,760","$ 7,080,000",15,0,0,0,0,0,0,0.16,15.15613,Beyond 2026,BIL (GEN)
799,South River Borough,1223001-003,Rehabilitation of Borough Wells,16023,"$ 875,000","$ 4,000,000","$ 1,225,000",15,0,0,0,0,0,0,0.16,15.16,Beyond 2026,BIL (GEN)
798,Manchester Township,1518004-002,Well 10 Redrill - WSA,19200,"$ 1,376,500","$ 1,000,000","$ 1,736,800",15,0,0,0,0,0,0,0.19,15.192,Beyond 2026,BIL (GEN)
797,Lacey Township,1512001-001,Construction of two test wells # 7 and 8,26240,"$ 1,846,000","$ 396,160","$ 2,242,160",15,0,0,0,0,0,0,0.26,15.2624,Beyond 2026,BIL (GEN)
791,Jackson Township Municipal Utilities Authority,1511001-007,Ancillary Improvements to the Old Manhattan Water Treatment F,32600,"$ 1,500,000","$ 920,000","$ 2,420,000",1,0,15,0,0,0,0,0.33,16.326,Beyond 2026,BIL (GEN)
790,"NJ American Water Company, Inc.",1345001-011,Drill two additional wells to increase the capacity at Yellowbrook,289553,"$ 3,200,000","$ 2,288,866","$ 5,488,866",15,0,0,0,0,0,0,2.90,17.89553,Beyond 2026,BIL (GEN)
789,Matawan Borough,1329001-003,Rehabilitate the Boroughs two wells,8810,"$ 232,801","$ 80,580","$ 313,381",15,0,0,5,0,0,0,0.09,20.0881,Beyond 2026,BIL (GEN)
787,Montclair Township,0713001-006,Redevelop Glenfield Wells,38977,"$ 500,000","$ 350,000","$ 850,000",15,0,0,5,0,0,0,0.39,20.38977,Beyond 2026,BIL (GEN)
786,Island Heights Borough,1510001-005,Water Meter Replacement Project,1521,"$ 750,000","$ 404,000","$ 950,000",25,0,0,0,0,0,0,0.02,25.0175,Beyond 2026,BIL (GEN)
785,Pine Beach Borough,1522001-001,Merion Ave. Well Replacement / Townwide Water Meter Replace,2080,"$ 650,000","$ 489,400","$ 1,139,400",25,0,0,0,0,0,0,0.02,25.0208,Beyond 2026,BIL (GEN)
783,Mine Hill Township,1420001-004,Replace Water Meters,3400,"$ 210,000","$ 147,000","$ 357,000",25,0,0,0,0,0,0,0.03,25.034,Beyond 2026,BIL (GEN)
782,Oakland Borough,0220001-002,Replace 4600 Water Meters,12959,"$ 1,800,000","$ 706,000","$ 2,506,000",25,0,0,0,0,0,0,0.05,25.05038,Beyond 2026,BIL (GEN)
781,"NJ American Water Company, Inc.",1605001-004,Replacement of Water Meters,11247,"$ 945,530","$ 661,871","$ 1,607,401",25,0,0,0,0,0,0,0.11,25.11247,Beyond 2026,BIL (GEN)
779,Highland Park Borough,1207001-001,2018-19 Water System Improvements,14245,"$ 2,350,000","$ 882,000","$ 3,232,000",25,0,0,0,0,0,0,0.14,25.14,Beyond 2026,BIL (GEN)
778,Bordentown City,0303001-001,Water Meter Replacement Program,16663,"$ 2,350,000","$ 192,000","$ 2,900,000",25,0,0,0,0,0,0,0.16,25.15821,Beyond 2026,BIL (GEN)
776,Lyndhurst Township,0232001-003,Township Wide Water Meter Replacement Program,22453,"$ 3,000,000",,"$ 3,600,000",25,0,0,0,0,0,0,0.21,25.205,Beyond 2026,BIL (GEN)
775,Margate City,0116001-002,Margate Water Meter Project,22333,"$ 2,427,116","$ 750,816","$ 2,912,539",25,0,0,0,0,0,0,0.22,25.22333,Beyond 2026,BIL (GEN)
774,"NJ American Water Company, Inc.",0323001-004,Replacement of Water Meters,42035,"$ 1,796,443","$ 1,047,794","$ 2,844,237",25,0,0,0,0,0,0,0.42,25.42035,Beyond 2026,BIL (GEN)
773,North Brunswick Township,1215001-006,Water Meter Replacement,42392,"$ 4,500,000",,"$ 5,427,000",25,0,0,0,0,0,0,0.42,25.42392,Beyond 2026,BIL (GEN)
772,Franklin Township - Gloucester,1808001-005,Replace Water Meters,50000,"$ 3,500,000","$ 1,800,000","$ 5,300,000",25,0,0,0,0,0,0,0.50,25.5,Beyond 2026,BIL (GEN)
771,Ridgewood Village,0215001-024,"Replacement of 14,629 water meters with radio frequency meter",61700,"$ 4,235,435","$ 2,123,590","$ 6,359,025",25,0,0,0,0,0,0,0.62,25.617,Beyond 2026,BIL (GEN)
770,Allentown Borough,1302001-001,Asset Management Plan,1788,"$ 42,500","$ 713,244","$ 61,625",1,0,15,0,0,0,0,0.02,26.02,Beyond 2026,BIL (GEN)
769,"NJ American Water Company, Inc.",1103002-001,Replacement of Water Meters,120000,"$ 4,414,176","$ 2,202,235","$ 6,616,411",25,0,0,0,0,0,0,1.20,26.2,Beyond 2026,BIL (GEN)
768,"NJ American Water Company, Inc.",0712001-015,Replacement of Water Meters,217230,"$ 3,459,147","$ 1,782,022","$ 5,241,169",25,0,0,0,0,0,0,2.17,27.1723,Beyond 2026,BIL (GEN)
767,"NJ American Water Company, Inc.",0327001-013,Replacement of Water Meters,253045,"$ 6,810,000","$ 3,256,400","$ 10,066,400",25,0,0,0,0,0,0,2.53,27.53045,Beyond 2026,BIL (GEN)
766,"NJ American Water Company, Inc.",1345001-015,Replacement of Water Meters,289553,"$ 758,658","$ 531,058","$ 1,289,716",25,0,0,0,0,0,0,2.90,27.89553,Beyond 2026,BIL (GEN)
765,Lake Glenwood Village,1922010-005,New well #8 for upper system,250,"$ 110,000","$ 49,500","$ 159,500",15,0,15,0,0,0,0,0.00,30.0025,Beyond 2026,BIL (GEN)
764,Fountainhead Properties Incorporate,1511013-003,Rehabilitation of well #2,280,"$ 36,050","$ 24,558","$ 60,608",15,0,15,0,0,0,0,0.00,30.0028,Beyond 2026,BIL (GEN)
763,Sparta Township,1918003-001,Installation of a water main interconnection,1618,"$ 545,700","($ 21,828)","$ 523,872",30,0,0,0,0,0,0,0.02,30.01618,Beyond 2026,BIL (GEN)
762,National Park Borough,0812001-002,Redevelopment/ Rehabilitation to Well 5 with a new well house,3289,"$ 94,100","$ 62,850","$ 156,950",15,0,0,0,0,0,15,0.03,30.03289,Beyond 2026,BIL (GEN)
761,Hightstown Borough,1104001-002,"New Well #3 - Upgrades to plant, well house and pump",5567,"$ 500,000","$ 350,000","$ 850,000",15,0,15,0,0,0,0,0.06,30.05567,Beyond 2026,BIL (GEN)
760,Hopatcong Borough,1912001-008,"Install new well and construct associated treatment facilities, SCA",7900,"$ 666,000","$ 466,200","$ 1,132,200",15,0,15,0,0,0,0,0.08,30.079,Beyond 2026,BIL (GEN)
759,Pompton Lakes Municipal Utilities Authority,1609001-010,Pompton Ave Water Main Installation,70,"$ 1,277,500","$ 250,000","$ 1,646,200",30,0,0,0,0,0,0,0.11,30.11435,Beyond 2026,BIL (GEN)
758,Berlin Borough,0405001-007,"Redrilling of well, approximately 450 feet deep",13121,"$ 600,000","$ 420,000","$ 1,020,000",15,0,15,0,0,0,0,0.13,30.13121,Beyond 2026,BIL (GEN)
756,"NJ American Water Company, Inc.",0508001-003,Third Street Well Replacement,28071,"$ 2,000,000","$ 1,140,000","$ 3,140,000",15,0,0,0,0,0,15,0.28,30.28071,Beyond 2026,BIL (GEN)
755,Jackson Township Municipal Utilities Authority,1511001-006,Construction of back up well for Manhattan Water Treatment Pla,32600,"$ 489,080","$ 342,355","$ 831,435",15,0,15,0,0,0,0,0.33,30.326,Beyond 2026,BIL (GEN)
753,Franklin Township - Gloucester,1808001-007,Construction of an interconnection w/ New Brunswick City,50000,"$ 600,000","$ 164,000","$ 764,000",30,0,0,0,0,0,0,0.50,30.5,Beyond 2026,BIL (GEN)
752,Lower Township Municipal Utilities Authority,0505002-001,Extension of water mains to service homes that are on private we,9700,"$ 5,000,000","$ 2,460,000","$ 7,460,000",1,0,0,0,0,0,30,0.10,31.097,Beyond 2026,BIL (GEN)
751,"NJ American Water Company, Inc.",2004002-010,Replacement of Water Meters,610000,"$ 1,847,297","$ 1,072,808","$ 2,920,105",25,0,0,0,0,0,0,6.10,31.1,Beyond 2026,BIL (GEN)
750,Pemberton Township,0329004-008,Various Water System Improvements,10815,"$ 250,000","$ 234,000","$ 484,000",1,0,15,0,0,0,15,0.11,31.10815,Beyond 2026,BIL (GEN)
749,Hammonton Town,0113001-010,SCADA System/Water Meter Replacment Proj,11300,"$ 200,000","$ 34,000","$ 234,000",1,0,15,0,0,0,15,0.11,31.113,Beyond 2026,BIL (GEN)
748,Little Egg Harbor Municipal Utilities Authority,1516001-500,Radio Road Water Treatment Plant,20065,"$ 452,200","$ 382,110","$ 834,310",1,0,15,0,0,0,15,0.20,31.20065,Beyond 2026,BIL (GEN)
747,Garfield City,0221001-007,Upgrade to SCADA,29780,"$ 50,000","$ 35,000","$ 85,000",1,0,0,0,0,0,30,0.30,31.2978,Beyond 2026,BIL (GEN)
746,"NJ American Water Company, Inc.",0712001-004,Interconnection of Twin Lake and Short Hill Systems,217230,"$ 600,000","$ 420,000","$ 1,020,000",30,0,0,0,0,0,0,2.17,32.1723,Beyond 2026,BIL (GEN)
745,Collier Services,1328300-005,Install new meters and water conservation devices at Collier Servi,350,"$ 3,000","$ 2,100","$ 5,100",35,0,0,0,0,0,0,0.00,35.0035,Beyond 2026,BIL (GEN)
744,"NJ American Water Company, Inc.",1605001-003,Installation of New Water Meters,11247,"$ 92,036","$ 64,422","$ 156,458",35,0,0,0,0,0,0,0.11,35.11247,Beyond 2026,BIL (GEN)
743,South Orange Village,0719001-003,South Orange Ave and Holland Road Interconnection Rehabilitatio,16198,"$ 82,500","$ 57,750","$ 140,250",30,0,0,5,0,0,0,0.16,35.16198,Beyond 2026,BIL (GEN)
742,South Orange Village,0719001-004,Farrell Field (Walton Ave & Audley St.) Interconnection Rehab.,16198,"$ 83,000","$ 37,350","$ 120,350",30,0,0,5,0,0,0,0.17,35.16964,Beyond 2026,BIL (GEN)
741,Burlington Township,0306001-002,Rehabilitate well #4,22000,"$ 75,000","($ 3,000)","$ 72,000",15,0,20,0,0,0,0,0.22,35.22,Beyond 2026,BIL (GEN)
740,Willingboro Municipal Utilities Authority,0338001-013,Replacement of Well No. 1,34731,"$ 433,200","$ 1,593,456","$ 2,026,656",15,0,20,0,0,0,0,0.38,35.37731,Beyond 2026,BIL (GEN)
739,"NJ American Water Company, Inc.",0323001-003,Installation of New Water Meters,42035,"$ 7,092","$ 4,962","$ 12,054",35,0,0,0,0,0,0,0.42,35.42035,Beyond 2026,BIL (GEN)
738,Bellmawr Borough,0404001-003,Replacement of water mains will be needed to serve a brownfield,11583,"$ 6,100,000","$ 2,944,000","$ 9,044,000",1,0,0,0,5,0,30,0.12,36.11583,Beyond 2026,BIL (GEN)
735,"NJ American Water Company, Inc.",0712001-014,Installation of New Water Meters,217230,"$ 171,818","$ 120,271","$ 292,089",35,0,0,0,0,0,0,2.17,37.1723,Beyond 2026,BIL (GEN)
734,Brick Township Municipal Utilities Authority,1506001-007,Chlorine Disinfection System Relocation,100000,"$ 2,400,000","$ 1,734,000","$ 4,134,000",1,0,20,0,0,0,15,1.34,37.34108,Beyond 2026,BIL (GEN)
733,"NJ American Water Company, Inc.",0327001-012,Installation of New Water Meters,253045,"$ 116,624","$ 81,635","$ 198,259",35,0,0,0,0,0,0,2.53,37.53045,Beyond 2026,BIL (GEN)
732,"NJ American Water Company, Inc.",1345001-014,Installation of New Water Meters,289553,"$ 96,139","$ 67,287","$ 163,426",35,0,0,0,0,0,0,2.90,37.89553,Beyond 2026,BIL (GEN)
731,High Bridge Borough,1014001-002,Improvements to the High Bridge Water System,3900,"$ 876,465","$ 200,293","$ 1,076,758",25,0,0,0,0,15,0,0.03,40.033,Beyond 2026,BIL (GEN)
730,Florham Park Borough,1411001-001,Construction of Water Treatment Facility for removal of mangane,8857,"$ 5,198,709","$ 2,547,431","$ 7,746,140",40,0,0,0,0,0,0,0.09,40.08857,Beyond 2026,BIL (GEN)
729,East Hanover Township,1410001-001,Renovation of treatment plant - addition of ion exchange for well,10000,"$ 900,000","$ 630,000","$ 1,530,000",40,0,0,0,0,0,0,0.10,40.1,Beyond 2026,BIL (GEN)
728,South Orange Village,0719001-007,Replace Pressure Reducing Valves,16198,"$ 160,000","$ 72,000","$ 232,000",30,0,0,5,0,0,0,0.17,40.16964,Beyond 2026,BIL (GEN)
727,"NJ American Water Company, Inc.",0508001-007,Replacement of Water Meters,28071,"$ 1,000,563","$ 700,246","$ 1,700,809",25,0,0,0,0,0,15,0.28,40.28071,Beyond 2026,BIL (GEN)
726,Belleville Township,0701001-005,Replacement of Water meters,35928,"$ 3,000,000","$ 1,580,000","$ 4,580,000",25,0,0,0,0,0,15,0.36,40.35928,Beyond 2026,BIL (GEN)
725,Netcong Borough,1428001-001,Water System Assment Management Plan,3250,"$ 95,000","$ 350,000","$ 114,000",1,0,15,5,0,0,0,0.03,41.03342,Beyond 2026,BIL (GEN)
724,"NJ American Water Company, Inc.",2004002-009,Installation of New Water Meters,610000,"$ 161,448","$ 113,012","$ 274,460",35,0,0,0,0,0,0,6.10,41.1,Beyond 2026,BIL (GEN)
723,"NJ American Water Company, Inc.",1345001-007,Monterey Iron Removal,289553,"$ 5,000,000","$ 2,460,000","$ 7,460,000",40,0,0,0,0,0,0,2.90,42.89553,Beyond 2026,BIL (GEN)
722,West Milford Municipal Utilities Authority,1615006-002,Replace Generator,115,"$ 25,000","$ 23,750","$ 48,750",45,0,0,0,0,0,0,0.00,45.00115,Beyond 2026,BIL (GEN)
721,West Milford Municipal Utilities Authority,1615001-002,Replace Generator,180,"$ 60,000","$ 57,000","$ 117,000",45,0,0,0,0,0,0,0.00,45.0018,Beyond 2026,BIL (GEN)
720,West Milford Municipal Utilities Authority,1615002-002,Replace Generator,600,"$ 60,000","$ 57,000","$ 117,000",45,0,0,0,0,0,0,0.01,45.006,Beyond 2026,BIL (GEN)
719,West Milford Municipal Utilities Authority,1615012-002,Replace Generator,635,"$ 78,000","$ 74,100","$ 152,100",45,0,0,0,0,0,0,0.01,45.00635,Beyond 2026,BIL (GEN)
718,West Milford Municipal Utilities Authority,1615014-001,Replace Generator,700,"$ 78,000","$ 74,100","$ 152,100",45,0,0,0,0,0,0,0.01,45.007,Beyond 2026,BIL (GEN)
717,West Milford Municipal Utilities Authority,1615018-002,Replace Generator,1260,"$ 60,000","$ 42,000","$ 102,000",45,0,0,0,0,0,0,0.01,45.0126,Beyond 2026,BIL (GEN)
716,Forest Lakes Water Company,1904003-001,Installation of two generators,1500,"$ 110,000","$ 77,000","$ 187,000",45,0,0,0,0,0,0,0.02,45.015,Beyond 2026,BIL (GEN)
714,West Milford Municipal Utilities Authority,1615016-002,Replace Generator,1625,"$ 78,000","$ 74,100","$ 152,100",45,0,0,0,0,0,0,0.02,45.01625,Beyond 2026,BIL (GEN)
712,Washington Township Municipal Utilities Authority,1438004-002,WTMUA - Water System Improvements,7500,"$ 800,000","$ 421,300","$ 1,000,000",45,0,0,0,0,0,0,0.05,45.04866,Beyond 2026,BIL (GEN)
710,Seaside Heights Borough,1526001-004,Seaside Heights - New Source Well,7667,"$ 2,750,000","$ 660,000","$ 4,050,000",15,0,15,0,0,0,0,0.08,45.07667,Beyond 2026,BIL (GEN)
708,Pine Hill Municipal Utilities Authority,0428002-005,PRM Backup Well #4 and Decommision of Wells #6 & #7,10233,"$ 760,000","$ 1,083,914","$ 912,000",15,0,0,0,0,0,30,0.10,45.10233,Beyond 2026,BIL (GEN)
707,Pemberton Township,0329004-005,Replacing Well #4 with Well #14,10815,"$ 265,000","$ 247,000","$ 512,000",15,0,15,0,0,0,15,0.11,45.10815,Beyond 2026,BIL (GEN)
706,Freehold Borough,1315001-001,Replace and construct two well houses that protect well pumps,11029,"$ 125,000","$ 87,500","$ 212,500",15,0,15,0,0,0,15,0.11,45.11029,Beyond 2026,BIL (GEN)
705,Pompton Lakes Municipal Utilities Authority,1609001-004,Installation of emergency generator at wells,11435,"$ 175,000","$ 122,500","$ 297,500",45,0,0,0,0,0,0,0.11,45.11435,Beyond 2026,BIL (GEN)
703,Burlington Township,0306001-003,Purchase of water meters to replace existing meters-Phases 2 to 4,22000,"$ 250,000","($ 10,000)","$ 240,000",25,0,20,0,0,0,0,0.22,45.22,Beyond 2026,BIL (GEN)
702,East Windsor Municipal Utilities Authority,1101002-004,Installation of solar panels at 2 facilities,27200,"$ 1,522,500","$ 929,900","$ 2,452,400",45,0,0,0,0,0,0,0.27,45.272,Beyond 2026,BIL (GEN)
701,Garfield City,0221001-003,Rehabilitation of Well 1A,29780,"$ 400,000","$ 280,000","$ 680,000",15,0,0,0,0,0,30,0.30,45.2978,Beyond 2026,BIL (GEN)
700,Jackson Township Municipal Utilities Authority,1511001-008,Installation of a water main and booster station to interconnect th,32600,"$ 2,766,500","$ 1,477,260","$ 4,243,760",30,0,15,0,0,0,0,0.33,45.326,Beyond 2026,BIL (GEN)
699,Vineland City,0614003-015,Well No. 17 Installation,36848,"$ 100,000","$ 95,000","$ 195,000",15,0,15,0,0,0,15,0.37,45.36848,Beyond 2026,BIL (GEN)
698,Washington Township Municipal Utilities Authority,0818004-008,"Installation of solar system for wells # 18, 19 & 20",48559,"$ 638,000","$ 446,600","$ 1,084,600",45,0,0,0,0,0,0,0.49,45.48559,Beyond 2026,BIL (GEN)
696,Colby Homeowners Association Water Company,1904007-002,Installation of a new storage tank,75,"$ 150,000","$ 105,000","$ 255,000",50,0,0,0,0,0,0,0.00,50.00075,Beyond 2026,BIL (GEN)
695,North Shore Water Association,1904004-003,Installation of storage tank,105,"$ 300,000","$ 60,000","$ 360,000",50,0,0,0,0,0,0,0.00,50.00105,Beyond 2026,BIL (GEN)
694,Lake Glenwood Village,1922010-003,"Installation of a new 8,000 gal. underground concrete water stora",250,"$ 50,000","$ 35,000","$ 85,000",50,0,0,0,0,0,0,0.00,50.0025,Beyond 2026,BIL (GEN)
693,Harding Woods Mobile Home Community,1710001-002,Installation of new water meters in Harding Woods Mobile Home,1103,"$ 210,000","$ 147,000","$ 357,000",35,0,0,0,0,0,15,0.01,50.01103,Beyond 2026,BIL (GEN)
690,East Hanover Township,1410001-005,Construction of a new water storage tank,10000,"$ 2,500,000","$ 1,360,000","$ 3,860,000",50,0,0,0,0,0,0,0.10,50.1,Beyond 2026,BIL (GEN)
688,Bordentown City,0303001-005,Construct a 1.25 MG storage tank,15831,"$ 2,600,000","$ 832,000","$ 3,432,000",50,0,0,0,0,0,0,0.16,50.15831,Beyond 2026,BIL (GEN)
687,South Orange Village,0719001-002,Well 17 Emergency Power,16198,"$ 50,000","$ 22,500","$ 72,500",45,0,0,5,0,0,0,0.17,50.16964,Beyond 2026,BIL (GEN)
686,Mahwah Township,0233001-011,Installation of a new Nilson Ave. Booser Pump Station,24062,"$ 1,400,000","$ 675,504","$ 2,075,504",50,0,0,0,0,0,0,0.24,50.24062,Beyond 2026,BIL (GEN)
684,"NJ American Water Company, Inc.",0508001-006,Installation of New Water Meters,28071,"$ 105,001","$ 73,498","$ 178,499",35,0,0,0,0,0,15,0.28,50.28071,Beyond 2026,BIL (GEN)
683,Brick Township Municipal Utilities Authority,1506001-017,Replacement of Three Cohansey Wells,73620,"$ 2,800,000","$ 295,922","$ 3,545,890",15,0,20,0,0,0,0,0.87,50.86898,Beyond 2026,BIL (GEN)
682,"NJ American Water Company, Inc.",0119002-006,Smithvillve ASR Well,88088,"$ 900,000","$ 352,216","$ 1,252,216",15,0,20,0,0,0,15,0.88,50.88088,Beyond 2026,BIL (GEN)
679,"NJ American Water Company, Inc.",0327001-008,Installation of a booster station including associated apputenance,253045,"$ 500,000","$ 350,000","$ 850,000",50,0,0,0,0,0,0,2.53,52.53045,Beyond 2026,BIL (GEN)
678,Allentown Borough,1302001-003,Water Meter Replacement,1828,"$ 454,850","$ 209,670","$ 664,520",25,0,15,0,0,15,0,0.02,55.01828,Beyond 2026,BIL (GEN)
677,Hopatcong Borough,1912001-005,Hopatcong Borough Water Meter Replacement Project,7000,"$ 640,000","$ 360,000","$ 928,000",25,0,15,0,0,0,0,0.07,55.07224,Beyond 2026,BIL (GEN)
676,Hammonton Town,0113001-007,Water Meter Replacement,11300,"$ 607,500","$ 535,500","$ 1,143,000",25,0,15,0,0,0,15,0.11,55.113,Beyond 2026,BIL (GEN)
673,Montclair Township,0713001-011,New 1.0MG High Zone Tank,37766,"$ 2,412,250","$ 1,652,808","$ 4,065,058",50,0,0,5,0,0,0,0.38,55.37766,Beyond 2026,BIL (GEN)
671,Bloomfield Township,0702001-002,Water Meter Replacement,47982,"$ 6,000,000","$ 416,832","$ 7,230,970",35,0,0,5,0,15,0,0.48,55.47982,Beyond 2026,BIL (GEN)
670,Lakewood Township Municipal Utilities Authority,1514002-013,iInstallation of SCADA,25000,"$ 125,000","$ 87,500","$ 212,500",1,25,0,0,0,0,30,0.25,56.25,Beyond 2026,BIL (GEN)
667,"Wonder Lakes Properties, Incorporate",1615017-003,Replace hydro-pneumatic tank and install new tank,170,"$ 25,000","$ 16,900","$ 41,900",60,0,0,0,0,0,0,0.00,60.00105,Beyond 2026,BIL (GEN)
