Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
19549,Livingston,GENESEO (V) / Geneseo (V),"Replace WM approx 3,300 LF on Oak and Second Streets, Upgrade Distribution System",240,"$2,037,550",35,"$4,301,834,435",,Annual
18925,Wayne,CLYDE (V) / Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System",226,"$2,950,000",35,"$4,304,784,435",,Annual
19300,Columbia,HUDSON (C) / Hudson (C),"Upgrade water mains on Robsinson and 3rd Street, Upgrade Distribution System",125,"$1,276,042",35,"$4,306,060,477",,Annual
19913,Saratoga,SOUTH GLENS FALLS (V) / South Glens Falls (V),"Replacement of approximately 3,350 LF of water main, Upgrade Distribution System",81,"$1,545,000",35,"$4,307,605,477",,Annual
19632,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line replacement., Upgrade Distribution System",42,"$241,500",35,"$4,307,846,977",,Annual
19523,St.Lawrence,OGDENSBURG (C) / Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,"$1,926,100",35,"$4,309,773,077",,Annual
19943,Ulster,KINGSTON (C) / Kingston WD,"Binnewater Reservoir Dam Rehab, Upgrade Surface Water Source","24,000","$2,453,460",35,"$4,312,226,537",,Annual
19931,Cattaraugus,OLEAN (C) / Olean (C),"Lead Service Line Replacement, Upgrade Distribution System",840,"$2,776,782",35,"$4,315,003,319",,Annual
19059,Albany,GUILDERLAND (T) / Guilderland (T),"Well rehab and Greensand filtration system., Upgrade Water Treatment Plant","36,862","$6,796,970",30,"$4,321,800,289",,Annual
18950,Orange,ARROW PARK WD / Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",83,"$2,740,830",30,"$4,324,541,119",,Annual
19809,Ontario,TOWN OF CANANDAIGUA WS / Canandaigua (T),"Replacement of Asbestos Cement Pipe transmission main and installation of new surface aspirators., Upgrade Transmission","6,650","$8,520,000",30,"$4,333,061,119",,Annual
18744,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure, Upgrade Water Treatment Plant, Upgrade Distribution System","4,800","$750,000",30,"$4,333,811,119",FMP,Annual
19855,Schenectady,ROTTERDAM (T) / Rotterdam (T),"WD #3 & #4 Water System Improvements including reaplacing aged mains and a new GW well., New Ground Water Source, Upgrade Distribution System","1,900","$8,577,000",30,"$4,342,388,119",,Annual
19263,Warren,BOLTON WATER DISTRICT / Bolton (T),"Phase II Water System Improvements., Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)","1,800","$3,670,920",30,"$4,346,059,039",,Annual
19513,Warren,DIAMOND POINT WD / Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,"$1,485,260",30,"$4,347,544,299",,Annual
19279,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System, New Inter-Connection","4,500","$3,099,200",30,"$4,350,643,499",,Annual
18431,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Rehabilitate existiting water storage tank and replace water mains., Upgrade Storage, Upgrade Distribution System","2,500","$2,573,000",30,"$4,353,216,499",,Annual
19573,Sullivan,WURTSBORO (V) / Wurtsboro (V),"Pennsylvania Ave and 1st St Well House Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","1,265","$1,647,200",30,"$4,354,863,699",,Annual
18423,Essex,RAY BROOK WD / North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,$0,30,"$4,354,863,699",FMP,Annual
18885,Sullivan,YOUNGSVILLE WD / Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,"$1,436,228",30,"$4,356,299,927",,Annual
19497,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 2 - Chlorination Booster Upgrades, Tank THM Treatment, and Transmission Upgrades, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage","57,808","$2,812,000",30,"$4,359,111,927",,Annual
19570,Westchester,PEEKSKILL (C) / Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement, Upgrade Surface Water Source, Upgrade Distribution System","25,514","$8,166,000",30,"$4,367,277,927",,Annual
19775,Franklin,TOWN OF TUPPER LAKE WD 1 / Tupper Lake (T),"Water Main Replacement and Installation, Upgrade Distribution System","5,174","$9,270,000",30,"$4,376,547,927",,Annual
18914,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Replacement of Warners Water Storage Tank, New Storage","5,000","$1,081,500",30,"$4,377,629,427",,Annual
19197,Wayne,ROSE (T) / Rose (T),"Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide, Upgrade Water Treatment Plant","1,950","$2,141,780",30,"$4,379,771,207",,Annual
18440,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Oakridge Storage Tank Replacement., Upgrade Storage","1,500","$2,400,000",30,"$4,382,171,207",,Annual
19106,Greene,TANNERSVILLE (V) / Tannersville (V),"Emergency Water Storage Tank Replacement, Upgrade Storage",600,"$400,000",30,"$4,382,571,207",,Annual
19032,Dutchess,PAWLING WD NO. 2 / Pawling (T),"Pawling WD No. 2 Phase 1 Treatment and Storage Upgrades, Upgrade Water Treatment Plant, Upgrade Storage",243,"$853,500",30,"$4,383,424,707",,Annual
19367,Westchester,PEEKSKILL (C) / Peekskill (C),"Lead Service Line Inventory, Upgrade Distribution System","24,075","$1,465,690",30,"$4,384,890,397",,Annual
19641,Schenectady,SCOTIA (V) / Scotia (V),"Lead service line inventory., Upgrade Distribution System","12,800","$61,800",30,"$4,384,952,197",,Annual
19226,Niagara,PORTER (T) / Porter (T),"Replacement of WM on 5 Areas of the Town, Upgrade Distribution System","6,070","$6,785,000",30,"$4,391,737,197",,Annual
18899,Wayne,WAYNE COUNTY WATER & SEWER AUTH / Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances., Upgrade Distribution System","5,500","$14,332,625",30,"$4,406,069,822",,Annual
18844,Essex,TICONDEROGA (T) / Ticonderoga (T),"New Meters, Upgrade Distribution System","4,563","$2,958,698",30,"$4,409,028,520",,Annual
19202,Madison,HAMILTON (V) / Hamilton (V),"NY Rt. 12B Water Main Replacement, new hydrants, valves and services, Upgrade Distribution System","4,017","$6,446,770",30,"$4,415,475,290",,Annual
19400,Onondaga,JORDAN (V) / Jordan (V),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$313,200",30,"$4,415,788,490",,Annual
19588,Saratoga,CORINTH (V) / Corinth (V),"Replace water main along Hill Ave and Heath Ave, Upgrade Distribution System","3,000","$1,324,500",30,"$4,417,112,990",,Annual
19882,Saratoga,CORINTH (V) / Corinth (V),"Main st and Sherman Ave water main replacements, Upgrade Distribution System","3,000","$5,268,300",30,"$4,422,381,290",,Annual
19421,Essex,LAKE PLACID (V) / Lake Placid (V),"Lead service line inventory., Upgrade Distribution System","2,229","$440,632",30,"$4,422,821,922",,Annual
19445,Clinton,ROUSES POINT WATER DISTRICT / Rouses Point (V),"Lead service line inventory., Upgrade Distribution System","2,195","$273,980",30,"$4,423,095,902",,Annual
19461,Jefferson,ADAMS (V) / Adams (V),"Lead service line inventory., Upgrade Distribution System","1,775","$519,120",30,"$4,423,615,022",,Annual
19808,Greene,COXSACKIE (V) / Coxsackie (V),"Lead Service Line Inventory., Upgrade Distribution System","1,300","$41,450",30,"$4,423,656,472",,Annual
19637,Steuben,CASTILE (V) / Castile (V),"Lead Service Line Inventory., Upgrade Distribution System","1,135","$315,000",30,"$4,423,971,472",,Annual
19612,Cattaraugus,YORKSHIRE (T) / Yorkshire (T),"Lead Service Line Inventory, Upgrade Distribution System","1,000","$206,000",30,"$4,424,177,472",,Annual
19757,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Mason Street, Upgrade Distribution System",429,"$5,345,700",30,"$4,429,523,172",,Annual
19755,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Grand Street, Upgrade Distribution System",339,"$4,367,200",30,"$4,433,890,372",,Annual
19761,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main around Harrison Ave, Upgrade Distribution System",333,"$3,481,400",30,"$4,437,371,772",,Annual
19762,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in Windy Ridge Area, Upgrade Distribution System",273,"$6,252,100",30,"$4,443,623,872",,Annual
19759,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Watermain around Gage Avenue, Upgrade Distribution System",237,"$3,481,400",30,"$4,447,105,272",,Annual
19753,Warren,GLENS FALLS (C) / Glens Falls (C),"Cooper Street WM Replacement, Upgrade Distribution System",213,"$4,439,300",30,"$4,451,544,572",,Annual
19763,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in the Grant Ave Area, Upgrade Distribution System",210,"$3,059,100",30,"$4,454,603,672",,Annual
19815,Greene,COXSACKIE (V) / Coxsackie (V),"Lead Service Line Replacement., Upgrade Distribution System",210,"$1,294,945",30,"$4,455,898,618",,Annual
19615,Erie,ERIE COUNTY WA / Erie County Water Authority,"Lead Service Line Replacement, Upgrade Distribution System",117,"$910,000",30,"$4,456,808,618",,Annual
19174,Onondaga,SYRACUSE CITY / Syracuse (C),Water Department Security Fence Improvements,"192,000","$1,184,500",30,"$4,457,993,118",,Annual
18934,Schoharie,COBLESKILL WATER DISTRICT / Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,"$535,600",30,"$4,458,528,718",,Annual
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"North Fork Transmission Main - Southold, Extend Distribution System","1,009,264","$27,489,708",25,"$4,486,018,426",,Annual
19941,Westchester,WESTCHESTERCOUNTY WATER DISTRICT #3 / Westchester County,"Eastview Pump Station and Transmission Main, New Transmission, New Pump Station","6,000","$33,990,000",25,"$4,520,008,426",,Annual
18748,Broome,BINGHAMTON (T) CONSOLIDATED WD / Binghamton (T),"Powers Road Storage Tank Replacement., New Storage","2,600","$939,393",25,"$4,520,947,819",,Annual
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY / Saratoga County WA,"Cordero Blvd New Storage and Controls., New Storage","100,000",$0,25,"$4,520,947,819",FMP,Annual
19765,Westchester,YONKERS (C) / Yonkers (C),"Replacement of 750 LF of transmission main, Upgrade Distribution System","60,070","$1,997,720",25,"$4,522,945,539",,Annual
18503,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$4,526,245,539",,Annual
19173,Dutchess,POUGHKEEPSIE (T) / Poughkeepsie (T),"Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station, Upgrade Storage, Upgrade Pump Station","45,471","$11,251,426",25,"$4,537,496,965",,Annual
18613,Tioga,OWEGO WD #2 & #3 / Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements., New Ground Water Source, Upgrade Transmission","4,904","$2,425,341",25,"$4,539,922,306",,Annual
18787,Dutchess,RED HOOK WATER DISTRICT #1 / Red Hook (V),"Enhance interconnection with Red Hook (T); eliminate Well #4 due to PFAS, Upgrade Storage, Upgrade Distribution System, Upgrade Inter-Connection","1,440",$0,25,"$4,539,922,306",FMP,Annual
19754,Putnam,KENT WD NO. 1 AND 2 / Kent (T),"Two new wells, storage tank replacement, and service connection relocation to increase CT, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",480,"$1,478,300",25,"$4,541,400,606",,Annual
19144,Suffolk,WEST NECK WATER SUPPLY / Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,"$2,250,928",25,"$4,543,651,533",,Annual
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000",25,"$4,544,851,533",,Annual
19494,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Shoremont WTP - Replacement of GAC media to remove PFOA/PFOS, Upgrade Water Treatment Plant","400,000","$3,050,000",25,"$4,547,901,533",,Annual
18633,Nassau,HEMPSTEAD (V) / Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)","56,000",$0,25,"$4,547,901,533",FMP,Annual
19037,Ulster,ULSTER WATER DISTRICT / Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage","5,500","$1,880,000",25,"$4,549,781,533",,Annual
18949,Dutchess,MILLERTON (V) / Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System","2,150","$6,280,454",25,"$4,556,061,987",,Annual
19942,Orange,GOSHEN CONSOLIDATED WD / Goshen (T),"Arcadia Hills - New Iron & Manganese Removal System., New Water Treatment Plant","1,800","$5,253,000",25,"$4,561,314,987",,Annual
19397,Monroe,MONROE COUNTY WATER AUTH / Monroe County WA,"Lead Service Line Inventory., Upgrade Distribution System","558,818","$25,390,000",25,"$4,586,704,987",,Annual
18926,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Installation of emergency scrubber for chlorine gas treatment., Upgrade Other Expenses, Upgrade Other (OT)","200,000","$300,000",25,"$4,587,004,987",,Annual
19237,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System","150,000","$10,439,606",25,"$4,597,444,593",,Annual
19655,Erie,EVANS (T) / Evans (T),"Phase 1 Watermain Replacement, Upgrade Distribution System","15,321","$9,500,000",25,"$4,606,944,593",,Annual
19141,Rensselaer,RENSSELAER (C) PWS / Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System","9,210","$3,219,551",25,"$4,610,164,144",,Annual
18921,Niagara,NEWFANE WD#4 / Newfane (T),"Approximately 2,400 ft main replacement., Upgrade Distribution System","6,196","$1,102,615",25,"$4,611,266,759",,Annual
19293,Seneca,WATERLOO (V) / Waterloo (V),"Lead Service Line Inventory., Upgrade Distribution System","4,924","$502,310",25,"$4,611,769,069",,Annual
19404,Cortland,HOMER (V) / Homer (V),"Lead Service Line Inventory., Upgrade Distribution System","4,000","$1,050,600",25,"$4,612,819,669",,Annual
19401,Onondaga,ELBRIDGE (T) / Elbridge (T),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$442,656",25,"$4,613,262,325",,Annual
19403,Onondaga,ELBRIDGE (V) / Elbridge (V),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$288,144",25,"$4,613,550,469",,Annual
19443,Albany,RAVENA (V) / Ravena (V),"Lead service line inventory., Upgrade Distribution System","3,271","$345,050",25,"$4,613,895,519",,Annual
19274,Erie,AKRON (V) / Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System","3,085","$3,028,200",25,"$4,616,923,719",,Annual
19121,Livingston,AVON TOWN WATER DISTRICT / Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System","3,000","$8,577,750",25,"$4,625,501,469",,Annual
19449,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Lead service line inventory., Upgrade Distribution System","2,500","$650,342",25,"$4,626,151,811",,Annual
19593,Westchester,MT. VERNON BOARD OF WATER SUPPLY / Mt. Vernon (C),"Lead Service Line Replacement, Upgrade Distribution System","2,302","$15,620,000",25,"$4,641,771,811",,Annual
19551,Allegany,ALMOND (V) / Almond (V),"Mill St. & Maple Ridge Water Main Improvements Project, Upgrade Distribution System",690,"$1,025,000",25,"$4,642,796,811",,Annual
19630,Delaware,FRANKLIN (V) / Franklin (V),"Lead Service Line Inventory., Upgrade Distribution System",342,"$201,465",25,"$4,642,998,276",,Annual
19114,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)","370,000","$2,997,200",25,"$4,645,995,476",,Annual
19122,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant","180,000","$3,831,863",25,"$4,649,827,339",,Annual
19002,Suffolk,DIX HILLS WATER DISTRICT / Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade Water Treatment Plant","41,000","$4,634,000",20,"$4,654,461,339",,Annual
19018,Nassau,LONG BEACH CITY / Long Beach (C),"Well 16A Replacement, New Ground Water Source","35,000","$4,993,440",20,"$4,659,454,779",,Annual
19723,Nassau,LONG BEACH (C) / Long Beach (C),"Sand Filter Vessel Rehab/Replacement, Upgrade Water Treatment Plant","35,000","$6,560,000",20,"$4,666,014,779",,Annual
19968,Schenectady,ROTTERDAM WD NO. 5 / Rotterdam (T),"New 1 Million Gallon Water Storage Tank at the Schalmont Central School site., New Storage","30,523","$4,889,925",20,"$4,670,904,704",,Annual
19970,Nassau,PORT WASHINGTON WD / Port Washington WD,"Mechanical, Chemical and Site Improvements at the Neulist Station, Upgrade Water Treatment Plant","30,000","$2,454,490",20,"$4,673,359,194",,Annual
19304,Nassau,BETHPAGE WATER DISTRICT / Bethpage WD,"Plant No. 5 Construction of building for existing AOP and GAC, Install redundant AOP, Upgrade Water Treatment Plant","28,100","$6,959,000",20,"$4,680,318,194",,Annual
18961,Nassau,GLEN COVE CITY / Glen Cove (C),"Nancy Court Pump Station Upgrades., Upgrade Pump Station","28,000","$2,234,000",20,"$4,682,552,194",,Annual
19383,Rensselaer,EAST GREENBUSH (T) / East Greenbush (T),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","21,000","$2,199,600",20,"$4,684,751,794",,Annual
18780,Dutchess,FISHKILL (V) / Fishkill (V),"Water System Upgrades and rehabilitation of existing wells, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","11,289","$10,525,000",20,"$4,695,276,794",,Annual
18615,Orange,NEW WELL SUPPLY: TROUT BROOK WELL FIELD / Woodbury (V),"New Well #11 with treatment at Trout Brook Well Field., New Water Treatment Plant, New Ground Water Source","10,741","$4,739,921",20,"$4,700,016,715",,Annual
18901,Erie,BOSTON (T) / Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System","6,604","$16,123,067",20,"$4,716,139,782",,Annual
19089,Orange,CHESTER VILLAGE / Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage","3,448","$1,950,000",20,"$4,718,089,782",,Annual
19235,Nassau,SANDS POINT (V) / Sands Point (V),"Construction of new supply well #9, New Ground Water Source","2,900","$7,337,000",20,"$4,725,426,782",,Annual
18868,Schenectady,GLENVILLE (T) / Glenville (T),"Upgrade WTP, SCADA, HVAC and electrical; and replacement of well and high lift pumps., Upgrade Water Treatment Plant","16,000","$6,482,917",20,"$4,731,909,699",,Annual
18919,Genesee,MONROE COUNTY WA / Monroe County Water Authority,"1.5MG Tank Installation in Town of Pavilion., New Storage","8,820","$5,055,000",20,"$4,736,964,699",,Annual
19218,Nassau,BAYVILLE (V) / Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant","8,800","$1,661,184",20,"$4,738,625,883",,Annual
19732,Erie,BOSTON (T) / Boston (T),"WD No. 1 & No. 2 Water System Improvements Phase 2, Upgrade Distribution System","7,948","$10,088,975",20,"$4,748,714,858",,Annual
19047,Nassau,LOCUST VALLEY WD / Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant","7,500","$3,150,000",20,"$4,751,864,858",,Annual
19649,Genesee,BATAVIA (T) / Batavia (T),"Pearl Street Rd, Asbestos Cement WM Replacement, Upgrade Distribution System","6,293","$3,675,900",20,"$4,755,540,758",,Annual
19987,Tompkins,CAYUGA HEIGHTS (V) / Cayuga Heights (V),"Aged & Undersized Main Replacement, PRV Station Upgrades, Upgrade Distribution System","4,200","$7,970,346",20,"$4,763,511,104",,Annual
19345,Dutchess,RED HOOK WD NO. 1 / Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage","1,600","$4,338,900",20,"$4,767,850,004",,Annual
18609,Livingston,LEICESTER (V) / Leicester (V),"Replacement of WM on South Pkwy, Pleasant St, & Maple Ln, Upgrade Distribution System",440,"$1,246,000",20,"$4,769,096,004",,Annual
19602,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Inventory., Upgrade Distribution System","215,564","$4,716,862",20,"$4,773,812,866",,Annual
19336,Westchester,YONKERS (C) / Yonkers (C),"Lead Service Line Inventory., Upgrade Distribution System","211,569","$3,115,750",20,"$4,776,928,616",,Annual
19198,Wayne,WILLIAMSON (T) / Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System","6,757","$3,189,900",20,"$4,780,118,516",,Annual
19286,Oneida,SHERRILL - KENWOOD WD / Sherrill (C),"Lead service line inventory., Upgrade Distribution System","3,500","$25,750",20,"$4,780,144,266",,Annual
19380,Dutchess,MILLERTON (V) / Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System","2,000","$128,000",20,"$4,780,272,266",,Annual
19989,Herkimer,FRANKFORT (T) / Frankfort (T),"Lead Service Line Inventory., Upgrade Distribution System","1,493","$403,400",20,"$4,780,675,666",,Annual
19875,Saratoga,WATERFORD WATER WORKS / Waterford (T),"Lead service line replacement., Upgrade Distribution System",366,"$1,438,456",20,"$4,782,114,122",,Annual
19214,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System",120,"$498,520",20,"$4,782,612,642",,Annual
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source","1,009,264","$1,200,000",15,"$4,783,812,642",,Annual
19813,Nassau,PLAINVIEW WATER DISTRICT / Plainview WD,"Upgrade and improve interconnections., Upgrade Inter-Connection","202,164","$1,337,260",15,"$4,785,149,902",,Annual
19959,Dutchess,POUGHKEEPSIE WATER TREATMENT PLANT / Poughkeepsie JWB,"Thickened Sludge Storage Tank Replacement, Upgrade Water Treatment Plant","77,048","$3,283,000",15,"$4,788,432,902",,Annual
19845,Dutchess,POUGHKEEPSIE WATER TREATMENT PLANT / Poughkeepsie JWB,"Filter underdrain replacement, Upgrade Water Treatment Plant","74,504","$4,415,700",15,"$4,792,848,602",,Annual
19208,Nassau,JERICHO WD / Jericho WD,"Replacement of 1.5MG Syosset water storage tank., New Storage","58,000","$14,621,000",15,"$4,807,469,602",,Annual
18796,Nassau,LONG BEACH (C) / Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP., New Storage","35,000","$17,875,980",15,"$4,825,345,582",,Annual
19275,Suffolk,RIVERHEAD WATER DISTRICT / Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage","35,000","$10,250,000",15,"$4,835,595,582",,Annual
19678,Nassau,WATER AUTHORITY OF GREAT NECK NORTH / WA of Great Neck North,"Replacement of 19,000 LF of Asbestos Main, Upgrade Distribution System","32,400","$11,553,000",15,"$4,847,148,582",,Annual
19220,Nassau,BETHPAGE WATER DISTRICT / Bethpage WD,"Installation of new North to South Transmission Main., New Transmission","28,100","$10,675,476",15,"$4,857,824,058",,Annual
19756,Westchester,NEW CASTLE/STANWOOD W.D. / New Castle (T),"Metro-North Railroad Water Main Replacement, Upgrade Distribution System","18,311","$1,224,929",15,"$4,859,048,986",,Annual
19562,Dutchess,BEACON (C) / Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System for HABs control., Upgrade Surface Water Source","14,370","$1,485,384",15,"$4,860,534,370",,Annual
19564,Dutchess,BEACON (C) / Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System for HABS control., Upgrade Surface Water Source","14,370","$2,727,167",15,"$4,863,261,537",,Annual
19364,Ulster,LLOYD (T) / Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage","11,133","$2,645,000",15,"$4,865,906,537",,Annual
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000",15,"$4,867,106,537",,Annual
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field., Upgrade Ground Water Source","3,315","$1,200,000",15,"$4,868,306,537",,Annual
19742,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"Phase II Water System Improvements, Upgrade Storage","3,000","$3,086,910",15,"$4,871,393,447",,Annual
18591,Suffolk,SALTAIRE (V) / Saltaire (V),"Replace approximately 9,800 linear feet of water main., Upgrade Distribution System","2,500","$6,421,020",15,"$4,877,814,467",,Annual
19737,Saratoga,STILLWATER WATER DISTRICT NO. 6 / Stillwater (T),"Replacement of water main in Water District No. 6, Upgrade Distribution System",170,"$2,639,000",15,"$4,880,453,467",,Annual
19043,Orange,ARLUCK WATER DISTRICT / Wawayanda (T),"Interconnection between Arluck Water District and Denton Hills Water District, New Ground Water Source, New Inter-Connection",118,"$2,634,000",15,"$4,883,087,467",,Annual
19374,Nassau,HEMPSTEAD (T) / Hempstead (T),"Lead service line inventory., Upgrade Distribution System","130,000","$741,600",15,"$4,883,829,067",,Annual
19880,Albany,LATHAM WATER DISTRICT / Colonie (T),"Lead service line inventory., Upgrade Distribution System","85,590","$2,039,679",15,"$4,885,868,746",,Annual
19358,Nassau,JERICHO WD / Jericho WD,"Lead service line inventory., Upgrade Distribution System","58,000","$1,372,000",15,"$4,887,240,746",,Annual
19359,Nassau,JERICHO WD / Jericho WD,"Lead service line replacement., Upgrade Distribution System","58,000","$9,292,000",15,"$4,896,532,746",,Annual
19982,Erie,WEST SENECA (T) / West Seneca (T),"Orchard Park Road Watermain Replacement, Upgrade Distribution System","45,329","$2,766,000",15,"$4,899,298,746",,Annual
19983,Erie,WEST SENECA (T) / West Seneca (T),"Water District No. 2 watermain replacement., Upgrade Distribution System","45,329","$6,746,357",15,"$4,906,045,103",,Annual
19356,Nassau,FREEPORT (V) / Freeport (V),"Lead service line inventory., Upgrade Distribution System","44,199","$500,000",15,"$4,906,545,103",,Annual
19388,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System","32,000","$134,000",15,"$4,906,679,103",,Annual
19967,Schenectady,"ROTTERDAM WD NOS. 3, 4, & 5 / Rotterdam (T)","Water Metering for the Town of Rotterdam WD Nos. 3, 4 & 5., Upgrade Distribution System","30,523","$25,357,570",15,"$4,932,036,673",,Annual
19038,Nassau,PORT WASHINGTON WD / Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant","30,000","$10,278,000",15,"$4,942,314,673",,Annual
19325,Nassau,PORT WASHINGTON WD / Port Washington WD,"Lead service line inventory., Upgrade Distribution System","30,000","$1,236,000",15,"$4,943,550,673",,Annual
19329,Orange,NEW WINDSOR CWD / New Windsor (T),"Lead Service Line Inventory, Upgrade Distribution System","29,500","$275,000",15,"$4,943,825,673",,Annual
19601,Nassau,GLEN COVE (C) / Glen Cove (C),"Lead Service Line Inventory., Upgrade Distribution System","28,000","$309,000",15,"$4,944,134,673",,Annual
19858,Nassau,GARDEN CITY (V) / Garden City (V),"Lead Service Line Replacement, Upgrade Distribution System","28,000","$39,717,250",15,"$4,983,851,923",,Annual
19386,Orange,NEWBURGH CWD / Newburgh (T),"Lead Service Line Inventory, Upgrade Distribution System","23,000","$374,525",15,"$4,984,226,448",,Annual
19363,Nassau,GARDEN CITY (V) / Garden City (V),"Lead service line inventory., Upgrade Distribution System","22,384","$3,468,100",15,"$4,987,694,548",,Annual
