Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
18338,Delaware,SIDNEY VILLAGE / Sidney (V),"New Ground Water Supply and WTP to Replace Existing Inadequate Wells., Upgrade Ground Water Source, Extend Distribution System, Upgrade Distribution System","5,100",$0,1140,"$876,556,685",,Multi-Year
18803,Delaware,HOBART VILLAGE / Hobart (V),"Upgrade Water Treatment Plant, New Ground Water Source",370,$0,1105,"$876,556,685",,Multi-Year
18367,Delaware,FISH'S EDDY WATER DISTRICT / Hancock (T),"Fish's Eddy Water District., New Ground Water Source, Upgrade Distribution System, New Water District",100,"$4,184,504",85,"$880,741,189",,Multi-Year
19046,Delaware,DELHI (V) / Delhi (V),"Distribution, Storage, & Pump Station Upgrades, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","3,172","$6,500,000",55,"$887,241,189",,Multi-Year
19847,Delaware,TREADWELL WATER DISTRICT / Franklin (T),"Treadwell Water District Improvements Project., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage",140,"$1,500,000",55,"$888,741,189",,Multi-Year
19379,Delaware,ANDES (T) / Andes (T),"Installation of two wells, new treatment process, connection to distribution system, line existing reservoir, Upgrade Water Treatment Plant, Upgrade Surface Water Source, New Ground Water Source",350,"$2,588,550",50,"$891,329,739",,Multi-Year
19965,Delaware,HOBART (V) / Hobart (V),"Security upgrades, Emergency Backup power, upgrade SCADA, and various WTP upgrades. , Upgrade Other Expenses, Upgrade Water Treatment Plant, Upgrade Other (OT)",410,"$3,300,000",45,"$894,629,739",,Multi-Year
19505,Delaware,MARGARETVILLE (V) / Margaretville (V),"Hospital Tank replacement, meters, control system upgrades, Upgrade Storage, Upgrade Distribution System",514,"$1,508,801",45,"$896,138,540",,Multi-Year
19900,Delaware,DAVENPORT WATER DISTRICT / Davenport (T),"New water storage tank, New Storage",150,"$1,705,680",40,"$897,844,220",,Multi-Year
19633,Delaware,WALTON (V) / Walton (V),"Lead Service Line Inventory., Upgrade Distribution System","3,186",$0,40,"$897,844,220",,Multi-Year
19634,Delaware,VILLAGE OF DELHI / Delhi (V),"Lead Service Line Inventory., Upgrade Distribution System","3,172",$0,40,"$897,844,220",,Multi-Year
19886,Delaware,COOKS FALLS WATER SYSTEM / Colchester (T),"Establish a backup water supply, New Ground Water Source",271,"$556,200",30,"$898,400,420",,Multi-Year
19630,Delaware,FRANKLIN (V) / Franklin (V),"Lead Service Line Inventory., Upgrade Distribution System",342,"$201,465",25,"$898,601,885",,Multi-Year
18916,Delaware,HAMDEN WATER DIST 1 - HAMDEN / Hamden (T),"Hamden WD Distribution System Upgrades., Upgrade Distribution System",110,"$334,235",25,"$898,936,120",,Multi-Year
18090,Dutchess,REVERE PARK (E.FISH.WD#2) / East Fishkill (T),"Interconnection of Hopewell West and Revere Park with Hopewell Hamlet via Fishkill Plains., New Distribution System, Upgrade Distribution System, New Inter-Connection",280,$0,1205,"$898,936,120",,Multi-Year
19420,Dutchess,GREENFIELD WATER DISTRICT / DCWWA,"Interconnection of Greenfields Water System to Hyde Park Regional Water System to address PFAS contamination, Upgrade Water Treatment Plant, New Pump Station, New Inter-Connection","1,050",$0,1055,"$898,936,120",,Multi-Year
19170,Dutchess,PAWLING VILLAGE / Pawling (V),"New GW Sources, new WTP and related utility work on well fields., New Water Treatment Plant, New Ground Water Source","1,907","$4,000,000",95,"$902,936,120",,Multi-Year
19750,Dutchess,QUAKER HILL WATER SYSTEM / DCWWA,"Quaker Hill WS Interconnection with Hyde Park Regional WS to resolve PFAS contamination at Quaker Hill., New Pump Station, New Inter-Connection",350,"$21,875,700",80,"$924,811,820",,Multi-Year
19645,Dutchess,SCHREIBER WATER WORKS / DCWWA,"New well and treatment for removal of gross alpha, radium, iron/manganese, and sulfate, New Water Treatment Plant, New Ground Water Source",80,"$4,653,540",70,"$929,465,360",,Multi-Year
19146,Dutchess,TOWN WIDE INTERCONNECTED WDS / East Fishkill (T),"Installation of Ionization Media filters, interconnections within the Town's existing water districts, and development of new GW Sources to address PFOA/PFAS contamination, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","3,493","$16,728,197",70,"$946,193,557",,Multi-Year
18822,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"New Greensand WTP for Mn Removal, New Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","6,731","$3,042,840",55,"$949,236,397",,Multi-Year
16236,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Ground Water Source, Upgrade Ground Water Source, New Storage, Upgrade Distribution System","2,214",$0,55,"$949,236,397",,Multi-Year
18918,Dutchess,RHINEBECK VILLAGE WATER / Rhinebeck (V),"Upgrade Water Treatment Plant, Upgrade Storage","4,300",$0,45,"$949,236,397",,Multi-Year
18830,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T)., New Inter-Connection","5,522","$1,440,252",45,"$950,676,649",,Multi-Year
19604,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 3)., Upgrade Distribution System","2,980","$9,336,373",40,"$960,013,022",,Multi-Year
19402,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Inventory., Upgrade Distribution System","32,000","$2,453,300",40,"$962,466,322",,Multi-Year
19789,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 3, Round 1)., Upgrade Distribution System","2,180","$9,584,438",40,"$972,050,760",,Multi-Year
19187,Dutchess,AMENIA WD #1 / Amenia (T),"Water District No. 1 Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,000","$4,019,936",40,"$976,070,695",,Multi-Year
19919,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zones 8, 9, and 10 Round 1)., Upgrade Distribution System","4,503","$19,699,080",40,"$995,769,775",,Multi-Year
19791,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 4, Round 1)., Upgrade Distribution System","1,567","$8,516,534",40,"$1,004,286,309",,Multi-Year
19784,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 2, Round 1)., Upgrade Distribution System","3,169","$11,800,339",40,"$1,016,086,648",,Multi-Year
19603,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 2)., Upgrade Distribution System","3,030","$9,374,442",40,"$1,025,461,090",,Multi-Year
19917,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zones 5, 6, and 7 Round 1)., Upgrade Distribution System","4,688","$21,091,860",40,"$1,046,552,950",,Multi-Year
19565,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Water main replacement Phases 1 - 10, Upgrade Distribution System","32,000","$77,804,140",35,"$1,124,357,090",,Multi-Year
19575,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Wenliss Water Tank Rehabilitation, Upgrade Storage","6,500","$2,274,240",35,"$1,126,631,330",,Multi-Year
18140,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Storage, Upgrade Distribution System","2,214",$0,35,"$1,126,631,330",,Multi-Year
18723,Dutchess,POUGHKEEPSIE (C) / City of Poughkeepsie,Upgrade Distribution System,"38,180","$15,770,000",35,"$1,142,401,330",,Multi-Year
19032,Dutchess,PAWLING WD NO. 2 / Pawling (T),"Pawling WD No. 2 Phase 1 Treatment and Storage Upgrades, Upgrade Water Treatment Plant, Upgrade Storage",243,"$853,500",30,"$1,143,254,830",,Multi-Year
19576,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Water Meter Replacement, Upgrade Distribution System","6,500","$1,725,500",30,"$1,144,980,330",,Multi-Year
19173,Dutchess,POUGHKEEPSIE (T) / Poughkeepsie (T),"Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station, Upgrade Storage, Upgrade Pump Station","45,471","$11,251,426",25,"$1,156,231,756",,Multi-Year
18787,Dutchess,RED HOOK WATER DISTRICT #1 / Red Hook (V),"Enhance interconnection with Red Hook (T); eliminate Well #4 due to PFAS, Upgrade Storage, Upgrade Distribution System, Upgrade Inter-Connection","1,440",$0,25,"$1,156,231,756",,Multi-Year
18949,Dutchess,MILLERTON (V) / Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System","2,150","$6,280,454",25,"$1,162,512,210",,Multi-Year
18780,Dutchess,FISHKILL (V) / Fishkill (V),"Water System Upgrades and rehabilitation of existing wells, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","11,289","$10,525,000",20,"$1,173,037,210",,Multi-Year
19345,Dutchess,RED HOOK WD NO. 1 / Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage","1,600","$4,338,900",20,"$1,177,376,110",,Multi-Year
19380,Dutchess,MILLERTON (V) / Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System","2,000","$128,000",20,"$1,177,504,110",,Multi-Year
19846,Dutchess,POUGHKEEPSIE (T) / Poughkeepsie (T),"Speakenkill Water Pump Station rehabilitation., Upgrade Pump Station","45,518","$5,887,595",15,"$1,183,391,705",,Multi-Year
19898,Dutchess,TOWN OF EAST FISHKILL / East Fishkill (T),"Lead Service Line Inventory., Upgrade Distribution System","3,500","$1,706,179",15,"$1,185,097,884",,Multi-Year
19845,Dutchess,POUGHKEEPSIE WATER TREATMENT PLANT / Poughkeepsie JWB,"Filter underdrain replacement, Upgrade Water Treatment Plant","74,504","$4,415,700",15,"$1,189,513,584",,Multi-Year
19564,Dutchess,BEACON (C) / Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System for HABS control., Upgrade Surface Water Source","14,370","$2,727,167",15,"$1,192,240,751",,Multi-Year
19435,Dutchess,DUTCHESS COUNTY WWA / Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System","15,979","$121,326",15,"$1,192,362,077",,Multi-Year
19562,Dutchess,BEACON (C) / Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System for HABs control., Upgrade Surface Water Source","14,370","$1,485,384",15,"$1,193,847,461",,Multi-Year
19959,Dutchess,POUGHKEEPSIE WATER TREATMENT PLANT / Poughkeepsie JWB,"Thickened Sludge Storage Tank Replacement, Upgrade Water Treatment Plant","77,048","$3,283,000",15,"$1,197,130,461",,Multi-Year
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1 / Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System","1,600","$178,000",15,"$1,197,308,461",,Multi-Year
19189,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Installaton of 3 Wells, 1 MG Tank, New Ground Water Source, New Storage","14,000","$5,922,000",15,"$1,203,230,461",,Multi-Year
19340,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Distribution main extension along Route 9., Extend Distribution System","14,000","$8,326,405",10,"$1,211,556,866",,Multi-Year
19418,Dutchess,BRINKERHOFF WATER DISTRICT / Fishkill (T),"Installation of looping main, Upgrade Distribution System","3,788","$725,000",10,"$1,212,281,866",,Multi-Year
19547,Erie,AKRON VILLAGE / Akron (V),"Improve Water Storage Tank. Install TTHM Removal System, Upgrade Storage","2,900","$6,500,000",85,"$1,218,781,866",,Multi-Year
19957,Erie,AKRON (V) / Akron (V),"New WTP Filtration System and Building, Intake Pump, Backwash and Clearwell Tanks, Upgrade Water Treatment Plant","2,900","$11,350,000",55,"$1,230,131,866",,Multi-Year
19553,Erie,WEST SENECA (T) / West Seneca (T),"ECWA Connection/Conversion, Extend Distribution System, Upgrade Distribution System","1,968","$10,327,707",50,"$1,240,459,573",,Multi-Year
19118,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station","180,000","$14,280,000",45,"$1,254,739,573",,Multi-Year
19131,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Rehabilitation of Filters 1 through 4 - Van de Water WTP, Upgrade Water Treatment Plant","180,000","$28,706,700",45,"$1,283,446,273",,Multi-Year
19276,Erie,ALDEN (T) / Alden (T),"Water District No. 5, New Water District","1,500","$20,497,000",45,"$1,303,943,273",,Multi-Year
19053,Erie,CAYUGA CREEK WD / Alden (T),"Cayuga Creek Water District, New Water District",56,"$887,600",45,"$1,304,830,873",,Multi-Year
19621,Erie,BUFFALO (C) / Buffalo (C),"Lead Service Line Replacement, Upgrade Distribution System","2,800","$11,516,000",40,"$1,316,346,873",,Multi-Year
19137,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant","479,000","$3,744,250",40,"$1,320,091,123",,Multi-Year
19509,Erie,TONAWANDA (T) / Tonawanda (T),"Electrical Upgrades at WTP and Pump Station, Upgrade Water Treatment Plant","87,169","$44,920,000",40,"$1,365,011,123",,Multi-Year
19023,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Castle Hill Pump Station Replacement Serving the Village of Aurora, Upgrade Pump Station",500,"$2,940,400",40,"$1,367,951,523",,Multi-Year
19117,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station","180,000","$46,440,000",40,"$1,414,391,523",,Multi-Year
19409,Erie,BUFFALO WATER BOARD / Buffalo (C),"Lead Service Line Replacement., Upgrade Distribution System",900,"$5,460,000",40,"$1,419,851,523",,Multi-Year
19219,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant","180,000","$30,246,400",35,"$1,450,097,923",,Multi-Year
19431,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sandridge Water Storage Tank Rehabilitation, Upgrade Storage","17,600","$3,485,000",35,"$1,453,582,923",,Multi-Year
19055,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"30-Inch Transmission Main Replacement on Various Areas, Upgrade Transmission","215,000","$4,240,300",35,"$1,457,823,223",,Multi-Year
19884,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van de Water WTP to Ball Pump Station 48-inch Transmission Main., New Transmission","200,000","$43,878,000",35,"$1,501,701,223",,Multi-Year
19116,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Transmission Main Improvements - Town Cheektowaga and City of Lackawanna, Upgrade Transmission","100,000","$9,069,860",35,"$1,510,771,083",,Multi-Year
19195,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant","370,000","$2,950,400",35,"$1,513,721,483",,Multi-Year
19861,Erie,(C) BUFFALO / (C) Buffalo,"Lead Service Line Replacement, Upgrade Distribution System","4,400","$16,372,000",35,"$1,530,093,483",,Multi-Year
19885,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point and Van de Water WTP Intake Improvements., Upgrade Water Treatment Plant","550,000","$8,050,000",30,"$1,538,143,483",,Multi-Year
19833,Erie,ERIE COUNTY WATER AUTHORITY / ECWA,"ECWA 2024 Lead Service Line Replacements, Upgrade Distribution System","551,274","$8,447,400",30,"$1,546,590,883",,Multi-Year
19115,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Interconnection to City of Buffalo to provide 20MGD, New Inter-Connection","550,000","$34,127,800",30,"$1,580,718,683",,Multi-Year
19111,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of 18 Mile Creek Transmission Crossings, Upgrade Transmission","370,000","$16,850,000",30,"$1,597,568,683",,Multi-Year
19615,Erie,ERIE COUNTY WA / Erie County Water Authority,"Lead Service Line Replacement, Upgrade Distribution System",117,"$910,000",30,"$1,598,478,683",,Multi-Year
19442,Erie,GRAND ISLAND (T) / Grand Island (T),"Grand Island Water System Pump Station Improvements, Upgrade Pump Station","21,389","$1,982,750",30,"$1,600,461,433",,Multi-Year
19851,Erie,TONAWANDA (T) / Tonawanda (T),"Raw Water Intake Modification and Cleaning, Upgrade Transmission","72,636","$6,504,486",30,"$1,606,965,919",,Multi-Year
19655,Erie,EVANS (T) / Evans (T),"Phase 1 Watermain Replacement, Upgrade Distribution System","15,321","$9,500,000",25,"$1,616,465,919",,Multi-Year
19237,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System","150,000","$10,439,606",25,"$1,626,905,525",,Multi-Year
19114,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)","370,000","$2,997,200",25,"$1,629,902,725",,Multi-Year
19112,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Water Main Replacement Town of Amherst, Upgrade Distribution System","180,000","$11,490,000",25,"$1,641,392,725",,Multi-Year
19122,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant","180,000","$3,831,863",25,"$1,645,224,588",,Multi-Year
19274,Erie,AKRON (V) / Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System","3,085","$3,028,200",25,"$1,648,252,788",,Multi-Year
19732,Erie,BOSTON (T) / Boston (T),"WD No. 1 & No. 2 Water System Improvements Phase 2, Upgrade Distribution System","7,948","$10,088,975",20,"$1,658,341,763",,Multi-Year
18901,Erie,BOSTON (T) / Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System","6,604","$16,123,067",20,"$1,674,464,830",,Multi-Year
