PWSID Number,Project Number,Entity,Project Name,Project City,Project County,Project Description,Project Cost,Population,Entity Type
CO0117700,142290D,"Rico, Town of",,Rico,Dolores,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Source Water Protection Plan,"$4,970,000 ",300,Gov
CO0160400,160420D,Ridgewood Water District,,Woodland Park,Teller,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters; Water  Rights; Source Water Protection Plan; Green Infrastructure,"$1,270,000 ",250,Gov
CO0146676,142310D,"Ridgway, Town of",,Ridgway,Ouray,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water  Protection Plan; Green Infrastructure,"$8,355,000 ","1,200",Gov
CO0123676,142320D,"Rifle, City of",,Rifle,Garfield,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$15,250,000 ","9,744",Gov
CO0152670,230450D,Rio Blanco Water Conservancy District,,Rangely,Rio Blanco,Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Meters Water Storage Facilities; Water Meters,"$1,625,000 ",500,Gov
CO0123679,210290D,Riverbend Water and Sewer Company,,New Castle,Garfield,,"$86,000 ",250,PNFP
CO0145570,230460D,Riverside Water Company,,Swink,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$1,400,000 ",90,PNFP
CO0121725,143070D,Rock Creek Mesa Water District,,Colorado Springs,El Paso,Improvement/Expansion of Water Treatment Facilities New Water Treatment Facilities; Improvement/Expansion of Water,"$1,313,500 ",696,Gov
CO0122800,142340D,"Rockvale, Town of",,Rockvale,Fremont,Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water,"$1,385,000 ",511,Gov
CO0145600,200300D,"Rocky Ford, City of",,Rocky Ford,Otero,Water Treatment Facilities; Construction or Rehabilitation of Distribution  and/or Transmission Lines; Water Storage Facilities; Water Supply Facilities;  Water Meters; Source Water Protection Plan,"$30,000,000 ","3,827",Gov
CO0111800,180080D,"Romeo, Town of",,Romeo,Conejos,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities,"$1,000,000 ",406,Gov
CO0160450,143520D,Rosewood Hills Property and Homeowners  Association,,Woodland Park,Teller,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Source Water Protection  Plan,"$3,700,000 ",150,PNFP
CO0114500,142360D,Round Mountain Water and Sanitation District,,Westcliffe,Custer,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$22,000,000 ","1,100",Gov
CO0219685,210300D,Roundup River Ranch (camp),,Gypsum,Eagle,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Supply  Facilities,"$3,000,000 ",300,PNFP
CO0154609,142370D,Routt County,Community of  Phippsburg,Phippsburg,Routt,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Supply Facilities; Water Meters; Water Rights,"$105,000 ",210,Gov
CO0118055,142390D,Roxborough Water and Sanitation District,,Littleton,Douglas,Improvement/Expansion of Water Treatment Facilities; Connection to a New  or Existing Water Treatment Facility; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Storage Facilities; Water  Supply Facilities; Water Meters,"$41,700,000 ","11,000",Gov
CO0151700,142400D,"Rye, Town of",,Rye,Pueblo,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Rights,"$7,150,000 ",850,Gov
CO0155800,142410D,"Saguache, Town of",,Saguache,Saguache,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters,"$3,799,800 ",498,Gov
CO0108700,142420D,"Salida, City of",,Salida,Chaffee,Treatment Facilities; Consolidation of Water Treatment Facilities;  Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters; Source  Water Protection Plan,"$19,200,000 ","6,082",Gov
CO0104900,142430D,San Juan River Village Metropolitan District,,Pagosa Springs,Archuleta,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$725,000 ",500,Gov
CO0112900,142440D,San Luis Water and Sanitation District,,San Luis,Costilla,Water Supply Facilities New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or Water Supply Facilities New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or,"$831,008 ",629,Gov
CO0121775,142450D,Security Water District,,Colorado Springs,El Paso,,"$38,000,000 ","22,000",Gov
CO0118060,142460D,Sedalia Water and Sanitation District,,Sedalia,Douglas,Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan,"$18,600,000 ",215,Gov
CO0158010,200310D,"Sedgwick, Town of",,Sedgwick,Sedgwick,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$6,580,000 ",172,Gov
CO0132015,200320D,"Seibert, Town of",,Seibert,Kit Carson,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$570,000 ",216,Gov
CO0107710,180090D,Shannon Water and Sanitation District,,Boulder,Boulder,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Green Infrastructure,"$2,100,000 ",350,Gov
CO0147090,220330D,Shawnee Water Consumers Association,,Shawnee,Park,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$115,000 ",120,PNFP
Unknown,230470D,Sheep Creek Landowners Association,,Antonitio,Conejos,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$240,000 ",90,PNFP
CO0131800,143080D,Sheridan Lake Water District,,Sheridan Lake,Kiowa,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission,"$410,000 ",55,Gov
CO0125708,180110D,Shores of Shadow Mountain Homeowners  Association,,Grand Lake,Grand,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities,"$100,000 ",138,PNFP
Unknown,220340D,"Sidney Peak Ranch Owners' Association, Inc.",,Steamboat Springs,Routt,Improvement/Expansion of Water Treatment Facilities; Connection to a New  or Existing Water Treatment Facility; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Storage Facilities; Water  Supply Facilities,"$2,198,250 ",30,PNFP
CO0123710,210320D,"Silt, Town of",,Silt,Garfield,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities,"$34,800,000 ","3,300",Gov
CO0118075,210330D,Silver Heights Water and Sanitation District,,Castle Rock,Douglas,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Meters,"$10,000 ",124,Gov
CO0110035,142510D,"Silver Plume, Town of",,Silver Plume,Clear Creek,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$520,000 ",207,Gov
CO0159095,210340D,"Silverthorne, Town of",,Silverthorne,Summit,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Supply Facilities; Water Meters; Water Rights;  Source Water Protection Plan; Green Infrastructure,"$12,250,000 ","4,236",Gov
CO0156600,142520D,"Silverton, Town of",,Silverton,San Juan,Improvement/Expansion of Water Treatment Facilities; Connection to a New  or Existing Water Treatment Facility; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Supply Facilities; Water  Meters; Water Rights,"$16,120,000 ",660,Gov
CO0120025,132320D,"Simla, Town of",,Simla,Elbert,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$410,000 ",601,Gov
CO0235712,220350D,Sky Corral Ranch Retreat Center,,Bellvue,Larimer,Improvement/Expansion of Water Treatment Facilities; Water Supply  Facilities Improvement/Expansion of Water Treatment Facilities; Construction or,"$800,000 ",100,PNFP
CO0159105,190320D,Snake River Water District,,Dillon,Summit,Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities Improvement/Expansion of Water Treatment Facilities; Water Meters,"$26,967,551 ","10,000",Gov
Unknown,230480D,Solitude Metropolitan District,,Greenwood Village,Douglas,,"$750,000 ",100,Gov
CO0126715,170320D,Somerset Domestic Water District,,Gunnison,Gunnison,Improvement/Expansion of Water Treatment Facilities; Water Storage  Facilities; Water Supply Facilities; Water Meters; Source Water Protection  Plan,"$111,000 ",100,Gov
CO0101140,180120D,South Adams County Water and Sanitation  District,,Commerce City,Adams,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Supply Facilities,"$144,000,000 ","67,000",Gov
CO0153451,160450D,"South Fork, Town of",,South Fork,Rio Grande,Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water,"$10,000,000 ",600,Gov
CO0103843,220360D,South Metro Water Supply Authority,,Greenwood Village,Arapahoe,Protection Plan New Water Treatment Facilities; Water Storage Facilities; Water Supply  Facilities; Source Water Protection Plan,"$461,000,000 ","291,000",Gov
CO0145690,143450D,South Swink Water Company,,Swink,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$4,795,000 ",610,PNFP
Unknown,230490D,Southeastern Colorado Water Conservancy  District,,Pueblo,Pueblo,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$60,500,000 ","50,000",Gov
CO0145660,230500D,Southside Water Association,,La Junta,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$1,200,000 ",44,PNFP
CO0236550,143380D,Spanish Peaks Landowners Association,,Aguilar,Las Animas,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Supply  Facilities,"$100,000 ",120,PNFP
CO0135721,142570D,Spring Canyon Water and Sanitation District,,Fort Collins,Larimer,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities Water Storage Facilities; Water Supply Facilities,"$7,130,000 ","2,120",Gov
CO0120717,180130D,Spring Valley Metropolitan District No. 1,,Elizabeth,Elbert,,"$5,250,000 ","1,000",Gov
CO0107719,230170D,Spring Valley Mutual Water Association,,Boulder,Boulder,Construction or Rehabilitation of Distribution and/or Transmission Lines New Water Treatment Facilities; Improvement/Expansion of Water,"$5,000,000 ",75,PNFP
CO0105500,200330D,"Springfield, Town of",,Springfield,Baca,Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters,"$9,475,000 ",1454,Gov
CO0151750,961450D,St. Charles Mesa Water District,,Pueblo,Pueblo,Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Meters,"$1,163,587 ","9,560",Gov
CO0110040,132330D,St. Mary's Glacier Water and Sanitation  District,,Idaho Springs,Clear Creek,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$9,860,000 ",475,Gov
CO0136724,170340D,"Starkville, Town of",,Trinidad,Las Animas,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$580,000 ",62,Gov
CO0154724,220370D,Steamboat II Metropolitan District,,Steamboat Springs,Routt,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$3,300,000 ","1,450",Gov
CO0254724,170350D,Steamboat Lake Water and Sanitation District,,Clark,Routt,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission  Lines; Water Storage Facilities; Water Supply Facilities; Water Meters; New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission  Lines; Water Storage Facilities; Water Supply Facilities; Water Meters;,"$3,950,000 ",320,Gov
CO0154725,142610D,"Steamboat Springs, City of",,Steamboat Springs,Routt,Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Source  Water Protection Plan,"$118,945,200 ","9,950",Gov
CO0138045,142620D,"Sterling, City of",,Sterling,Logan,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$77,000,000 ","15,500",Gov
CO0101145,142640D,Strasburg Sanitation and Water District,,Strasburg,Adams,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Supply Facilities; Water Metersn; Green  Infrastructure,"$14,500,000 ","1,754",Gov
CO0121800,170360D,Stratmoor Hills Water District,,Colorado Springs,El Paso,Improvement/Expansion of Water Treatment Facilities; Connection to a  New or Existing Water Treatment Facility; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Storage Facilities; Water  Supply Facilities; Water Meters,"$4,800,000 ","6,500",Gov
CO0132020,142650D,"Stratton, Town of",,Stratton,Kit Carson,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$5,895,000 ",639,Gov
CO0115726,220380D,Stucker Mesa Domestic Water Company,,Paonia,Delta,Improvement/Expansion of Water Treatment Facilities; Water Storage  Facilities; Water Supply Facilities,"$175,000 ",35,PNFP
CO0133900,220390D,"Sugar City, Town of",,Sugar City,Crowley,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Construction or Rehabilitation of Distribution and/or Transmission Lines; New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Construction or Rehabilitation of Distribution and/or Transmission Lines;,"$340,000 ",259,Gov
CO0239725,150130D,Sunset Lake Summer Home Improvement  Association,,Palisade,Mesa,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Source Water Protection Plan,"$610,000 ",32,PNFP
CO0135726,230510D,Sunset Water District,,Laporte,Larimer,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines,"$10,000,000 ",320,Gov
CO0107725,142670D,Superior Metropolitan District No. 1,"Superior, Town of",Superior,Boulder,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines,"$15,700,000 ","14,000",Gov
CO0159725,190330D,Swans Nest Metropolitan District,,Breckenridge,Summit,Improvement/Expansion of Water Treatment Facilities; Water Storage  Facilities New Water Treatment Facilities; Improvement/Expansion of Water,"$1,400,000 ",200,Gov
CO0145720,142690D,"Swink, Town of",,Swink,Otero,Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Water Rights; Source Water,"$940,000 ",604,Gov
CO0125720,230520D,Tabernash Meadows Water and Sanitation District,,Tabernash,Grand,Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Green Infrastructure Improvement/Expansion of Water Treatment Facilities; Water Supply  Facilities,"$2,500,000 ",700,Gov
CO0160600,220400D,Teller County Water and Sanitation District  No. 1,,Woodland Park,Teller,,"$1,240,000 ",650,Gov
CO0157800,142720D,"Telluride, Town of",,Telluride,San Miguel,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Meters; Green Infrastructure,"$15,915,000 ","7,900",Gov
Unknown,180160D,Thistle Community Housing,Mapleton Mobile  Home Park,Boulder,Boulder,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Supply Facilities; Water Meters,"$304,000 ",50,PNFP
CO0101150,230530D,"Thornton, City of",,Thornton,Adams,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$291,227,127 ","146,270",Gov
Unknown,160460D,Three Mile Trailer Park,,Glenwood Springs,Garfield,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Meters,"$100,000 ",50,PNFP
CO0118078,160470D,Thunderbird Water and Sanitation District,,Sedalia,Douglas,New Water Treatment Facilities; Connection to a New or Existing Water  Treatment Facility; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters,"$11,300,000 ",490,Gov
CO0259003,230540D,Timber Creek Water District,,Breckenridge,Summit,Improvement/Expansion of Water Treatment Facilities; Water Storage  Facilities; Water Meters,"$1,250,000 ",312,Gov
CO0154743,142740D,Timbers Water and Sanitation District,,Steamboat Springs,Routt,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Supply  Facilities; Water Meters,"$1,550,000 ",184,Gov
CO0101157,220410D,Todd Creek Village Metropolitan District,,Brighton,Adams,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Water Rights; Source Water Protection Plan,"$33,800,000 ","5,828",Gov
CO0108900,210350D,Trail West Association,,Buena Vista,Chaffee,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities,"$425,000 ",400,PNFP
CO0160650,160480D,"Tranquil Acres Water Supply, Inc.",,Woodland Park,Teller,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission  Lines; Water Storage Facilities; Water Supply Facilities; Water Meters;  Source Water Protection Plan,"$2,415,000 ",180,PNFP
CO0143755,132430D,Tri-County Water Conservancy District,,Montrose,Ouray,New Water Treatment Facilities; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Storage Facilities; Water  Supply Facilities,"$60,000,000 ","18,000",Gov
CO0136850,230550D,Trinidad Lake Ranches Homeowners  Association,,Trinidad,Las Animas,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Meters,"$1,210,000 ",200,PNFP
CO0136800,142750D,"Trinidad, City of",,Trinidad,Las Animas,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$26,500,000 ","8,329",Gov
CO0121840,170370D,Triview Metropolitan District,,Monument,El Paso,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities,"$21,500,000 ","5,000",Gov
CO0121841,210360D,Turkey Canon Ranch Water District,,Colorado Springs,El Paso,Improvement/Expansion of Water Treatment Facilities; Connection to a New  or Existing Water Treatment Facility; Construction or Rehabilitation of  Distribution and/or Transmission Lines; Water Storage Facilities; Water  Meters; Water Rights; Green Infrastructure,"$850,000 ",120,Gov
CO0105700,142770D,"Two Buttes, Town of",,Two Buttes,Baca,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$260,000 ",40,Gov
CO0119786,142790D,Upper Eagle Regional Water Authority,,Vail,Eagle,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters; Source Water Protection  Plan,"$81,234,000 ","32,831",Gov
Unknown,200350D,Upper Road 42 Water Association,,Mancos,Montezuma,Consolidation of Water Treatment Facilities; Connection to a New or Existing  Water Treatment Facility; Construction or Rehabilitation of Distribution  and/or Transmission Lines; Water Storage Facilities; Water Meters,"$1,830,000 ",50,PNFP
CO0108925,230560D,Ute Heights Homeowners Association,,Salida,Chaffee,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities,"$460,000 ",55,PNFP
CO0145750,220420D,Valley Water Company,,Manzanola,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$820,000 ",270,PNFP
CO0160700,142800D,"Victor, City of",,Victor,Teller,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters; Source New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters; Source,"$4,020,000 ",400,Gov
CO0105800,142810D,"Vilas, Town of",,Vilas,Baca,Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Source Water Protection Plan; Green Infrastructure,"$270,000 ",107,Gov
CO0132025,142820D,"Vona, Town of",,Vona,Kit Carson,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$200,000 ",95,Gov
CO0145780,220430D,Vroman Water Company,,Manzanola,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$1,180,000 ",125,PNFP
CO0129834,961150D,"Walden, Town of",,Walden,Jackson,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$1,163,250 ",584,Gov
